x,y,sigxx,sigyy,sigxy
39.5, 0, -2.06627e+06, 92350.2, -1893.27
40, 0, -2.04911e+06, 102267, -1574.2
40.5, 0, -2.0319e+06, 111777, -1391.66
41, 0, -2.01456e+06, 120419, -1332.33
41.5, 0, -1.99713e+06, 128701, -1152.92
42, 0, -1.97959e+06, 136623, -853.448
42.5, 0, -1.96195e+06, 144185, -433.9
43, 0, -1.94421e+06, 151387, 105.721
43.5, 0, -1.92712e+06, 157859, 467.958
44, 0, -1.91102e+06, 163724, 459.383
44.5, 0, -1.89493e+06, 169589, 450.804
45, 0, -1.87883e+06, 175453, 442.221
45.5, 0, -1.86274e+06, 181318, 433.633
46, 0, -1.84664e+06, 187183, 425.041
46.5, 0, -1.83033e+06, 192884, 356.063
47, 0, -1.81323e+06, 197830, 7.49369
47.5, 0, -1.79621e+06, 202609, -403.966
48, 0, -1.77928e+06, 207220, -878.317
48.5, 0, -1.76242e+06, 211665, -1415.56
49, 0, -1.74565e+06, 215942, -2015.69
49.5, 0, -1.7296e+06, 219728, -2465.89
50, 0, -1.71639e+06, 222232, -2115.15
50.5, 0, -1.70362e+06, 224850, -1794.18
51, 0, -1.6913e+06, 227580, -1503
51.5, 0, -1.67383e+06, 229941, -1063.7
52, 0, -1.65706e+06, 232357, -778.936
52.5, 0, -1.64102e+06, 234831, -649.732
53, 0, -1.6257e+06, 237362, -676.083
53.5, 0, -1.6111e+06, 239950, -857.99
54, 0, -1.59723e+06, 242595, -1195.45
54.5, 0, -1.58289e+06, 244459, -1210.5
55, 0, -1.56829e+06, 245912, -1077.52
55.5, 0, -1.55388e+06, 247313, -994.014
56, 0, -1.53965e+06, 248661, -959.974
56.5, 0, -1.5256e+06, 249957, -975.401
57, 0, -1.51175e+06, 251199, -1040.3
57.5, 0, -1.49765e+06, 252480, -1139.49
58, 0, -1.48214e+06, 253984, -1152.38
58.5, 0, -1.46751e+06, 255190, -1103.96
59, 0, -1.45375e+06, 256098, -994.227
59.5, 0, -1.44087e+06, 256708, -823.186
60, 0, -1.42886e+06, 257019, -590.835
60.5, 0, -1.41772e+06, 257033, -297.174
61, 0, -1.40584e+06, 257163, -307.668
61.5, 0, -1.39332e+06, 257441, -481.327
62, 0, -1.38081e+06, 257719, -654.985
62.5, 0, -1.3683e+06, 257997, -828.644
63, 0, -1.35579e+06, 258275, -1002.3
63.5, 0, -1.34328e+06, 258553, -1175.96
64, 0, -1.33077e+06, 258831, -1349.62
64.5, 0, -1.31882e+06, 258769, -898.442
65, 0, -1.30704e+06, 258681, -532.014
65.5, 0, -1.29542e+06, 258570, -259.964
66, 0, -1.28397e+06, 258437, -82.2937
66.5, 0, -1.27268e+06, 258281, 0.998179
67, 0, -1.26155e+06, 258104, -10.0887
67.5, 0, -1.25052e+06, 257866, -156.828
68, 0, -1.2391e+06, 257399, -527.302
68.5, 0, -1.22754e+06, 256925, -814.73
69, 0, -1.21585e+06, 256445, -1019.11
69.5, 0, -1.20402e+06, 255958, -1140.44
70, 0, -1.19242e+06, 255514, -1013.42
70.5, 0, -1.18192e+06, 255127, -487.155
71, 0, -1.17178e+06, 254641, -21.2833
71.5, 0, -1.16199e+06, 254054, 384.191
72, 0, -1.15257e+06, 253367, 729.268
72.5, 0, -1.14349e+06, 252580, 1013.95
73, 0, -1.13478e+06, 251694, 1238.23
73.5, 0, -1.12642e+06, 250707, 1402.12
74, 0, -1.11842e+06, 249621, 1505.6
74.5, 0, -1.11078e+06, 248434, 1548.69
75, 0, -1.10073e+06, 247322, 1031.18
75.5, 0, -1.09076e+06, 246232, 451.557
76, 0, -1.08087e+06, 245163, -189.917
76.5, 0, -1.07105e+06, 244116, -893.242
77, 0, -1.06188e+06, 243166, -1612.87
77.5, 0, -1.05311e+06, 242150, -2273.54
78, 0, -1.04425e+06, 241174, -2599.43
78.5, 0, -1.03369e+06, 240675, -1721.11
79, 0, -1.02343e+06, 240087, -1002.38
79.5, 0, -1.01349e+06, 239409, -443.236
80, 0, -1.00386e+06, 238641, -43.6777
80.5, 0, -994545, 237784, 196.295
81, 0, -985536, 236837, 276.682
81.5, 0, -976839, 235801, 197.483
82, 0, -968453, 234675, -41.3018
82.5, 0, -960377, 233460, -439.672
83, 0, -952612, 232154, -997.628
83.5, 0, -944986, 230920, -1588.9
84, 0, -937448, 229835, -2034.37
84.5, 0, -930255, 228676, -2461.02
85, 0, -923405, 227443, -2868.85
85.5, 0, -916339, 226296, -2802.3
86, 0, -909040, 225221, -2492.79
86.5, 0, -901740, 224145, -2182.58
87, 0, -894441, 223070, -1871.68
87.5, 0, -887141, 221994, -1560.09
88, 0, -879843, 220919, -1247.8
88.5, 0, -872544, 219843, -934.816
89, 0, -865245, 218767, -621.137
89.5, 0, -857947, 217692, -306.762
90, 0, -850649, 216616, 8.30736
90.5, 0, -843352, 215540, 324.072
91, 0, -836722, 214372, 264.281
91.5, 0, -830737, 213110, -89.0103
92, 0, -824917, 211821, -445.235
92.5, 0, -819261, 210505, -804.392
93, 0, -812970, 209337, -1009.07
93.5, 0, -806455, 208229, -1108.86
94, 0, -800074, 207102, -1168.75
94.5, 0, -793827, 205956, -1188.74
95, 0, -787714, 204790, -1168.82
95.5, 0, -781734, 203605, -1109.01
96, 0, -775889, 202401, -1009.29
96.5, 0, -770177, 201178, -869.671
97, 0, -764600, 199935, -690.152
97.5, 0, -759156, 198673, -470.731
98, 0, -753846, 197391, -211.409
98.5, 0, -748671, 196138, -81.9787
99, 0, -743548, 195015, -447.637
99.5, 0, -738424, 193892, -836.076
100, 0, -733299, 192768, -1247.3
100.5, 0, -727902, 191722, -1584.13
101, 0, -721793, 190879, -1618.81
101.5, 0, -715806, 190000, -1609.97
102, 0, -709940, 189084, -1557.63
102.5, 0, -704196, 188132, -1461.77
103, 0, -698574, 187144, -1322.41
103.5, 0, -693074, 186119, -1139.54
104, 0, -687695, 185058, -913.153
104.5, 0, -682438, 183961, -643.262
105, 0, -677303, 182827, -329.861
105.5, 0, -672289, 181657, 27.0494
106, 0, -667397, 180451, 427.469
106.5, 0, -662798, 179284, 566.017
107, 0, -658422, 178192, 374.422
107.5, 0, -654046, 177101, 181.653
108, 0, -649671, 176011, -12.2916
108.5, 0, -645292, 174961, -133.876
109, 0, -640907, 173989, -116.509
109.5, 0, -636522, 173016, -99.1431
110, 0, -632137, 172044, -81.7774
110.5, 0, -627752, 171071, -64.4122
111, 0, -623368, 170099, -47.0476
111.5, 0, -618983, 169126, -29.6836
112, 0, -614598, 168154, -12.3202
112.5, 0, -610213, 167181, 5.04262
113, 0, -605829, 166209, 22.4049
113.5, 0, -601444, 165236, 39.7666
114, 0, -597059, 164264, 57.1277
114.5, 0, -592745, 163301, 23.3562
115, 0, -588710, 162390, -255.145
115.5, 0, -584669, 161500, -603.92
116, 0, -580597, 160626, -682.44
116.5, 0, -576598, 159737, -586.705
117, 0, -572707, 158831, -490.699
117.5, 0, -568924, 157907, -394.42
118, 0, -565249, 156966, -297.87
118.5, 0, -561682, 156007, -201.047
119, 0, -558223, 155031, -103.953
119.5, 0, -554871, 154037, -6.58638
120, 0, -551627, 153026, 91.0521
120.5, 0, -548491, 151998, 188.963
121, 0, -545463, 150952, 287.145
121.5, 0, -542542, 149888, 385.599
122, 0, -539730, 148807, 484.326
122.5, 0, -536824, 147756, 430.727
123, 0, -533434, 146793, -39.5451
123.5, 0, -530049, 145794, -515.386
124, 0, -525961, 145165, -432.64
124.5, 0, -521971, 144515, -358.201
125, 0, -518078, 143843, -292.07
125.5, 0, -514282, 143148, -234.246
126, 0, -510584, 142432, -184.729
126.5, 0, -506983, 141695, -143.52
127, 0, -503480, 140935, -110.617
127.5, 0, -500074, 140154, -86.0224
128, 0, -496766, 139351, -69.7347
128.5, 0, -493555, 138526, -61.7543
129, 0, -490442, 137679, -62.0812
129.5, 0, -487426, 136810, -70.7154
130, 0, -484507, 135919, -87.6569
130.5, 0, -481686, 135007, -112.906
131, 0, -478861, 134189, -312.205
131.5, 0, -475989, 133441, -591.731
132, 0, -473112, 132698, -843.013
132.5, 0, -470378, 131970, -821.891
133, 0, -467693, 131245, -714.643
133.5, 0, -465009, 130520, -607.224
134, 0, -462324, 129796, -499.633
134.5, 0, -459639, 129071, -391.87
135, 0, -456954, 128347, -283.936
135.5, 0, -454270, 127622, -175.831
136, 0, -451585, 126898, -67.5538
136.5, 0, -448900, 126173, 40.8948
137, 0, -446215, 125449, 149.515
137.5, 0, -443531, 124724, 258.307
138, 0, -440846, 124000, 367.27
138.5, 0, -438162, 123275, 476.404
139, 0, -435477, 122551, 585.711
139.5, 0, -432793, 121827, 695.189
140, 0, -429981, 121217, 507.688
140.5, 0, -427217, 120604, 305.259
141, 0, -424516, 119977, 119.149
141.5, 0, -422219, 119352, 51.3276
142, 0, -419943, 118723, -5.90149
142.5, 0, -417669, 118091, -58.3329
143, 0, -415396, 117455, -105.967
143.5, 0, -413125, 116816, -148.803
144, 0, -410855, 116173, -186.841
144.5, 0, -408587, 115526, -220.082
145, 0, -406321, 114876, -248.525
145.5, 0, -404056, 114223, -272.17
146, 0, -401792, 113566, -291.018
146.5, 0, -399530, 112905, -305.068
147, 0, -397269, 112241, -314.32
147.5, 0, -395010, 111573, -318.775
148, 0, -392753, 110902, -318.432
148.5, 0, -390497, 110227, -313.292
149, 0, -388257, 109620, -423.765
149.5, 0, -386096, 109045, -606.904
150, 0, -384018, 108452, -783.499
150.5, 0, -382138, 107920, -831.604
151, 0, -380337, 107432, -766.561
151.5, 0, -378496, 106929, -681.393
152, 0, -376615, 106409, -576.101
152.5, 0, -374695, 105874, -450.684
153, 0, -372753, 105206, -309.861
153.5, 0, -370802, 104461, -179.216
154, 0, -368836, 103727, -62.443
154.5, 0, -366856, 103005, 40.4587
155, 0, -364860, 102293, 129.489
155.5, 0, -362850, 101593, 204.648
156, 0, -360824, 100903, 265.935
156.5, 0, -358826, 100238, 291.256
157, 0, -357102, 99664.1, 166.869
157.5, 0, -355371, 99095, 53.2418
158, 0, -353633, 98530.5, -49.6246
158.5, 0, -351888, 97970.5, -141.731
159, 0, -350136, 97415.2, -223.076
159.5, 0, -348376, 96864.4, -293.661
160, 0, -346610, 96318.2, -353.486
160.5, 0, -344836, 95776.6, -402.55
161, 0, -343056, 95239.6, -440.853
161.5, 0, -341268, 94707.1, -468.396
162, 0, -339474, 94179.2, -485.179
162.5, 0, -337672, 93656, -491.201
163, 0, -335863, 93137.2, -486.463
163.5, 0, -334047, 92623.1, -470.964
164, 0, -332259, 92152.9, -466.812
164.5, 0, -330497, 91683, -457.355
165, 0, -328761, 91209.6, -440.818
165.5, 0, -327050, 90732.6, -417.201
166, 0, -325363, 90252.2, -386.505
166.5, 0, -323702, 89768.2, -348.729
167, 0, -322066, 89280.8, -303.873
167.5, 0, -320455, 88789.8, -251.938
168, 0, -318869, 88295.4, -192.922
168.5, 0, -317343, 87823.3, -150.791
169, 0, -315913, 87408.3, -164.8
169.5, 0, -314488, 86985.7, -179.445
170, 0, -313069, 86555.8, -194.727
170.5, 0, -311655, 86118.4, -210.646
171, 0, -310247, 85673.6, -227.203
171.5, 0, -308845, 85221.3, -244.396
172, 0, -307448, 84761.6, -262.226
172.5, 0, -306057, 84294.4, -280.693
173, 0, -304671, 83819.8, -299.797
173.5, 0, -303291, 83337.7, -319.538
174, 0, -301916, 82848.2, -339.916
174.5, 0, -300547, 82351.3, -360.931
175, 0, -299184, 81846.9, -382.582
175.5, 0, -297826, 81335.1, -404.871
176, 0, -296473, 80815.9, -427.797
176.5, 0, -295110, 80305.9, -436.361
177, 0, -293671, 79878.4, -368.984
177.5, 0, -292250, 79448.2, -305.361
178, 0, -290849, 79015.1, -245.492
178.5, 0, -289465, 78579.2, -189.376
179, 0, -288101, 78140.5, -137.015
179.5, 0, -286755, 77699, -88.4073
180, 0, -285682, 77283.2, -13.8986
180.5, 0, -284616, 76868.4, 61.6152
181, 0, -283549, 76453.8, 137.329
181.5, 0, -282413, 76053.2, 183.957
182, 0, -281157, 75676.6, 177.579
182.5, 0, -279903, 75298.5, 170.365
183, 0, -278653, 74919, 162.315
183.5, 0, -277407, 74538, 153.43
184, 0, -276164, 74155.5, 143.708
184.5, 0, -274925, 73771.6, 133.151
185, 0, -273690, 73386.2, 121.758
185.5, 0, -272458, 72999.3, 109.529
186, 0, -271229, 72611, 96.4643
186.5, 0, -270005, 72221.2, 82.5636
187, 0, -268783, 71829.9, 67.8271
187.5, 0, -267566, 71437.2, 52.2547
188, 0, -266352, 71043.1, 35.8464
188.5, 0, -265141, 70647.4, 18.6023
189, 0, -263934, 70250.3, 0.52233
189.5, 0, -262731, 69851.8, -18.3935
190, 0, -261531, 69451.7, -38.1452
190.5, 0, -260334, 69050.3, -58.7327
191, 0, -259142, 68647.3, -80.1561
191.5, 0, -257953, 68242.9, -102.415
192, 0, -256767, 67837, -125.51
192.5, 0, -255740, 67465.2, -107.023
193, 0, -254795, 67116.6, -69.7095
193.5, 0, -253842, 66772.1, -38.4962
194, 0, -252882, 66431.8, -13.3831
194.5, 0, -251915, 66095.7, 5.62995
195, 0, -250940, 65763.7, 18.5428
195.5, 0, -249958, 65435.9, 25.3556
196, 0, -248969, 65112.2, 26.0682
196.5, 0, -247972, 64792.8, 20.6807
197, 0, -246967, 64477.4, 9.19303
197.5, 0, -245956, 64166.3, -8.39476
198, 0, -244936, 63859.3, -32.0827
198.5, 0, -243910, 63556.5, -61.8708
199, 0, -242869, 63250.7, -104.784
199.5, 0, -241817, 62926.7, -168.858
200, 0, -240788, 62603.4, -231.414
200.5, 0, -239781, 62280.7, -292.451
201, 0, -238858, 61962, -280.753
201.5, 0, -237959, 61644.6, -244.811
202, 0, -237060, 61327.1, -208.786
202.5, 0, -236161, 61009.7, -172.677
203, 0, -235261, 60692.2, -136.485
203.5, 0, -234362, 60374.8, -100.211
204, 0, -233463, 60057.4, -63.8525
204.5, 0, -232564, 59740, -27.4112
205, 0, -231665, 59422.6, 9.1133
205.5, 0, -230766, 59105.3, 45.721
206, 0, -229866, 58787.9, 82.4118
206.5, 0, -228967, 58470.6, 119.186
207, 0, -228068, 58153.2, 156.043
207.5, 0, -227169, 57835.9, 192.984
208, 0, -226270, 57518.6, 230.007
208.5, 0, -225371, 57201.3, 267.114
209, 0, -224471, 56884, 304.304
209.5, 0, -223572, 56566.8, 341.577
210, 0, -222684, 56255.7, 355.924
210.5, 0, -221833, 55961.6, 304.722
211, 0, -220990, 55666.6, 253.746
211.5, 0, -220155, 55370.7, 202.996
212, 0, -219335, 55070.9, 144.976
212.5, 0, -218527, 54769.6, 87.1692
213, 0, -217727, 54469, 35.3464
213.5, 0, -216933, 54169.3, -10.4921
214, 0, -216146, 53870.3, -50.3466
214.5, 0, -215367, 53572, -84.2169
215, 0, -214594, 53274.6, -112.103
215.5, 0, -213829, 52977.9, -134.005
216, 0, -213071, 52682, -149.923
216.5, 0, -212320, 52386.9, -159.857
217, 0, -211576, 52092.5, -163.806
217.5, 0, -210840, 51799, -161.771
218, 0, -210110, 51506.1, -153.753
218.5, 0, -209387, 51214.1, -139.75
219, 0, -208672, 50922.8, -119.763
219.5, 0, -207964, 50632.4, -93.7915
220, 0, -207263, 50342.6, -61.8361
220.5, 0, -206569, 50053.7, -23.8966
221, 0, -205882, 49765.5, 20.0271
221.5, 0, -205165, 49489.4, 23.1012
222, 0, -204429, 49219.8, 0.504474
222.5, 0, -203693, 48950.3, -22.3097
223, 0, -202957, 48680.7, -45.3412
223.5, 0, -202168, 48466.2, -23.8387
224, 0, -201388, 48250.1, 0.0765166
224.5, 0, -200623, 48026.9, 21.9753
225, 0, -199872, 47796.5, 41.8576
225.5, 0, -199136, 47559.1, 59.7234
226, 0, -198414, 47314.4, 75.5727
226.5, 0, -197707, 47062.7, 89.4056
227, 0, -197014, 46803.8, 101.222
227.5, 0, -196335, 46537.7, 111.022
228, 0, -195672, 46264.5, 118.805
228.5, 0, -195022, 45984.2, 124.572
229, 0, -194387, 45696.8, 128.323
229.5, 0, -193767, 45402.2, 130.057
230, 0, -193161, 45100.4, 129.775
230.5, 0, -192570, 44791.6, 127.476
231, 0, -191931, 44551.3, 94.3837
231.5, 0, -191291, 44312.5, 61.7656
232, 0, -190650, 44074.2, 30.1312
232.5, 0, -190010, 43836.2, -0.519644
233, 0, -189369, 43598.6, -30.1868
233.5, 0, -188728, 43361.3, -58.8703
234, 0, -188087, 43124.4, -86.5701
234.5, 0, -187446, 42887.9, -113.286
235, 0, -186807, 42660.6, -122.204
235.5, 0, -186176, 42448.1, -101.624
236, 0, -185550, 42233.9, -82.0961
236.5, 0, -184931, 42017.8, -63.6217
237, 0, -184317, 41800, -46.2004
237.5, 0, -183710, 41580.4, -29.8323
238, 0, -183109, 41359, -14.5173
238.5, 0, -182513, 41135.8, -0.255454
239, 0, -181923, 40910.9, 12.9533
239.5, 0, -181340, 40684.1, 25.1088
240, 0, -180762, 40455.6, 36.2113
240.5, 0, -180190, 40225.3, 46.2605
241, 0, -179625, 39993.2, 55.2567
241.5, 0, -179065, 39759.3, 63.1997
242, 0, -178511, 39523.6, 70.0896
242.5, 0, -177963, 39288.2, 74.586
243, 0, -177409, 39079.3, 59.9096
243.5, 0, -176855, 38870.8, 44.2146
244, 0, -176300, 38662.7, 27.5011
244.5, 0, -175746, 38454.9, 9.76911
245, 0, -175191, 38247.5, -8.98146
245.5, 0, -174637, 38040.5, -28.7506
246, 0, -174082, 37833.8, -49.5382
246.5, 0, -173527, 37627.5, -71.3443
247, 0, -172977, 37424.6, -84.2744
247.5, 0, -172457, 37234.4, -53.7958
248, 0, -171941, 37042.4, -25.7561
248.5, 0, -171428, 36848.4, -0.155164
249, 0, -170918, 36652.6, 23.0069
249.5, 0, -170412, 36454.8, 43.7302
250, 0, -169909, 36255.1, 62.0146
250.5, 0, -169410, 36053.5, 77.8601
251, 0, -168915, 35850.1, 91.2669
251.5, 0, -168422, 35644.7, 102.235
252, 0, -167934, 35437.4, 110.764
252.5, 0, -167449, 35228.2, 116.854
253, 0, -166967, 35017.1, 120.505
253.5, 0, -166489, 34804.1, 121.718
254, 0, -166014, 34589.2, 120.492
254.5, 0, -165543, 34372.4, 116.827
255, 0, -165069, 34167.7, 104.504
255.5, 0, -164588, 33980.9, 83.2712
256, 0, -164106, 33794.1, 62.0386
256.5, 0, -163625, 33607.3, 40.8059
257, 0, -163144, 33420.6, 19.5733
257.5, 0, -162663, 33233.8, -1.65931
258, 0, -162182, 33047, -22.8919
258.5, 0, -161701, 32860.2, -44.1246
259, 0, -161220, 32673.5, -65.3572
259.5, 0, -160737, 32488.9, -74.6736
260, 0, -160252, 32310.6, -49.0239
260.5, 0, -159772, 32132, -25.1877
261, 0, -159299, 31953, -3.16497
261.5, 0, -158832, 31773.5, 17.0443
262, 0, -158371, 31593.7, 35.4401
262.5, 0, -157916, 31413.4, 52.0224
263, 0, -157466, 31232.7, 66.7913
263.5, 0, -157023, 31051.6, 79.7466
264, 0, -156586, 30870.1, 90.8885
264.5, 0, -156154, 30688.2, 100.217
265, 0, -155729, 30505.9, 107.732
265.5, 0, -155310, 30323.1, 113.433
266, 0, -154896, 30140, 117.321
266.5, 0, -154489, 29956.4, 119.396
267, 0, -154087, 29772.5, 119.657
267.5, 0, -153692, 29588.1, 118.105
268, 0, -153281, 29418.8, 97.0132
268.5, 0, -152865, 29254.3, 72.5485
269, 0, -152448, 29089.9, 50.4873
269.5, 0, -152032, 28925.8, 30.8297
270, 0, -151615, 28761.9, 13.5756
270.5, 0, -151198, 28598.3, -1.27503
271, 0, -150781, 28434.8, -13.7221
271.5, 0, -150363, 28271.5, -23.7657
272, 0, -149946, 28108.5, -31.4057
272.5, 0, -149528, 27945.7, -36.6423
273, 0, -149110, 27783, -39.4753
273.5, 0, -148692, 27620.6, -39.9048
274, 0, -148280, 27461.1, -34.9787
274.5, 0, -147882, 27306.3, -24.1656
275, 0, -147491, 27151.4, -13.5802
275.5, 0, -147106, 26996.3, -3.22258
276, 0, -146728, 26841, 6.90737
276.5, 0, -146355, 26685.6, 16.8096
277, 0, -145989, 26529.9, 26.4841
277.5, 0, -145629, 26374.2, 35.9309
278, 0, -145275, 26218.2, 45.15
278.5, 0, -144928, 26062.1, 54.1414
279, 0, -144586, 25905.8, 62.905
279.5, 0, -144251, 25749.4, 71.441
280, 0, -143922, 25592.8, 79.7492
280.5, 0, -143600, 25436, 87.8297
281, 0, -143244, 25285.8, 81.9134
281.5, 0, -142881, 25136.7, 73.3659
282, 0, -142518, 24987.2, 65.1338
282.5, 0, -142155, 24837.3, 57.2172
283, 0, -141792, 24686.9, 49.6161
283.5, 0, -141429, 24536.2, 42.3305
284, 0, -141067, 24385, 35.3603
284.5, 0, -140704, 24233.4, 28.7056
285, 0, -140342, 24081.4, 22.3664
285.5, 0, -139980, 23929, 16.3427
286, 0, -139618, 23776.1, 10.6344
286.5, 0, -139256, 23622.9, 5.24161
287, 0, -138899, 23470.5, -0.0827448
287.5, 0, -138586, 23332.3, -8.12992
288, 0, -138273, 23194.1, -16.1779
288.5, 0, -137961, 23056, -24.2266
289, 0, -137648, 22917.8, -32.276
289.5, 0, -137336, 22779.7, -40.3263
290, 0, -137023, 22641.5, -48.3773
290.5, 0, -136710, 22503.3, -56.429
291, 0, -136398, 22365.2, -64.4816
291.5, 0, -136085, 22227, -72.5349
292, 0, -135773, 22088.9, -80.5889
292.5, 0, -135460, 21950.7, -88.6438
293, 0, -135147, 21812.5, -96.6994
293.5, 0, -134835, 21674.4, -104.756
294, 0, -134519, 21536.2, -110.447
294.5, 0, -134177, 21398.1, -94.4564
295, 0, -133839, 21260.2, -79.56
295.5, 0, -133504, 21122.5, -65.7572
296, 0, -133174, 20985, -53.048
296.5, 0, -132847, 20847.8, -41.4324
297, 0, -132525, 20710.7, -30.9105
297.5, 0, -132206, 20573.9, -21.4822
298, 0, -131891, 20437.3, -13.1476
298.5, 0, -131580, 20300.9, -5.90656
299, 0, -131272, 20164.7, 0.240832
299.5, 0, -130969, 20028.7, 5.29459
300, 0, -130670, 19892.9, 9.25471
300.5, 0, -130395, 19763.3, -0.61374
301, 0, -130129, 19636.5, -14.2152
301.5, 0, -129863, 19510.2, -26.6196
302, 0, -129598, 19384.5, -37.8271
302.5, 0, -129333, 19259.5, -47.8375
303, 0, -129069, 19135, -56.651
303.5, 0, -128805, 19011.2, -64.2674
304, 0, -128542, 18887.9, -70.6869
304.5, 0, -128279, 18765.2, -75.9094
305, 0, -128016, 18643.2, -79.9349
305.5, 0, -127754, 18521.7, -82.7633
306, 0, -127492, 18400.9, -84.3948
306.5, 0, -127231, 18280.6, -84.8293
307, 0, -126970, 18161, -84.0669
307.5, 0, -126710, 18041.9, -82.1074
308, 0, -126450, 17923.5, -78.9509
308.5, 0, -126191, 17805.6, -74.5974
309, 0, -125921, 17689.1, -67.0132
309.5, 0, -125644, 17573.6, -57.4338
310, 0, -125369, 17458.4, -47.8447
310.5, 0, -125095, 17343.6, -38.2458
311, 0, -124822, 17229.1, -28.6372
311.5, 0, -124551, 17115.1, -19.0189
312, 0, -124281, 17001.3, -9.39087
312.5, 0, -124022, 16887.5, 0.925016
313, 0, -123781, 16773.1, 13.6841
313.5, 0, -123539, 16658.8, 28.3138
314, 0, -123298, 16544.7, 44.8142
314.5, 0, -123056, 16430.8, 63.1853
315, 0, -122814, 16317.1, 83.427
315.5, 0, -122561, 16199.6, 74.3873
316, 0, -122309, 16082.5, 64.919
