x,y,sigxx
244.5, 0, -3.9495e+06
246, 0, -3.9196e+06
247.5, 0, -3.88977e+06
249, 0, -3.85999e+06
250.5, 0, -3.83028e+06
252, 0, -3.80063e+06
253.5, 0, -3.77104e+06
255, 0, -3.74151e+06
256.5, 0, -3.71205e+06
258, 0, -3.68264e+06
259.5, 0, -3.6533e+06
261, 0, -3.62402e+06
262.5, 0, -3.5948e+06
264, 0, -3.56564e+06
265.5, 0, -3.53654e+06
267, 0, -3.51097e+06
268.5, 0, -3.48629e+06
270, 0, -3.46194e+06
271.5, 0, -3.43793e+06
273, 0, -3.41424e+06
274.5, 0, -3.39089e+06
276, 0, -3.36658e+06
277.5, 0, -3.34088e+06
279, 0, -3.31498e+06
280.5, 0, -3.28887e+06
282, 0, -3.26256e+06
283.5, 0, -3.23604e+06
285, 0, -3.20932e+06
286.5, 0, -3.18333e+06
288, 0, -3.15964e+06
289.5, 0, -3.13618e+06
291, 0, -3.11293e+06
292.5, 0, -3.08991e+06
294, 0, -3.06712e+06
295.5, 0, -3.04454e+06
297, 0, -3.02218e+06
298.5, 0, -3.00005e+06
300, 0, -2.97814e+06
301.5, 0, -2.95646e+06
303, 0, -2.93499e+06
304.5, 0, -2.91375e+06
306, 0, -2.89273e+06
307.5, 0, -2.87193e+06
309, 0, -2.85135e+06
310.5, 0, -2.831e+06
312, 0, -2.8107e+06
313.5, 0, -2.79039e+06
315, 0, -2.7701e+06
316.5, 0, -2.7498e+06
318, 0, -2.72952e+06
319.5, 0, -2.71209e+06
321, 0, -2.69564e+06
322.5, 0, -2.67917e+06
324, 0, -2.6627e+06
325.5, 0, -2.64621e+06
327, 0, -2.62971e+06
328.5, 0, -2.61319e+06
330, 0, -2.59667e+06
331.5, 0, -2.58013e+06
333, 0, -2.56358e+06
334.5, 0, -2.54701e+06
336, 0, -2.53043e+06
337.5, 0, -2.51384e+06
339, 0, -2.49724e+06
340.5, 0, -2.48062e+06
342, 0, -2.46399e+06
343.5, 0, -2.44735e+06
345, 0, -2.43069e+06
346.5, 0, -2.41402e+06
348, 0, -2.39734e+06
349.5, 0, -2.38026e+06
351, 0, -2.36416e+06
352.5, 0, -2.35051e+06
354, 0, -2.33593e+06
355.5, 0, -2.32137e+06
357, 0, -2.30681e+06
358.5, 0, -2.29226e+06
360, 0, -2.27772e+06
361.5, 0, -2.26319e+06
363, 0, -2.24867e+06
364.5, 0, -2.23415e+06
366, 0, -2.21965e+06
367.5, 0, -2.20515e+06
369, 0, -2.19067e+06
370.5, 0, -2.17619e+06
372, 0, -2.16172e+06
373.5, 0, -2.14726e+06
375, 0, -2.13281e+06
376.5, 0, -2.11837e+06
378, 0, -2.10394e+06
379.5, 0, -2.08951e+06
381, 0, -2.0751e+06
382.5, 0, -2.06069e+06
384, 0, -2.0463e+06
385.5, 0, -2.03191e+06
387, 0, -2.01753e+06
388.5, 0, -2.00316e+06
390, 0, -1.98892e+06
391.5, 0, -1.97758e+06
393, 0, -1.96642e+06
394.5, 0, -1.95545e+06
396, 0, -1.94467e+06
397.5, 0, -1.93406e+06
399, 0, -1.92365e+06
400.5, 0, -1.91342e+06
402, 0, -1.90338e+06
403.5, 0, -1.89349e+06
405, 0, -1.8836e+06
406.5, 0, -1.87368e+06
408, 0, -1.86374e+06
409.5, 0, -1.85377e+06
411, 0, -1.84379e+06
412.5, 0, -1.83379e+06
414, 0, -1.82376e+06
415.5, 0, -1.81371e+06
417, 0, -1.80364e+06
418.5, 0, -1.79355e+06
420, 0, -1.78343e+06
421.5, 0, -1.7733e+06
423, 0, -1.76314e+06
424.5, 0, -1.75296e+06
426, 0, -1.74276e+06
427.5, 0, -1.73254e+06
429, 0, -1.72229e+06
430.5, 0, -1.71203e+06
432, 0, -1.70174e+06
433.5, 0, -1.69058e+06
435, 0, -1.67935e+06
436.5, 0, -1.66808e+06
438, 0, -1.65677e+06
439.5, 0, -1.64659e+06
441, 0, -1.63886e+06
442.5, 0, -1.63115e+06
444, 0, -1.62346e+06
445.5, 0, -1.61578e+06
447, 0, -1.60811e+06
448.5, 0, -1.60046e+06
450, 0, -1.59282e+06
451.5, 0, -1.5852e+06
453, 0, -1.57759e+06
454.5, 0, -1.56942e+06
456, 0, -1.56108e+06
457.5, 0, -1.55272e+06
459, 0, -1.54433e+06
460.5, 0, -1.53591e+06
462, 0, -1.52747e+06
463.5, 0, -1.51901e+06
465, 0, -1.51052e+06
466.5, 0, -1.502e+06
468, 0, -1.49346e+06
469.5, 0, -1.4849e+06
471, 0, -1.47631e+06
472.5, 0, -1.46769e+06
474, 0, -1.45905e+06
475.5, 0, -1.45039e+06
477, 0, -1.4417e+06
478.5, 0, -1.43457e+06
480, 0, -1.42815e+06
481.5, 0, -1.42176e+06
483, 0, -1.41541e+06
484.5, 0, -1.40909e+06
486, 0, -1.4028e+06
487.5, 0, -1.39655e+06
489, 0, -1.39033e+06
490.5, 0, -1.38415e+06
492, 0, -1.378e+06
493.5, 0, -1.37189e+06
495, 0, -1.36581e+06
496.5, 0, -1.35976e+06
498, 0, -1.35375e+06
499.5, 0, -1.34777e+06
501, 0, -1.34182e+06
502.5, 0, -1.33502e+06
504, 0, -1.32819e+06
505.5, 0, -1.32139e+06
507, 0, -1.3146e+06
508.5, 0, -1.30783e+06
510, 0, -1.30109e+06
511.5, 0, -1.29437e+06
513, 0, -1.28767e+06
514.5, 0, -1.28099e+06
516, 0, -1.27433e+06
517.5, 0, -1.26769e+06
519, 0, -1.26166e+06
520.5, 0, -1.25649e+06
522, 0, -1.2513e+06
523.5, 0, -1.24611e+06
525, 0, -1.24091e+06
526.5, 0, -1.2357e+06
528, 0, -1.23048e+06
529.5, 0, -1.22525e+06
531, 0, -1.22002e+06
532.5, 0, -1.21477e+06
534, 0, -1.20952e+06
535.5, 0, -1.20391e+06
537, 0, -1.19817e+06
538.5, 0, -1.19245e+06
540, 0, -1.18677e+06
541.5, 0, -1.18112e+06
543, 0, -1.1755e+06
544.5, 0, -1.1699e+06
546, 0, -1.16434e+06
547.5, 0, -1.15881e+06
549, 0, -1.15331e+06
550.5, 0, -1.14783e+06
552, 0, -1.14239e+06
553.5, 0, -1.13698e+06
555, 0, -1.1316e+06
556.5, 0, -1.12624e+06
558, 0, -1.12092e+06
559.5, 0, -1.11563e+06
561, 0, -1.11037e+06
562.5, 0, -1.10513e+06
564, 0, -1.09993e+06
565.5, 0, -1.09476e+06
567, 0, -1.08962e+06
568.5, 0, -1.0845e+06
570, 0, -1.07942e+06
571.5, 0, -1.07437e+06
573, 0, -1.06935e+06
574.5, 0, -1.06435e+06
576, 0, -1.05939e+06
577.5, 0, -1.05446e+06
579, 0, -1.05078e+06
580.5, 0, -1.0473e+06
582, 0, -1.0438e+06
583.5, 0, -1.04029e+06
585, 0, -1.03677e+06
586.5, 0, -1.03323e+06
588, 0, -1.02967e+06
589.5, 0, -1.0261e+06
591, 0, -1.02252e+06
592.5, 0, -1.01892e+06
594, 0, -1.01531e+06
595.5, 0, -1.01168e+06
597, 0, -1.00803e+06
598.5, 0, -1.00437e+06
600, 0, -1.0007e+06
601.5, 0, -997010
603, 0, -993306
604.5, 0, -989588
606, 0, -985854
607.5, 0, -982106
609, 0, -978342
610.5, 0, -974564
612, 0, -970771
613.5, 0, -966963
615, 0, -963140
616.5, 0, -959303
618, 0, -955450
619.5, 0, -951582
621, 0, -947700
622.5, 0, -943810
624, 0, -940362
625.5, 0, -936925
627, 0, -933498
628.5, 0, -930081
630, 0, -926675
631.5, 0, -923279
633, 0, -919894
634.5, 0, -916519
636, 0, -913154
637.5, 0, -909800
639, 0, -906456
640.5, 0, -903123
642, 0, -899799
643.5, 0, -896487
645, 0, -893184
646.5, 0, -889893
648, 0, -886611
649.5, 0, -883340
651, 0, -880079
652.5, 0, -876829
654, 0, -873589
655.5, 0, -870359
657, 0, -867140
658.5, 0, -863931
660, 0, -860733
661.5, 0, -857936
663, 0, -855203
664.5, 0, -852472
666, 0, -849742
667.5, 0, -847015
669, 0, -844290
670.5, 0, -841566
672, 0, -838845
673.5, 0, -836126
675, 0, -833408
676.5, 0, -830693
678, 0, -827979
679.5, 0, -825268
681, 0, -822558
682.5, 0, -819851
684, 0, -817145
685.5, 0, -814442
687, 0, -811740
688.5, 0, -809040
690, 0, -806343
691.5, 0, -803647
693, 0, -800953
694.5, 0, -798261
696, 0, -795572
697.5, 0, -792884
699, 0, -790467
700.5, 0, -788159
702, 0, -785854
703.5, 0, -783550
705, 0, -781247
706.5, 0, -778947
708, 0, -776648
709.5, 0, -774351
711, 0, -772055
712.5, 0, -769762
714, 0, -767470
715.5, 0, -765179
717, 0, -762891
718.5, 0, -760604
720, 0, -758319
721.5, 0, -756035
723, 0, -753754
724.5, 0, -751474
726, 0, -749195
727.5, 0, -746919
729, 0, -744644
730.5, 0, -742371
732, 0, -740100
733.5, 0, -737830
735, 0, -735562
736.5, 0, -733482
738, 0, -731547
739.5, 0, -729612
741, 0, -727677
742.5, 0, -725741
744, 0, -723804
745.5, 0, -721867
747, 0, -719929
748.5, 0, -717991
750, 0, -716052
751.5, 0, -714113
753, 0, -712173
754.5, 0, -710232
756, 0, -708291
757.5, 0, -706350
759, 0, -704408
760.5, 0, -702466
762, 0, -700523
763.5, 0, -698579
765, 0, -696635
766.5, 0, -694690
768, 0, -692745
769.5, 0, -690800
771, 0, -688854
772.5, 0, -686907
774, 0, -685115
775.5, 0, -683547
777, 0, -681979
778.5, 0, -680410
780, 0, -678842
781.5, 0, -677273
783, 0, -675705
784.5, 0, -674137
786, 0, -672568
787.5, 0, -671000
789, 0, -669432
790.5, 0, -667863
792, 0, -666295
793.5, 0, -664726
795, 0, -663158
796.5, 0, -661590
798, 0, -660021
799.5, 0, -658453
801, 0, -656884
802.5, 0, -655316
804, 0, -653748
805.5, 0, -652179
807, 0, -650611
808.5, 0, -649043
810, 0, -647474
811.5, 0, -645906
813, 0, -644337
814.5, 0, -642769
816, 0, -641201
817.5, 0, -639632
819, 0, -638064
820.5, 0, -636495
822, 0, -634927
823.5, 0, -633359
825, 0, -631954
826.5, 0, -630587
828, 0, -629234
829.5, 0, -627897
831, 0, -626575
832.5, 0, -625268
834, 0, -623976
835.5, 0, -622699
837, 0, -621438
838.5, 0, -620191
840, 0, -618960
841.5, 0, -617744
843, 0, -616542
844.5, 0, -615356
846, 0, -614185
847.5, 0, -613029
849, 0, -611888
850.5, 0, -610763
852, 0, -609652
853.5, 0, -608556
855, 0, -607476
856.5, 0, -606411
858, 0, -605360
859.5, 0, -604325
861, 0, -603305
862.5, 0, -602300
864, 0, -601311
865.5, 0, -600336
867, 0, -599376
868.5, 0, -598432
870, 0, -597502
871.5, 0, -596588
873, 0, -595689
874.5, 0, -594653
876, 0, -593337
877.5, 0, -592032
879, 0, -590739
880.5, 0, -589457
882, 0, -588187
883.5, 0, -586928
885, 0, -585682
886.5, 0, -584447
888, 0, -583223
889.5, 0, -582012
891, 0, -580811
892.5, 0, -579623
894, 0, -578446
895.5, 0, -577281
897, 0, -576128
898.5, 0, -574986
900, 0, -573856
901.5, 0, -572737
903, 0, -571630
904.5, 0, -570535
906, 0, -569451
907.5, 0, -568379
909, 0, -567319
910.5, 0, -566271
912, 0, -565234
913.5, 0, -564208
915, 0, -563195
916.5, 0, -562193
918, 0, -561202
919.5, 0, -560224
921, 0, -559257
922.5, 0, -558301
924, 0, -557358
925.5, 0, -556426
927, 0, -555505
928.5, 0, -554596
930, 0, -553699
931.5, 0, -552814
933, 0, -551964
934.5, 0, -551243
936, 0, -550520
937.5, 0, -549796
939, 0, -549071
940.5, 0, -548344
942, 0, -547615
943.5, 0, -546885
945, 0, -546153
946.5, 0, -545420
948, 0, -544686
949.5, 0, -543950
951, 0, -543212
952.5, 0, -542473
954, 0, -541733
955.5, 0, -540991
957, 0, -540247
958.5, 0, -539502
960, 0, -538756
961.5, 0, -538008
963, 0, -537249
964.5, 0, -536462
966, 0, -535678
967.5, 0, -534899
969, 0, -534124
970.5, 0, -533354
972, 0, -532588
973.5, 0, -531826
975, 0, -531068
976.5, 0, -530314
978, 0, -529565
979.5, 0, -528820
981, 0, -528080
982.5, 0, -527343
984, 0, -526611
985.5, 0, -525884
987, 0, -525160
988.5, 0, -524446
990, 0, -523730
991.5, 0, -523014
993, 0, -522296
994.5, 0, -521577
996, 0, -520856
997.5, 0, -520134
999, 0, -519410
1000.5, 0, -518686
1002, 0, -517960
1003.5, 0, -517232
1005, 0, -516503
1006.5, 0, -515773
1008, 0, -515203
1009.5, 0, -514693
1011, 0, -514182
1012.5, 0, -513671
1014, 0, -513161
1015.5, 0, -512650
1017, 0, -512140
1018.5, 0, -511629
1020, 0, -511118
1021.5, 0, -510608
1023, 0, -510097
1024.5, 0, -509587
1026, 0, -509076
1027.5, 0, -508566
1029, 0, -508055
1030.5, 0, -507544
1032, 0, -507034
1033.5, 0, -506516
1035, 0, -505943
1036.5, 0, -505366
1038, 0, -504787
1039.5, 0, -504205
1041, 0, -503620
1042.5, 0, -503032
1044, 0, -502441
1045.5, 0, -501848
1047, 0, -501252
1048.5, 0, -500653
1050, 0, -500051
1051.5, 0, -499446
1053, 0, -498839
1054.5, 0, -498229
1056, 0, -497700
1057.5, 0, -497199
1059, 0, -496709
1060.5, 0, -496230
1062, 0, -495761
1063.5, 0, -495303
1065, 0, -494855
1066.5, 0, -494418
1068, 0, -493995
1069.5, 0, -493578
1071, 0, -493161
1072.5, 0, -492742
1074, 0, -492323
1075.5, 0, -491903
1077, 0, -491482
1078.5, 0, -491060
1080, 0, -490638
1081.5, 0, -490215
1083, 0, -489790
1084.5, 0, -489366
1086, 0, -488940
1087.5, 0, -488513
1089, 0, -488086
1090.5, 0, -487658
1092, 0, -487229
1093.5, 0, -486799
1095, 0, -486369
1096.5, 0, -485937
1098, 0, -485505
1099.5, 0, -485072
1101, 0, -484638
1102.5, 0, -484204
1104, 0, -483768
1105.5, 0, -483332
1107, 0, -482895
1108.5, 0, -482457
1110, 0, -482016
1111.5, 0, -481614
1113, 0, -481280
1114.5, 0, -480936
1116, 0, -480592
1117.5, 0, -480250
1119, 0, -479908
1120.5, 0, -479567
1122, 0, -479227
1123.5, 0, -478887
1125, 0, -478548
1126.5, 0, -478210
1128, 0, -477872
1129.5, 0, -477536
1131, 0, -477200
1132.5, 0, -476864
1134, 0, -476530
1135.5, 0, -476196
1137, 0, -475863
1138.5, 0, -475531
1140, 0, -475199
1141.5, 0, -474868
1143, 0, -474538
1144.5, 0, -474208
1146, 0, -473879
1147.5, 0, -473551
1149, 0, -473226
1150.5, 0, -472931
1152, 0, -472637
1153.5, 0, -472343
1155, 0, -472050
1156.5, 0, -471758
1158, 0, -471466
1159.5, 0, -471175
1161, 0, -470885
1162.5, 0, -470595
1164, 0, -470307
1165.5, 0, -470006
1167, 0, -469652
1168.5, 0, -469305
1170, 0, -468965
1171.5, 0, -468631
1173, 0, -468305
1174.5, 0, -467985
1176, 0, -467672
1177.5, 0, -467365
1179, 0, -467066
1180.5, 0, -466773
1182, 0, -466487
1183.5, 0, -466208
1185, 0, -465940
1186.5, 0, -465685
1188, 0, -465434
1189.5, 0, -465187
1191, 0, -464942
1192.5, 0, -464702
1194, 0, -464465
1195.5, 0, -464231
1197, 0, -464000
1198.5, 0, -463774
1200, 0, -463550
1201.5, 0, -463330
1203, 0, -463114
1204.5, 0, -462901
1206, 0, -462691
1207.5, 0, -462485
1209, 0, -462282
1210.5, 0, -462067
1212, 0, -461822
1213.5, 0, -461577
1215, 0, -461332
1216.5, 0, -461086
1218, 0, -460841
1219.5, 0, -460589
1221, 0, -460330
1222.5, 0, -460076
1224, 0, -459828
1225.5, 0, -459585
1227, 0, -459348
1228.5, 0, -459116
1230, 0, -458889
1231.5, 0, -458668
1233, 0, -458453
1234.5, 0, -458242
1236, 0, -458037
1237.5, 0, -457838
1239, 0, -457644
1240.5, 0, -457455
1242, 0, -457272
1243.5, 0, -457094
1245, 0, -456922
1246.5, 0, -456755
1248, 0, -456586
1249.5, 0, -456420
1251, 0, -456261
1252.5, 0, -456108
1254, 0, -455960
1255.5, 0, -455778
1257, 0, -455595
1258.5, 0, -455364
1260, 0, -455138
1261.5, 0, -454916
1263, 0, -454698
1264.5, 0, -454485
1266, 0, -454277
1267.5, 0, -454073
1269, 0, -453874
1270.5, 0, -453680
1272, 0, -453489
1273.5, 0, -453304
1275, 0, -453123
1276.5, 0, -452947
1278, 0, -452775
1279.5, 0, -452607
1281, 0, -452445
1282.5, 0, -452286
1284, 0, -452133
1285.5, 0, -451984
1287, 0, -451839
1288.5, 0, -451699
1290, 0, -451569
1291.5, 0, -451440
1293, 0, -451313
1294.5, 0, -451188
1296, 0, -451064
1297.5, 0, -450942
1299, 0, -450814
1300.5, 0, -450645
1302, 0, -450477
1303.5, 0, -450308
1305, 0, -450140
1306.5, 0, -449972
1308, 0, -449804
1309.5, 0, -449636
1311, 0, -449468
1312.5, 0, -449300
1314, 0, -449149
1315.5, 0, -449040
1317, 0, -448933
1318.5, 0, -448826
1320, 0, -448720
1321.5, 0, -448615
1323, 0, -448511
1324.5, 0, -448409
1326, 0, -448307
1327.5, 0, -448206
1329, 0, -448106
1330.5, 0, -448008
1332, 0, -447910
1333.5, 0, -447814
1335, 0, -447696
1336.5, 0, -447574
1338, 0, -447452
1339.5, 0, -447330
1341, 0, -447207
1342.5, 0, -447083
1344, 0, -446959
1345.5, 0, -446834
1347, 0, -446709
1348.5, 0, -446583
1350, 0, -446456
1351.5, 0, -446347
1353, 0, -446264
1354.5, 0, -446182
1356, 0, -446100
1357.5, 0, -446018
1359, 0, -445935
1360.5, 0, -445853
1362, 0, -445771
1363.5, 0, -445688
1365, 0, -445606
1366.5, 0, -445524
1368, 0, -445442
1369.5, 0, -445359
1371, 0, -445277
1372.5, 0, -445195
1374, 0, -445096
1375.5, 0, -444993
1377, 0, -444893
1378.5, 0, -444795
1380, 0, -444698
1381.5, 0, -444603
1383, 0, -444519
1384.5, 0, -444453
1386, 0, -444388
1387.5, 0, -444323
1389, 0, -444259
1390.5, 0, -444194
1392, 0, -444131
1393.5, 0, -444067
1395, 0, -444004
1396.5, 0, -443941
1398, 0, -443879
1399.5, 0, -443817
1401, 0, -443755
1402.5, 0, -443693
1404, 0, -443632
1405.5, 0, -443572
1407, 0, -443511
1408.5, 0, -443451
1410, 0, -443391
1411.5, 0, -443332
1413, 0, -443273
1414.5, 0, -443217
1416, 0, -443163
1417.5, 0, -443110
1419, 0, -443057
1420.5, 0, -443004
1422, 0, -442951
1423.5, 0, -442898
1425, 0, -442845
1426.5, 0, -442793
1428, 0, -442740
1429.5, 0, -442688
1431, 0, -442636
1432.5, 0, -442584
1434, 0, -442532
1435.5, 0, -442481
1437, 0, -442429
1438.5, 0, -442378
1440, 0, -442326
1441.5, 0, -442275
1443, 0, -442230
1444.5, 0, -442204
1446, 0, -442181
1447.5, 0, -442161
1449, 0, -442143
1450.5, 0, -442128
1452, 0, -442116
1453.5, 0, -442106
1455, 0, -442080
1456.5, 0, -442043
1458, 0, -442006
1459.5, 0, -441968
1461, 0, -441932
1462.5, 0, -441895
1464, 0, -441859
1465.5, 0, -441823
1467, 0, -441787
1468.5, 0, -441751
1470, 0, -441716
1471.5, 0, -441685
1473, 0, -441684
1474.5, 0, -441683
1476, 0, -441683
1477.5, 0, -441682
1479, 0, -441681
1480.5, 0, -441681
1482, 0, -441680
1483.5, 0, -441680
1485, 0, -441679
1486.5, 0, -441679
1488, 0, -441679
1489.5, 0, -441678
1491, 0, -441678
1492.5, 0, -441678
1494, 0, -441678
1495.5, 0, -441678
1497, 0, -441678
1498.5, 0, -441678
