x,y,u1,u2
0.000761865,149.61,0.0644774,-0.137824
0.000774198,149.518,0.0658466,-0.137947
0.000786523,149.425,0.0672217,-0.138065
0.00079884,149.33,0.068602,-0.138177
0.000811149,149.234,0.0699867,-0.138284
0.00082345,149.136,0.0713749,-0.138384
0.000835744,149.036,0.072766,-0.138478
0.000848028,148.936,0.074159,-0.138564
0.000860305,148.833,0.0755531,-0.138643
0.000872573,148.73,0.0769474,-0.138715
0.000884832,148.625,0.0783412,-0.138778
0.000897083,148.518,0.0797335,-0.138833
0.000909325,148.41,0.0811234,-0.138878
0.000921558,148.3,0.0825102,-0.138915
0.000933781,148.189,0.0838927,-0.138942
0.000945996,148.077,0.0852702,-0.138958
0.000958201,147.963,0.0866417,-0.138965
0.000970397,147.847,0.0880063,-0.13896
0.000982583,147.73,0.089363,-0.138944
0.00099476,147.612,0.0907108,-0.138916
0.00100693,147.492,0.0920489,-0.138875
0.00101908,147.371,0.0933762,-0.138822
0.00103123,147.248,0.0946916,-0.138756
0.00104337,147.124,0.0959943,-0.138677
0.00105549,146.999,0.0972832,-0.138583
0.00106761,146.871,0.0985573,-0.138475
0.00107971,146.743,0.0998155,-0.138353
0.00109181,146.613,0.101063,-0.138239
0.00110389,146.482,0.102312,-0.138137
0.00111596,146.349,0.103565,-0.138032
0.00112803,146.214,0.104821,-0.137925
0.00114008,146.079,0.106079,-0.137815
0.00115212,145.942,0.107339,-0.137703
0.00116414,145.803,0.1086,-0.137589
0.00117616,145.663,0.109863,-0.137473
0.00118817,145.521,0.111127,-0.137354
0.00120016,145.378,0.11239,-0.137233
0.00121214,145.234,0.113654,-0.137109
0.00122411,145.088,0.114918,-0.136983
0.00123607,144.941,0.116181,-0.136854
0.00124801,144.792,0.117442,-0.136722
0.00125995,144.642,0.118702,-0.136588
0.00127187,144.491,0.119961,-0.136452
0.00128377,144.338,0.121216,-0.136312
0.00129567,144.183,0.122469,-0.13617
0.00130755,144.028,0.123719,-0.136025
0.00131942,143.87,0.124965,-0.135878
0.00133128,143.712,0.126208,-0.135727
0.00134312,143.552,0.127445,-0.135574
0.00135495,143.39,0.128678,-0.135417
0.00136677,143.227,0.129906,-0.135258
0.00137857,143.063,0.131127,-0.135095
0.00139036,142.897,0.132343,-0.13493
0.00140214,142.73,0.133552,-0.134761
0.0014139,142.562,0.134754,-0.13459
0.00142565,142.392,0.135948,-0.134415
0.00143738,142.22,0.137135,-0.134237
0.0014491,142.048,0.138313,-0.134055
0.00146081,141.873,0.139482,-0.133871
0.0014725,141.698,0.14065,-0.133706
0.00148417,141.521,0.141823,-0.133551
0.00149584,141.343,0.142997,-0.133394
0.00150748,141.163,0.144171,-0.133236
0.00151912,140.982,0.145347,-0.133075
0.00153073,140.799,0.146523,-0.132912
0.00154234,140.615,0.147699,-0.132748
0.00155392,140.43,0.148875,-0.132581
0.00156549,140.243,0.150051,-0.132413
0.00157705,140.055,0.151227,-0.132242
0.00158859,139.866,0.152402,-0.13207
0.00160012,139.675,0.153577,-0.131896
0.00161163,139.483,0.15475,-0.131719
0.00162312,139.289,0.155923,-0.13154
0.0016346,139.094,0.157094,-0.13136
0.00164606,138.898,0.158263,-0.131177
0.0016575,138.7,0.15943,-0.130992
0.00166893,138.501,0.160596,-0.130805
0.00168034,138.301,0.161759,-0.130616
0.00169174,138.099,0.162919,-0.130425
0.00170312,137.896,0.164077,-0.130232
0.00171448,137.691,0.165232,-0.130036
0.00172582,137.485,0.166384,-0.129838
0.00173715,137.278,0.167532,-0.129638
0.00174846,137.069,0.168677,-0.129436
0.00175976,136.859,0.169818,-0.129232
0.00177103,136.648,0.170955,-0.129025
0.00178229,136.435,0.172087,-0.128816
0.00179353,136.221,0.173215,-0.128605
0.00180476,136.006,0.174338,-0.128392
0.00181596,135.789,0.175456,-0.128176
0.00182715,135.571,0.176569,-0.127957
0.00183832,135.352,0.177677,-0.127739
0.00184947,135.131,0.178788,-0.127539
0.0018606,134.909,0.179898,-0.127337
0.00187172,134.686,0.181009,-0.127133
0.00188282,134.461,0.182119,-0.126928
0.00189389,134.235,0.183229,-0.126721
0.00190495,134.008,0.184338,-0.126513
0.00191599,133.779,0.185447,-0.126303
0.00192701,133.549,0.186554,-0.126091
0.00193802,133.318,0.18766,-0.125878
0.001949,133.085,0.188766,-0.125663
0.00195996,132.851,0.189869,-0.125446
0.00197091,132.616,0.190972,-0.125227
0.00198183,132.379,0.192073,-0.125007
0.00199274,132.142,0.193172,-0.124785
0.00200363,131.902,0.194269,-0.124562
0.00201449,131.662,0.195364,-0.124337
0.00202534,131.42,0.196457,-0.12411
0.00203617,131.177,0.197548,-0.123881
0.00204697,130.933,0.198637,-0.12365
0.00205776,130.687,0.199722,-0.123418
0.00206852,130.44,0.200805,-0.123184
0.00207927,130.192,0.201886,-0.122949
0.00208999,129.942,0.202963,-0.122711
0.0021007,129.692,0.204037,-0.122472
0.00211138,129.439,0.205107,-0.122231
0.00212204,129.186,0.206175,-0.121989
0.00213269,128.931,0.207238,-0.121744
0.00214331,128.676,0.208298,-0.121498
0.00215391,128.418,0.209354,-0.12125
0.00216449,128.16,0.210406,-0.121
0.00217504,127.9,0.211454,-0.120748
0.00218558,127.639,0.212498,-0.120495
0.00219609,127.377,0.213538,-0.120243
0.00220658,127.114,0.214581,-0.12
0.00221705,126.849,0.215623,-0.119756
0.0022275,126.583,0.216663,-0.11951
0.00223793,126.316,0.217703,-0.119263
0.00224833,126.047,0.218741,-0.119014
0.00225872,125.777,0.219778,-0.118764
0.00226908,125.506,0.220813,-0.118513
0.00227941,125.234,0.221847,-0.118259
0.00228973,124.961,0.222879,-0.118005
0.00230002,124.686,0.223909,-0.117749
0.00231029,124.41,0.224938,-0.117491
0.00232054,124.133,0.225964,-0.117232
0.00233076,123.855,0.226989,-0.116971
0.00234096,123.575,0.228011,-0.116709
0.00235114,123.294,0.229031,-0.116446
0.0023613,123.012,0.230049,-0.116181
0.00237143,122.729,0.231064,-0.115914
0.00238154,122.444,0.232077,-0.115646
0.00239162,122.159,0.233087,-0.115376
0.00240168,121.872,0.234095,-0.115105
0.00241172,121.584,0.235099,-0.114832
0.00242173,121.295,0.236101,-0.114558
0.00243172,121.004,0.237099,-0.114283
0.00244169,120.712,0.238095,-0.114005
0.00245163,120.42,0.239087,-0.113727
0.00246155,120.126,0.240076,-0.113446
0.00247144,119.83,0.241062,-0.113165
0.00248131,119.534,0.242044,-0.112881
0.00249115,119.236,0.243022,-0.112596
0.00250097,118.938,0.243997,-0.11231
0.00251077,118.638,0.244968,-0.112022
0.00252054,118.337,0.245935,-0.111733
0.00253028,118.034,0.246899,-0.111444
0.00254,117.731,0.247863,-0.111162
0.0025497,117.426,0.248826,-0.110878
0.00255937,117.12,0.249787,-0.110593
0.00256901,116.814,0.250746,-0.110307
0.00257863,116.505,0.251703,-0.110019
0.00258822,116.196,0.252659,-0.10973
0.00259779,115.886,0.253612,-0.10944
0.00260733,115.574,0.254563,-0.109148
0.00261685,115.262,0.255512,-0.108855
0.00262634,114.948,0.256459,-0.108561
0.00263581,114.633,0.257404,-0.108266
0.00264525,114.317,0.258346,-0.107969
0.00265466,114,0.259286,-0.107671
0.00266405,113.681,0.260223,-0.107371
0.00267341,113.362,0.261158,-0.10707
0.00268274,113.041,0.26209,-0.106768
0.00269205,112.72,0.263019,-0.106465
0.00270133,112.397,0.263946,-0.10616
0.00271059,112.073,0.26487,-0.105854
0.00271981,111.748,0.26579,-0.105547
0.00272901,111.422,0.266708,-0.105239
0.00273819,111.095,0.267623,-0.104929
0.00274734,110.767,0.268534,-0.104618
0.00275646,110.437,0.269443,-0.104305
0.00276555,110.107,0.270348,-0.103991
0.00277461,109.775,0.271249,-0.103676
0.00278365,109.442,0.272147,-0.10336
0.00279266,109.109,0.273042,-0.103042
0.00280164,108.774,0.273933,-0.102723
0.0028106,108.438,0.274821,-0.102403
0.00281953,108.101,0.275704,-0.102081
0.00282843,107.763,0.276584,-0.101758
0.0028373,107.424,0.277461,-0.101435
0.00284614,107.084,0.278337,-0.101117
0.00285496,106.743,0.279211,-0.100798
0.00286375,106.4,0.280083,-0.100477
0.00287251,106.057,0.280953,-0.100155
0.00288124,105.713,0.28182,-0.0998326
0.00288994,105.367,0.282685,-0.0995086
0.00289861,105.021,0.283547,-0.0991834
0.00290726,104.673,0.284407,-0.0988571
0.00291587,104.325,0.285265,-0.0985297
0.00292446,103.975,0.28612,-0.0982011
0.00293302,103.625,0.286972,-0.0978713
0.00294155,103.273,0.287821,-0.0975405
0.00295005,102.921,0.288668,-0.0972084
0.00295852,102.567,0.289512,-0.0968753
0.00296697,102.212,0.290353,-0.096541
0.00297538,101.857,0.291191,-0.0962056
0.00298376,101.5,0.292026,-0.095869
0.00299212,101.143,0.292858,-0.0955313
0.00300044,100.784,0.293687,-0.0951925
0.00300874,100.424,0.294512,-0.0948526
0.00301701,100.064,0.295335,-0.0945115
0.00302524,99.7021,0.296154,-0.0941693
0.00303345,99.3395,0.29697,-0.093826
0.00304162,98.9759,0.297783,-0.0934816
0.00304977,98.6113,0.298592,-0.0931361
0.00305789,98.2458,0.299398,-0.0927894
0.00306597,97.8793,0.300201,-0.0924416
0.00307403,97.5118,0.300999,-0.0920927
0.00308205,97.1434,0.301795,-0.0917428
0.00309005,96.774,0.302586,-0.0913917
0.00309801,96.4037,0.303374,-0.0910394
0.00310595,96.0324,0.304158,-0.0906861
0.00311385,95.6602,0.304938,-0.0903318
0.00312172,95.287,0.305717,-0.0899814
0.00312956,94.9129,0.306494,-0.08963
0.00313737,94.5378,0.307268,-0.0892776
0.00314515,94.1618,0.308039,-0.0889242
0.0031529,93.7849,0.308808,-0.0885698
0.00316062,93.407,0.309574,-0.0882145
0.00316831,93.0283,0.310337,-0.0878581
0.00317596,92.6486,0.311097,-0.0875007
0.00318359,92.268,0.311854,-0.0871424
0.00319118,91.8865,0.312609,-0.0867831
0.00319874,91.504,0.31336,-0.0864228
0.00320627,91.1207,0.314109,-0.0860615
0.00321377,90.7365,0.314854,-0.0856993
0.00322123,90.3514,0.315597,-0.085336
0.00322867,89.9654,0.316336,-0.0849719
0.00323607,89.5785,0.317072,-0.0846067
0.00324344,89.1907,0.317805,-0.0842406
0.00325078,88.802,0.318534,-0.0838735
0.00325808,88.4125,0.319261,-0.0835055
0.00326536,88.0221,0.319984,-0.0831365
0.0032726,87.6308,0.320703,-0.0827666
0.00327981,87.2387,0.321419,-0.0823957
0.00328699,86.8457,0.322132,-0.0820239
0.00329413,86.4518,0.322841,-0.0816511
0.00330124,86.0571,0.323547,-0.0812774
0.00330832,85.6615,0.324249,-0.0809027
0.00331537,85.2651,0.324948,-0.0805271
0.00332238,84.8678,0.325643,-0.0801506
0.00332937,84.4698,0.326334,-0.0797732
0.00333631,84.0708,0.327021,-0.0793948
0.00334323,83.6711,0.327705,-0.0790155
0.00335011,83.2705,0.328385,-0.0786353
0.00335696,82.8691,0.329061,-0.0782542
0.00336378,82.4669,0.329735,-0.0778751
0.00337056,82.0638,0.330406,-0.0774959
0.00337731,81.66,0.331074,-0.0771157
0.00338403,81.2554,0.33174,-0.0767348
0.00339071,80.8499,0.332402,-0.076353
0.00339736,80.4437,0.333061,-0.0759703
0.00340398,80.0366,0.333717,-0.0755868
0.00341056,79.6288,0.33437,-0.0752025
0.00341711,79.2202,0.33502,-0.0748173
0.00342363,78.8108,0.335666,-0.0744313
0.00343011,78.4006,0.33631,-0.0740445
0.00343655,77.9896,0.33695,-0.0736569
0.00344297,77.5779,0.337587,-0.0732684
0.00344935,77.1654,0.33822,-0.0728791
0.00345569,76.7522,0.33885,-0.072489
0.00346201,76.3382,0.339477,-0.0720981
0.00346828,75.9234,0.340101,-0.0717064
0.00347453,75.5079,0.340721,-0.0713139
0.00348074,75.0916,0.341337,-0.0709206
0.00348691,74.6747,0.34195,-0.0705265
0.00349305,74.2569,0.34256,-0.0701316
0.00349916,73.8385,0.343166,-0.0697359
0.00350523,73.4193,0.343768,-0.0693395
0.00351126,72.9993,0.344367,-0.0689422
0.00351727,72.5787,0.344962,-0.0685442
0.00352323,72.1573,0.345553,-0.0681454
0.00352916,71.7353,0.346141,-0.0677458
0.00353506,71.3125,0.346725,-0.0673454
0.00354093,70.889,0.347305,-0.0669443
0.00354675,70.4648,0.347881,-0.0665424
0.00355255,70.04,0.348454,-0.0661398
0.0035583,69.6144,0.349022,-0.0657364
0.00356403,69.1882,0.349587,-0.0653323
0.00356971,68.7612,0.350149,-0.064929
0.00357537,68.3336,0.350708,-0.0645262
0.00358098,67.9053,0.351263,-0.0641226
0.00358656,67.4764,0.351816,-0.0637183
0.00359211,67.0467,0.352365,-0.0633134
0.00359762,66.6164,0.35291,-0.0629077
0.0036031,66.1855,0.353453,-0.0625014
0.00360854,65.7539,0.353992,-0.0620944
0.00361394,65.3217,0.354527,-0.0616867
0.00361931,64.8888,0.35506,-0.0612783
0.00362464,64.4552,0.355588,-0.0608693
0.00362994,64.0211,0.356114,-0.0604596
0.0036352,63.5863,0.356636,-0.0600492
0.00364042,63.1508,0.357154,-0.0596382
0.00364561,62.7148,0.357669,-0.0592265
0.00365077,62.2781,0.35818,-0.0588141
0.00365588,61.8408,0.358688,-0.0584012
0.00366096,61.4029,0.359192,-0.0579875
0.00366601,60.9644,0.359692,-0.0575733
0.00367102,60.5253,0.360189,-0.0571583
0.00367599,60.0856,0.360682,-0.0567428
0.00368093,59.6453,0.361172,-0.0563266
0.00368583,59.2045,0.361657,-0.0559098
0.00369069,58.763,0.362139,-0.0554924
0.00369552,58.321,0.362618,-0.0550744
0.00370031,57.8783,0.363092,-0.0546557
0.00370506,57.4351,0.363563,-0.0542365
0.00370978,56.9914,0.36403,-0.0538166
0.00371446,56.5471,0.364493,-0.0533961
0.00371911,56.1022,0.364952,-0.052975
0.00372371,55.6567,0.365407,-0.0525534
0.00372828,55.2108,0.365858,-0.0521311
0.00373282,54.7642,0.366306,-0.0517083
0.00373732,54.3172,0.366749,-0.0512856
0.00374178,53.8696,0.36719,-0.0508635
0.0037462,53.4214,0.367628,-0.0504409
0.00375059,52.9728,0.368061,-0.0500178
0.00375494,52.5236,0.368492,-0.0495941
0.00375925,52.0739,0.368918,-0.0491699
0.00376352,51.6237,0.369342,-0.0487451
0.00376776,51.1729,0.369761,-0.0483198
0.00377196,50.7217,0.370177,-0.047894
0.00377613,50.27,0.37059,-0.0474677
0.00378025,49.8177,0.370999,-0.0470409
0.00378434,49.365,0.371404,-0.0466135
0.00378839,48.9118,0.371806,-0.0461857
0.00379241,48.4581,0.372204,-0.0457573
0.00379638,48.0039,0.372598,-0.0453285
0.00380032,47.5493,0.372988,-0.0448992
0.00380423,47.0942,0.373375,-0.0444693
0.00380809,46.6386,0.373758,-0.044039
0.00381192,46.1826,0.374138,-0.0436082
0.00381571,45.7261,0.374513,-0.043177
0.00381946,45.2691,0.374885,-0.0427452
0.00382317,44.8117,0.375253,-0.042313
0.00382685,44.3539,0.375617,-0.0418803
0.00383049,43.8956,0.375978,-0.0414472
0.00383409,43.4369,0.376334,-0.0410136
0.00383765,42.9778,0.376687,-0.0405795
0.00384117,42.5182,0.377036,-0.040145
0.00384466,42.0583,0.377381,-0.0397101
0.00384811,41.5979,0.377722,-0.0392747
0.00385152,41.1371,0.378059,-0.0388389
0.00385489,40.6759,0.378392,-0.0384026
0.00385823,40.2143,0.378721,-0.037966
0.00386153,39.7522,0.379047,-0.0375289
0.00386479,39.2898,0.379368,-0.0370915
0.00386801,38.8271,0.379686,-0.0366549
0.00387119,38.3639,0.38,-0.0362178
0.00387433,37.9003,0.380311,-0.0357804
0.00387744,37.4364,0.380618,-0.0353426
0.00388051,36.9721,0.380922,-0.0349044
0.00388354,36.5075,0.381222,-0.0344658
0.00388653,36.0424,0.381518,-0.0340268
0.00388948,35.5771,0.38181,-0.0335875
0.00389239,35.1113,0.382098,-0.0331478
0.00389527,34.6453,0.382383,-0.0327078
0.00389811,34.1789,0.382664,-0.0322674
0.00390091,33.7121,0.382942,-0.0318267
0.00390367,33.245,0.383215,-0.0313856
0.00390639,32.7776,0.383485,-0.0309442
0.00390907,32.3099,0.383751,-0.0305024
0.00391172,31.8418,0.384013,-0.0300604
0.00391432,31.3735,0.384271,-0.0296179
0.00391689,30.9048,0.384526,-0.0291752
0.00391942,30.4358,0.384776,-0.0287321
0.00392191,29.9665,0.385023,-0.0282888
0.00392436,29.4969,0.385266,-0.0278451
0.00392677,29.0271,0.385505,-0.0274011
0.00392915,28.5569,0.38574,-0.0269568
0.00393148,28.0865,0.385971,-0.0265122
0.00393378,27.6158,0.386198,-0.0260673
0.00393604,27.1448,0.386421,-0.0256222
0.00393826,26.6735,0.386641,-0.0251767
0.00394044,26.202,0.386856,-0.024731
0.00394258,25.7302,0.387068,-0.024285
0.00394468,25.2582,0.387276,-0.0238387
0.00394674,24.7859,0.387479,-0.0233922
0.00394877,24.3134,0.387679,-0.0229453
0.00395075,23.8406,0.387875,-0.0224983
0.0039527,23.3676,0.388067,-0.0220516
0.00395461,22.8944,0.388255,-0.0216049
0.00395648,22.4209,0.388439,-0.0211578
0.0039583,21.9472,0.38862,-0.0207106
0.00396009,21.4733,0.388797,-0.0202632
0.00396185,20.9992,0.38897,-0.0198155
0.00396356,20.5249,0.389139,-0.0193676
0.00396523,20.0504,0.389305,-0.0189196
0.00396686,19.5757,0.389466,-0.0184713
0.00396846,19.1008,0.389624,-0.0180228
0.00397001,18.6257,0.389778,-0.0175742
0.00397153,18.1504,0.389928,-0.0171253
0.00397301,17.6749,0.390074,-0.0166763
0.00397445,17.1993,0.390217,-0.0162271
0.00397584,16.7235,0.390355,-0.0157777
0.0039772,16.2475,0.39049,-0.0153282
0.00397852,15.7714,0.39062,-0.0148785
0.0039798,15.2951,0.390747,-0.0144286
0.00398105,14.8187,0.39087,-0.0139786
0.00398225,14.3421,0.390989,-0.0135285
0.00398341,13.8654,0.391104,-0.0130781
0.00398453,13.3885,0.391216,-0.0126277
0.00398562,12.9115,0.391323,-0.0121771
0.00398666,12.4344,0.391426,-0.0117264
0.00398767,11.9572,0.391526,-0.0112755
0.00398864,11.4798,0.391622,-0.0108245
0.00398956,11.0023,0.391713,-0.0103734
0.00399045,10.5247,0.391801,-0.00992223
0.0039913,10.0471,0.391885,-0.00947091
0.00399211,9.56928,0.391965,-0.00901948
0.00399288,9.09139,0.392041,-0.00856795
0.00399361,8.61342,0.392113,-0.00811632
0.0039943,8.13537,0.392181,-0.0076646
0.00399495,7.65723,0.392245,-0.00721286
0.00399556,7.17902,0.392305,-0.00676108
0.00399613,6.70074,0.392361,-0.00630924
0.00399666,6.22239,0.392414,-0.00585734
0.00399716,5.74398,0.392462,-0.00540538
0.00399761,5.26552,0.392507,-0.00495337
0.00399803,4.787,0.392548,-0.00450131
0.0039984,4.30843,0.392585,-0.00404922
0.00399874,3.82983,0.392617,-0.00359708
0.00399903,3.35118,0.392646,-0.00314491
0.00399929,2.8725,0.392672,-0.00269272
0.00399951,2.3938,0.392693,-0.0022405
0.00399968,1.91506,0.39271,-0.00178826
0.00399982,1.43631,0.392724,-0.001336
0.00399992,0.957551,0.392733,-0.000883733
0.00399998,0.478778,0.392739,-0.00043146
0.004,-0,0.39274,2.08148e-05
0.00399998,-0.478778,0.392738,0.000473087
0.00399992,-0.957551,0.392732,0.000925352
0.00399982,-1.43631,0.392722,0.00137761
0.00399968,-1.91506,0.392708,0.00182984
0.00399951,-2.3938,0.392691,0.00228206
0.00399929,-2.8725,0.392669,0.00273425
0.00399903,-3.35118,0.392643,0.00318642
0.00399874,-3.82983,0.392614,0.00363855
0.0039984,-4.30843,0.39258,0.00409064
0.00399803,-4.787,0.392543,0.00454269
0.00399761,-5.26552,0.392502,0.00499469
0.00399716,-5.74398,0.392457,0.00544664
0.00399666,-6.22239,0.392408,0.00589853
0.00399613,-6.70074,0.392355,0.00635036
0.00399556,-7.17902,0.392298,0.00680213
0.00399495,-7.65723,0.392237,0.00725383
0.0039943,-8.13537,0.392173,0.00770553
0.00399361,-8.61342,0.392105,0.00815728
0.00399288,-9.09139,0.392032,0.00860893
0.00399211,-9.56928,0.391956,0.00906048
0.0039913,-10.0471,0.391876,0.00951193
0.00399045,-10.5247,0.391792,0.00996327
0.00398956,-11.0023,0.391704,0.0104145
0.00398864,-11.4798,0.391612,0.0108656
0.00398767,-11.9572,0.391516,0.0113166
0.00398666,-12.4344,0.391416,0.0117675
0.00398562,-12.9115,0.391312,0.0122182
0.00398453,-13.3885,0.391205,0.0126688
0.00398341,-13.8654,0.391093,0.0131192
0.00398225,-14.3421,0.390978,0.0135696
0.00398105,-14.8187,0.390858,0.0140197
0.0039798,-15.2951,0.390735,0.0144697
0.00397852,-15.7714,0.390608,0.0149196
0.0039772,-16.2475,0.390477,0.0153693
0.00397584,-16.7235,0.390342,0.0158188
0.00397445,-17.1993,0.390203,0.0162681
0.00397301,-17.6749,0.39006,0.0167173
0.00397153,-18.1504,0.389914,0.0171663
0.00397001,-18.6257,0.389763,0.0176151
0.00396846,-19.1008,0.389609,0.0180638
0.00396686,-19.5757,0.389451,0.0185122
0.00396523,-20.0504,0.389289,0.0189604
0.00396356,-20.5249,0.389123,0.0194085
0.00396185,-20.9992,0.388954,0.0198563
0.00396009,-21.4733,0.38878,0.0203039
0.0039583,-21.9472,0.388603,0.0207513
0.00395648,-22.4209,0.388422,0.0211985
0.00395461,-22.8944,0.388237,0.0216455
0.0039527,-23.3676,0.388049,0.0220922
0.00395075,-23.8406,0.387856,0.0225388
0.00394877,-24.3134,0.38766,0.0229858
0.00394674,-24.7859,0.38746,0.0234326
0.00394468,-25.2582,0.387256,0.0238791
0.00394258,-25.7302,0.387048,0.0243254
0.00394044,-26.202,0.386837,0.0247713
0.00393826,-26.6735,0.386621,0.025217
0.00393604,-27.1448,0.386401,0.0256624
0.00393378,-27.6158,0.386177,0.0261076
0.00393148,-28.0865,0.38595,0.0265524
0.00392915,-28.5569,0.385718,0.026997
0.00392677,-29.0271,0.385483,0.0274412
0.00392436,-29.4969,0.385244,0.0278852
0.00392191,-29.9665,0.385,0.0283288
0.00391942,-30.4358,0.384753,0.0287722
0.00391689,-30.9048,0.384503,0.0292152
0.00391432,-31.3735,0.384248,0.0296579
0.00391172,-31.8418,0.383989,0.0301003
0.00390907,-32.3099,0.383727,0.0305424
0.00390639,-32.7776,0.383461,0.0309841
0.00390367,-33.245,0.383191,0.0314255
0.00390091,-33.7121,0.382917,0.0318665
0.00389811,-34.1789,0.382639,0.0323072
0.00389527,-34.6453,0.382358,0.0327476
0.00389239,-35.1113,0.382073,0.0331876
0.00388948,-35.5771,0.381784,0.0336272
0.00388653,-36.0424,0.381491,0.0340665
0.00388354,-36.5075,0.381195,0.0345054
0.00388051,-36.9721,0.380895,0.034944
0.00387744,-37.4364,0.380591,0.0353821
0.00387433,-37.9003,0.380284,0.0358199
0.00387119,-38.3639,0.379973,0.0362573
0.00386801,-38.8271,0.379658,0.0366944
0.00386479,-39.2898,0.379339,0.037131
0.00386153,-39.7522,0.379018,0.0375683
0.00385823,-40.2143,0.378692,0.0380054
0.00385489,-40.6759,0.378363,0.0384421
0.00385152,-41.1371,0.378029,0.0388783
0.00384811,-41.5979,0.377692,0.0393141
0.00384466,-42.0583,0.37735,0.0397495
0.00384117,-42.5182,0.377005,0.0401844
0.00383765,-42.9778,0.376656,0.0406189
0.00383409,-43.4369,0.376303,0.0410529
0.00383049,-43.8956,0.375946,0.0414865
0.00382685,-44.3539,0.375586,0.0419197
0.00382317,-44.8117,0.375221,0.0423523
0.00381946,-45.2691,0.374853,0.0427845
0.00381571,-45.7261,0.37448,0.0432163
0.00381192,-46.1826,0.374105,0.0436476
0.00380809,-46.6386,0.373725,0.0440783
0.00380423,-47.0942,0.373341,0.0445087
0.00380032,-47.5493,0.372954,0.0449385
0.00379638,-48.0039,0.372563,0.0453678
0.00379241,-48.4581,0.372169,0.0457967
0.00378839,-48.9118,0.371771,0.046225
0.00378434,-49.365,0.371369,0.0466528
0.00378025,-49.8177,0.370963,0.0470802
0.00377613,-50.27,0.370554,0.047507
0.00377196,-50.7217,0.370141,0.0479333
0.00376776,-51.1729,0.369724,0.0483591
0.00376352,-51.6237,0.369304,0.0487844
0.00375925,-52.0739,0.368881,0.0492092
0.00375494,-52.5236,0.368454,0.0496334
0.00375059,-52.9728,0.368023,0.0500571
0.0037462,-53.4214,0.367589,0.0504802
0.00374178,-53.8696,0.367151,0.0509028
0.00373732,-54.3172,0.36671,0.0513249
0.00373282,-54.7642,0.366266,0.0517476
0.00372828,-55.2108,0.365818,0.0521705
0.00372371,-55.6567,0.365367,0.0525927
0.00371911,-56.1022,0.364911,0.0530144
0.00371446,-56.5471,0.364452,0.0534355
0.00370978,-56.9914,0.363988,0.053856
0.00370506,-57.4351,0.363521,0.0542759
0.00370031,-57.8783,0.36305,0.0546951
0.00369552,-58.321,0.362575,0.0551138
0.00369069,-58.763,0.362096,0.0555318
0.00368583,-59.2045,0.361614,0.0559493
