x,y,sigxx,sigyy,sigxy
313, 0, -74269.4, 10064, 8.21055
313.5, 0, -74124.4, 9995.4, 16.9885
314, 0, -73979.4, 9926.96, 26.8888
314.5, 0, -73834.3, 9858.62, 37.9116
315, 0, -73689.2, 9790.38, 50.0568
315.5, 0, -73537.6, 9719.88, 44.6329
316, 0, -73386.5, 9649.6, 38.9518
316.5, 0, -73236, 9579.61, 33.6363
317, 0, -73086.3, 9509.93, 28.6864
317.5, 0, -72937.2, 9440.55, 24.102
318, 0, -72788.8, 9371.48, 19.8832
318.5, 0, -72641.1, 9302.7, 16.03
319, 0, -72494, 9234.23, 12.5424
319.5, 0, -72347.7, 9166.06, 9.42034
320, 0, -72202, 9098.19, 6.66386
320.5, 0, -72057, 9030.62, 4.27295
321, 0, -71912.7, 8963.35, 2.24762
321.5, 0, -71769.1, 8896.39, 0.587873
322, 0, -71626.2, 8829.72, -0.706302
322.5, 0, -71483.9, 8763.36, -1.6349
323, 0, -71342.3, 8697.3, -2.19792
323.5, 0, -71201.4, 8631.54, -2.39537
324, 0, -71061.2, 8566.09, -2.22724
324.5, 0, -70921.7, 8500.93, -1.69354
325, 0, -70782.9, 8436.08, -0.794256
325.5, 0, -70644.7, 8371.53, 0.470602
326, 0, -70507.2, 8307.28, 2.10104
326.5, 0, -70374.6, 8247.51, 7.38468
327, 0, -70243.2, 8187.69, 12.5973
327.5, 0, -70112.7, 8127.49, 17.4689
328, 0, -69983.2, 8066.88, 21.9995
328.5, 0, -69854.7, 8005.89, 26.189
329, 0, -69728.9, 7949.66, 24.0217
329.5, 0, -69604.4, 7894.72, 20.2265
330, 0, -69480.5, 7839.62, 16.6007
330.5, 0, -69357.3, 7784.37, 13.1443
331, 0, -69234.7, 7728.95, 9.85724
331.5, 0, -69112.8, 7673.36, 6.73963
332, 0, -68991.5, 7617.62, 3.79143
332.5, 0, -68870.9, 7561.71, 1.01263
333, 0, -68750.9, 7505.64, -1.59676
333.5, 0, -68631.5, 7449.41, -4.03675
334, 0, -68512.9, 7393.02, -6.30733
334.5, 0, -68394.8, 7336.47, -8.4085
335, 0, -68277.4, 7279.75, -10.3403
335.5, 0, -68160.7, 7222.88, -12.1026
336, 0, -68044.6, 7165.84, -13.6956
336.5, 0, -67929.2, 7108.64, -15.1191
337, 0, -67814.4, 7051.27, -16.3733
337.5, 0, -67700.3, 6993.75, -17.458
338, 0, -67586.8, 6936.06, -18.3734
338.5, 0, -67473.9, 6878.21, -19.1193
339, 0, -67361.7, 6820.2, -19.6958
339.5, 0, -67250.2, 6762.03, -20.1029
340, 0, -67139.3, 6703.69, -20.3406
340.5, 0, -67019.2, 6644.01, -17.9753
341, 0, -66885.9, 6582.54, -12.0865
341.5, 0, -66753.9, 6521.03, -6.27814
342, 0, -66630.2, 6461.63, -0.115704
342.5, 0, -66535.2, 6411.01, 7.58429
343, 0, -66440.2, 6360.69, 15.0038
343.5, 0, -66345.3, 6310.69, 22.1428
344, 0, -66250.5, 6260.99, 29.0013
344.5, 0, -66155.7, 6211.6, 35.5794
345, 0, -66056, 6162.54, 40.0869
345.5, 0, -65942.6, 6113.62, 39.3282
346, 0, -65829.6, 6064.63, 38.4762
346.5, 0, -65717.1, 6015.58, 37.5308
347, 0, -65605.1, 5966.46, 36.4922
347.5, 0, -65493.6, 5917.27, 35.3604
348, 0, -65382.6, 5868.02, 34.1352
348.5, 0, -65272.2, 5818.7, 32.8167
349, 0, -65162.2, 5769.31, 31.405
349.5, 0, -65052.7, 5719.86, 29.9
350, 0, -64943.8, 5670.34, 28.3017
350.5, 0, -64835.3, 5620.75, 26.6101
351, 0, -64727.3, 5571.1, 24.8252
351.5, 0, -64619.9, 5521.38, 22.947
352, 0, -64512.9, 5471.59, 20.9756
352.5, 0, -64406.5, 5421.73, 18.9108
353, 0, -64300.5, 5371.81, 16.7528
353.5, 0, -64195, 5321.82, 14.5015
354, 0, -64090.1, 5271.77, 12.1569
354.5, 0, -63985.6, 5221.65, 9.71905
355, 0, -63881.7, 5171.46, 7.1879
355.5, 0, -63778.3, 5121.2, 4.56346
356, 0, -63675.3, 5070.88, 1.84573
356.5, 0, -63572.9, 5020.49, -0.965282
357, 0, -63470.9, 4970.03, -3.86958
357.5, 0, -63371.3, 4919.87, -6.1403
358, 0, -63283.1, 4872.14, -4.08177
358.5, 0, -63195.4, 4824.89, -2.16846
359, 0, -63108.2, 4778.1, -0.400376
359.5, 0, -63021.4, 4731.78, 1.22248
360, 0, -62935.1, 4685.94, 2.70012
360.5, 0, -62849.3, 4640.56, 4.03253
361, 0, -62764, 4595.65, 5.21971
361.5, 0, -62679.1, 4551.22, 6.26167
362, 0, -62594.7, 4507.25, 7.1584
362.5, 0, -62510.7, 4463.75, 7.90991
363, 0, -62427.3, 4420.72, 8.5162
363.5, 0, -62344.3, 4378.17, 8.97726
364, 0, -62261.8, 4336.08, 9.29309
364.5, 0, -62179.7, 4294.46, 9.4637
365, 0, -62098.1, 4253.31, 9.48909
365.5, 0, -62017, 4212.63, 9.36925
366, 0, -61936.4, 4172.43, 9.10418
366.5, 0, -61856.2, 4132.69, 8.6939
367, 0, -61776.5, 4093.42, 8.13838
367.5, 0, -61697.3, 4054.62, 7.43764
368, 0, -61618.6, 4016.29, 6.59168
368.5, 0, -61540.3, 3978.43, 5.60049
369, 0, -61462.5, 3941.04, 4.46408
369.5, 0, -61385.2, 3904.12, 3.18244
370, 0, -61308.3, 3867.67, 1.75558
370.5, 0, -61231.9, 3831.69, 0.18349
371, 0, -61152.5, 3795.33, 0.962437
371.5, 0, -61061.8, 3756.62, 9.77926
372, 0, -60971.1, 3718.24, 18.5233
372.5, 0, -60880.4, 3680.18, 27.1944
373, 0, -60789.5, 3642.45, 35.7927
373.5, 0, -60704.3, 3604.77, 41.6221
374, 0, -60637, 3566.24, 38.8724
374.5, 0, -60570.5, 3527.57, 35.845
375, 0, -60487.3, 3486.88, 33.0079
375.5, 0, -60402.1, 3445.98, 30.3325
376, 0, -60317.9, 3405.21, 27.7683
376.5, 0, -60234.8, 3364.58, 25.3153
377, 0, -60152.6, 3324.07, 22.9735
377.5, 0, -60071.4, 3283.7, 20.7429
378, 0, -59991.2, 3243.45, 18.6236
378.5, 0, -59912, 3203.34, 16.6154
379, 0, -59833.8, 3163.35, 14.7184
379.5, 0, -59756.6, 3123.5, 12.9327
380, 0, -59680.4, 3083.77, 11.2581
380.5, 0, -59605.2, 3044.18, 9.69474
381, 0, -59530.9, 3004.71, 8.24258
381.5, 0, -59457.7, 2965.38, 6.90164
382, 0, -59385.4, 2926.18, 5.67189
382.5, 0, -59314.2, 2887.1, 4.55335
383, 0, -59243.9, 2848.16, 3.54601
383.5, 0, -59174.6, 2809.35, 2.64988
384, 0, -59106.3, 2770.66, 1.86495
384.5, 0, -59039, 2732.11, 1.19123
385, 0, -58972.7, 2693.69, 0.628711
385.5, 0, -58907.4, 2655.4, 0.177395
386, 0, -58843.1, 2617.24, -0.162716
386.5, 0, -58779.4, 2578.9, -0.364194
387, 0, -58715.3, 2539.75, -0.310157
387.5, 0, -58652.2, 2500.85, -0.0604964
388, 0, -58589.9, 2462.2, 0.384788
388.5, 0, -58528.6, 2423.8, 1.0257
389, 0, -58468.2, 2385.64, 1.86223
389.5, 0, -58408.7, 2347.74, 2.89439
390, 0, -58347.2, 2311.65, 1.97219
390.5, 0, -58280.7, 2278.79, -3.3175
391, 0, -58212.7, 2249.9, -3.42009
391.5, 0, -58144.6, 2221.92, -2.31502
392, 0, -58076.9, 2193.85, -1.33499
392.5, 0, -58009.7, 2165.69, -0.47999
393, 0, -57942.9, 2137.43, 0.249969
393.5, 0, -57876.5, 2109.08, 0.85489
394, 0, -57810.5, 2080.63, 1.33477
394.5, 0, -57744.9, 2052.08, 1.68962
395, 0, -57679.8, 2023.44, 1.91943
395.5, 0, -57615.1, 1994.7, 2.0242
396, 0, -57550.8, 1965.87, 2.00393
396.5, 0, -57487, 1936.95, 1.85863
397, 0, -57423.5, 1907.92, 1.58828
397.5, 0, -57360.5, 1878.81, 1.1929
398, 0, -57297.9, 1849.59, 0.672485
398.5, 0, -57235.7, 1820.28, 0.0270288
399, 0, -57174, 1790.88, -0.743465
399.5, 0, -57112.7, 1761.38, -1.639
400, 0, -57051.8, 1731.79, -2.65956
400.5, 0, -56991.3, 1702.1, -3.80517
401, 0, -56931.2, 1672.31, -5.07582
401.5, 0, -56871.6, 1642.43, -6.4715
402, 0, -56812.4, 1612.46, -7.99222
402.5, 0, -56753.6, 1582.38, -9.63797
403, 0, -56695.3, 1552.22, -11.4088
403.5, 0, -56637.3, 1521.95, -13.3046
404, 0, -56579.8, 1491.6, -15.3255
404.5, 0, -56522.7, 1461.14, -17.4714
405, 0, -56466, 1430.6, -19.7423
405.5, 0, -56409.8, 1399.95, -22.1383
406, 0, -56354, 1369.21, -24.6593
406.5, 0, -56298.6, 1338.38, -27.3054
407, 0, -56245.1, 1308.74, -30.4207
407.5, 0, -56194.5, 1281, -34.0382
408, 0, -56144.6, 1254.07, -32.0035
408.5, 0, -56095.1, 1227.35, -29.9857
409, 0, -56046, 1200.85, -27.9848
409.5, 0, -55997.2, 1174.56, -26.001
410, 0, -55948.8, 1148.48, -24.0341
410.5, 0, -55900.8, 1122.61, -22.0842
411, 0, -55853.2, 1096.97, -20.1512
411.5, 0, -55806, 1071.53, -18.2352
412, 0, -55759.1, 1046.31, -16.3362
412.5, 0, -55712.6, 1021.3, -14.4541
413, 0, -55666.5, 996.502, -12.589
413.5, 0, -55620.8, 971.921, -10.7409
414, 0, -55575.4, 947.553, -8.90975
414.5, 0, -55530.4, 923.398, -7.09556
415, 0, -55485.8, 899.457, -5.29833
415.5, 0, -55441.6, 875.73, -3.51808
416, 0, -55397.8, 852.216, -1.75479
416.5, 0, -55354.3, 828.916, -0.00846885
417, 0, -55311.2, 805.83, 1.72089
417.5, 0, -55268.5, 782.957, 3.43327
418, 0, -55226.2, 760.298, 5.12869
418.5, 0, -55184.2, 737.852, 6.80715
419, 0, -55142.6, 715.62, 8.46863
419.5, 0, -55101.4, 693.601, 10.1132
420, 0, -55060.6, 671.796, 11.7407
420.5, 0, -55020.2, 650.205, 13.3513
421, 0, -54980.1, 628.828, 14.9449
421.5, 0, -54940.5, 607.663, 16.5216
422, 0, -54901.2, 586.713, 18.0812
422.5, 0, -54862.2, 565.976, 19.624
423, 0, -54823.7, 545.453, 21.1497
423.5, 0, -54785.5, 525.143, 22.6585
424, 0, -54747.7, 505.047, 24.1503
424.5, 0, -54710.1, 483.93, 24.1979
425, 0, -54671.2, 460.906, 21.4789
425.5, 0, -54627.1, 436.86, 15.4432
426, 0, -54583.3, 413.045, 9.71037
426.5, 0, -54539.9, 389.462, 4.28033
427, 0, -54496.9, 366.109, -0.846914
427.5, 0, -54454.3, 342.987, -5.67136
428, 0, -54412.1, 320.097, -10.193
428.5, 0, -54370.2, 297.438, -14.4118
429, 0, -54328.8, 275.01, -18.3279
429.5, 0, -54287.7, 252.813, -21.9411
430, 0, -54247, 230.847, -25.2515
430.5, 0, -54206.7, 209.112, -28.2592
431, 0, -54166.8, 187.609, -30.964
431.5, 0, -54127.2, 166.336, -33.366
432, 0, -54088.1, 145.295, -35.4653
432.5, 0, -54049.3, 124.485, -37.2617
433, 0, -54010.9, 103.906, -38.7553
433.5, 0, -53972.9, 83.5576, -39.9461
434, 0, -53935.3, 63.4408, -40.8342
434.5, 0, -53898.1, 43.5552, -41.4194
435, 0, -53861.3, 23.9007, -41.7018
435.5, 0, -53824.8, 4.47731, -41.6814
436, 0, -53788.7, -14.7149, -41.3583
436.5, 0, -53753, -33.676, -40.7323
437, 0, -53717.7, -52.406, -39.8035
437.5, 0, -53682.8, -70.9049, -38.5719
438, 0, -53648.3, -89.1726, -37.0375
438.5, 0, -53614.1, -107.209, -35.2003
439, 0, -53580.4, -125.015, -33.0603
439.5, 0, -53547, -142.589, -30.6175
440, 0, -53514, -159.932, -27.872
440.5, 0, -53481.4, -177.044, -24.8236
441, 0, -53449.2, -193.925, -21.4724
441.5, 0, -53417.3, -210.575, -17.8184
442, 0, -53385.9, -226.993, -13.8616
442.5, 0, -53351.9, -243.016, -13.7924
443, 0, -53318.8, -257.791, -13.9915
443.5, 0, -53289, -272.314, -10.6274
444, 0, -53259.7, -286.791, -7.3914
444.5, 0, -53231, -301.222, -4.28358
445, 0, -53202.7, -315.608, -1.30392
445.5, 0, -53175, -329.947, 1.54757
446, 0, -53147.9, -344.241, 4.2709
446.5, 0, -53121.2, -358.489, 6.86607
447, 0, -53095.1, -372.69, 9.33307
447.5, 0, -53069.5, -386.846, 11.6719
448, 0, -53044.4, -400.956, 13.8826
448.5, 0, -53019.8, -415.02, 15.9651
449, 0, -52995.8, -429.038, 17.9194
449.5, 0, -52972.2, -443.01, 19.7456
450, 0, -52949.3, -456.936, 21.4437
450.5, 0, -52926.8, -470.817, 23.0135
451, 0, -52904.8, -484.651, 24.4552
451.5, 0, -52883.4, -498.44, 25.7687
452, 0, -52862.5, -512.182, 26.9541
452.5, 0, -52842.1, -525.879, 28.0113
453, 0, -52822.3, -539.53, 28.9404
453.5, 0, -52802.9, -553.134, 29.7412
454, 0, -52784.1, -566.693, 30.4139
454.5, 0, -52765.9, -580.206, 30.9585
455, 0, -52748.1, -593.673, 31.3749
455.5, 0, -52730.9, -607.094, 31.6631
456, 0, -52714.1, -620.47, 31.8232
456.5, 0, -52697.9, -633.799, 31.8551
457, 0, -52682.3, -647.082, 31.7588
457.5, 0, -52667.1, -660.32, 31.5344
458, 0, -52652.5, -673.511, 31.1818
458.5, 0, -52638.4, -686.657, 30.701
459, 0, -52624.8, -699.757, 30.0921
459.5, 0, -52611.8, -712.81, 29.355
460, 0, -52599.2, -725.818, 28.4898
460.5, 0, -52587.2, -738.78, 27.4964
461, 0, -52575.8, -751.696, 26.3748
461.5, 0, -52552.9, -761.883, 23.9173
462, 0, -52520.6, -769.008, 24.071
462.5, 0, -52489.3, -776.164, 24.217
463, 0, -52458.9, -783.352, 24.3553
463.5, 0, -52429.4, -790.571, 24.4859
464, 0, -52400.9, -797.822, 24.6088
464.5, 0, -52373.4, -805.104, 24.7239
465, 0, -52346.8, -812.418, 24.8313
465.5, 0, -52321.2, -819.763, 24.9309
466, 0, -52296.5, -827.14, 25.0229
466.5, 0, -52272.7, -834.548, 25.1071
467, 0, -52250, -841.988, 25.1836
467.5, 0, -52228.1, -849.459, 25.2524
468, 0, -52207.2, -856.962, 25.3134
468.5, 0, -52187.3, -864.496, 25.3667
469, 0, -52168.3, -872.062, 25.4123
469.5, 0, -52150.3, -879.659, 25.4502
470, 0, -52133.3, -887.288, 25.4803
470.5, 0, -52117.1, -894.948, 25.5027
471, 0, -52102, -902.64, 25.5174
471.5, 0, -52087.8, -910.363, 25.5244
472, 0, -52074.5, -918.118, 25.5236
472.5, 0, -52062.2, -925.904, 25.5151
473, 0, -52050.8, -933.722, 25.4989
473.5, 0, -52040.4, -941.571, 25.4749
474, 0, -52031, -949.452, 25.4433
474.5, 0, -52022.5, -957.364, 25.4039
475, 0, -52014.9, -965.308, 25.3567
475.5, 0, -52008.3, -973.283, 25.3019
476, 0, -52002.7, -981.29, 25.2393
476.5, 0, -51998, -989.328, 25.169
477, 0, -51994.2, -997.398, 25.091
477.5, 0, -51991.4, -1005.5, 25.0052
478, 0, -51989.6, -1013.63, 24.9118
478.5, 0, -51988.7, -1021.8, 24.8106
479, 0, -51988.8, -1029.99, 24.7016
479.5, 0, -51989.8, -1038.22, 24.585
480, 0, -51991.7, -1046.48, 24.4606
480.5, 0, -51986.7, -1052.2, 24.3716
481, 0, -51969.5, -1053.95, 24.3918
481.5, 0, -51952.7, -1055.8, 24.4746
482, 0, -51936.4, -1057.76, 24.62
482.5, 0, -51920.5, -1059.82, 24.8279
483, 0, -51905, -1061.99, 25.0984
483.5, 0, -51889.9, -1064.26, 25.4314
484, 0, -51875.2, -1066.65, 25.8269
484.5, 0, -51861, -1069.13, 26.285
485, 0, -51847.1, -1071.72, 26.8057
485.5, 0, -51833.7, -1074.42, 27.3889
486, 0, -51820.7, -1077.23, 28.0346
486.5, 0, -51808.1, -1080.14, 28.7429
487, 0, -51795.9, -1083.16, 29.5138
487.5, 0, -51784.2, -1086.28, 30.3472
488, 0, -51772.8, -1089.51, 31.2431
488.5, 0, -51761.9, -1092.84, 32.2016
489, 0, -51751.4, -1096.28, 33.2226
489.5, 0, -51741.3, -1099.83, 34.3062
490, 0, -51731.6, -1103.48, 35.4524
490.5, 0, -51722.4, -1107.24, 36.6611
491, 0, -51713.6, -1111.1, 37.9323
491.5, 0, -51705.1, -1115.07, 39.2661
492, 0, -51697.1, -1119.15, 40.6624
492.5, 0, -51689.5, -1123.33, 42.1213
493, 0, -51682.4, -1127.62, 43.6427
493.5, 0, -51675.6, -1132.01, 45.2267
494, 0, -51669.3, -1136.51, 46.8732
494.5, 0, -51663.4, -1141.11, 48.5823
495, 0, -51657.8, -1145.83, 50.354
495.5, 0, -51652.8, -1150.64, 52.1881
496, 0, -51648.1, -1155.57, 54.0849
496.5, 0, -51643.8, -1160.6, 56.0441
497, 0, -51640, -1165.73, 58.066
497.5, 0, -51636.6, -1170.97, 60.1503
498, 0, -51633.6, -1176.32, 62.2973
498.5, 0, -51631, -1181.77, 64.5067
499, 0, -51628.8, -1187.33, 66.7787
499.5, 0, -51627.1, -1193, 69.1133
