x,y,sigxx,sigyy,sigxy
313, 0, -49511.5, 6709.11, 5.47354
313.5, 0, -49414.8, 6663.41, 11.3253
314, 0, -49318.1, 6617.78, 17.9254
314.5, 0, -49221.4, 6572.22, 25.2737
315, 0, -49124.7, 6526.73, 33.3702
315.5, 0, -49023.6, 6479.73, 29.7544
316, 0, -48922.9, 6432.88, 25.9671
316.5, 0, -48822.6, 6386.22, 22.4236
317, 0, -48722.8, 6339.77, 19.1237
317.5, 0, -48623.4, 6293.52, 16.0675
318, 0, -48524.4, 6247.47, 13.2551
318.5, 0, -48426, 6201.62, 10.6864
319, 0, -48327.9, 6155.97, 8.36135
319.5, 0, -48230.4, 6110.53, 6.28004
320, 0, -48133.3, 6065.28, 4.44244
320.5, 0, -48036.6, 6020.24, 2.84855
321, 0, -47940.4, 5975.39, 1.49837
321.5, 0, -47844.7, 5930.75, 0.391904
322, 0, -47749.4, 5886.31, -0.470855
322.5, 0, -47654.5, 5842.07, -1.0899
323, 0, -47560.2, 5798.03, -1.46524
323.5, 0, -47466.2, 5754.19, -1.59687
324, 0, -47372.8, 5710.56, -1.48479
324.5, 0, -47279.8, 5667.12, -1.12899
325, 0, -47187.2, 5623.89, -0.529489
325.5, 0, -47095.1, 5580.85, 0.313725
326, 0, -47003.4, 5538.02, 1.40065
326.5, 0, -46915, 5498.18, 4.92298
327, 0, -46827.4, 5458.3, 8.39795
327.5, 0, -46740.5, 5418.17, 11.6456
328, 0, -46654.1, 5377.77, 14.6659
328.5, 0, -46568.4, 5337.11, 17.4588
329, 0, -46484.6, 5299.62, 16.014
329.5, 0, -46401.6, 5262.99, 13.4839
330, 0, -46319, 5226.26, 11.0668
330.5, 0, -46236.9, 5189.43, 8.76258
331, 0, -46155.1, 5152.48, 6.5713
331.5, 0, -46073.8, 5115.43, 4.49296
332, 0, -45993, 5078.26, 2.52754
332.5, 0, -45912.6, 5041, 0.675066
333, 0, -45832.6, 5003.62, -1.06448
333.5, 0, -45753, 4966.13, -2.69109
334, 0, -45673.9, 4928.54, -4.20476
334.5, 0, -45595.2, 4890.84, -5.60551
335, 0, -45517, 4853.03, -6.89331
335.5, 0, -45439.1, 4815.11, -8.06819
336, 0, -45361.8, 4777.09, -9.13013
336.5, 0, -45284.8, 4738.95, -10.0791
337, 0, -45208.3, 4700.71, -10.9152
337.5, 0, -45132.2, 4662.36, -11.6383
338, 0, -45056.5, 4623.91, -12.2486
338.5, 0, -44981.3, 4585.34, -12.7458
339, 0, -44906.5, 4546.67, -13.1302
339.5, 0, -44832.2, 4507.89, -13.4016
340, 0, -44758.2, 4469, -13.56
340.5, 0, -44678.2, 4429.21, -11.9832
341, 0, -44589.3, 4388.23, -8.05743
341.5, 0, -44501.3, 4347.23, -4.18531
342, 0, -44418.8, 4307.63, -0.0771338
342.5, 0, -44355.5, 4273.88, 5.05605
343, 0, -44292.2, 4240.34, 10.0022
343.5, 0, -44228.9, 4207, 14.7615
344, 0, -44165.7, 4173.87, 19.3337
344.5, 0, -44102.5, 4140.94, 23.7189
345, 0, -44036.1, 4108.24, 26.7239
345.5, 0, -43960.4, 4075.63, 26.218
346, 0, -43885.1, 4042.97, 25.65
346.5, 0, -43810.1, 4010.27, 25.0198
347, 0, -43735.5, 3977.53, 24.3275
347.5, 0, -43661.1, 3944.74, 23.5729
348, 0, -43587.2, 3911.9, 22.7561
348.5, 0, -43513.5, 3879.02, 21.8772
349, 0, -43440.2, 3846.1, 20.9361
349.5, 0, -43367.2, 3813.13, 19.9327
350, 0, -43294.6, 3780.12, 18.8672
350.5, 0, -43222.3, 3747.06, 17.7395
351, 0, -43150.3, 3713.96, 16.5496
351.5, 0, -43078.7, 3680.81, 15.2976
352, 0, -43007.4, 3647.62, 13.9833
352.5, 0, -42936.4, 3614.38, 12.6069
353, 0, -42865.8, 3581.1, 11.1682
353.5, 0, -42795.5, 3547.78, 9.66739
354, 0, -42725.5, 3514.41, 8.10438
354.5, 0, -42655.9, 3481, 6.47918
355, 0, -42586.6, 3447.54, 4.79179
355.5, 0, -42517.6, 3414.03, 3.04221
356, 0, -42449, 3380.49, 1.23045
356.5, 0, -42380.7, 3346.89, -0.643503
357, 0, -42312.7, 3313.26, -2.57964
357.5, 0, -42246.3, 3279.82, -4.09341
358, 0, -42187.5, 3248, -2.7211
358.5, 0, -42129.1, 3216.5, -1.4456
359, 0, -42070.9, 3185.31, -0.266909
359.5, 0, -42013.1, 3154.43, 0.814965
360, 0, -41955.5, 3123.87, 1.80003
360.5, 0, -41898.3, 3093.62, 2.68827
361, 0, -41841.4, 3063.68, 3.47971
361.5, 0, -41784.8, 3034.06, 4.17432
362, 0, -41728.6, 3004.75, 4.77213
362.5, 0, -41672.6, 2975.75, 5.27312
363, 0, -41617, 2947.06, 5.6773
363.5, 0, -41561.7, 2918.69, 5.98466
364, 0, -41506.6, 2890.64, 6.19522
364.5, 0, -41451.9, 2862.89, 6.30895
365, 0, -41397.6, 2835.46, 6.32588
365.5, 0, -41343.5, 2808.34, 6.24598
366, 0, -41289.7, 2781.54, 6.06928
366.5, 0, -41236.3, 2755.04, 5.79576
367, 0, -41183.2, 2728.87, 5.42543
367.5, 0, -41130.4, 2703, 4.95828
368, 0, -41077.9, 2677.45, 4.39433
368.5, 0, -41025.7, 2652.21, 3.73355
369, 0, -40973.8, 2627.28, 2.97597
369.5, 0, -40922.3, 2602.67, 2.12157
370, 0, -40871, 2578.37, 1.17035
370.5, 0, -40820.1, 2554.38, 0.122323
371, 0, -40767.1, 2530.15, 0.641606
371.5, 0, -40706.7, 2504.34, 6.51932
372, 0, -40646.2, 2478.75, 12.3485
372.5, 0, -40585.7, 2453.38, 18.1291
373, 0, -40525.2, 2428.23, 23.8611
373.5, 0, -40468.4, 2403.11, 27.7473
374, 0, -40423.5, 2377.42, 25.9141
374.5, 0, -40379.1, 2351.64, 23.896
375, 0, -40323.7, 2324.52, 22.0046
375.5, 0, -40266.9, 2297.25, 20.2211
376, 0, -40210.8, 2270.08, 18.5117
376.5, 0, -40155.4, 2242.99, 16.8764
377, 0, -40100.6, 2215.98, 15.3152
377.5, 0, -40046.5, 2189.07, 13.8282
378, 0, -39993, 2162.24, 12.4153
378.5, 0, -39940.2, 2135.5, 11.0766
379, 0, -39888.1, 2108.84, 9.81199
379.5, 0, -39836.6, 2082.27, 8.62152
380, 0, -39785.8, 2055.79, 7.50518
380.5, 0, -39735.6, 2029.39, 6.46297
381, 0, -39686.1, 2003.08, 5.4949
381.5, 0, -39637.3, 1976.86, 4.60096
382, 0, -39589.1, 1950.73, 3.78115
382.5, 0, -39541.6, 1924.68, 3.03548
383, 0, -39494.8, 1898.72, 2.36394
383.5, 0, -39448.6, 1872.84, 1.76654
384, 0, -39403.1, 1847.06, 1.24327
384.5, 0, -39358.2, 1821.36, 0.794131
385, 0, -39314, 1795.74, 0.419128
385.5, 0, -39270.5, 1770.21, 0.11826
386, 0, -39227.6, 1744.77, -0.108474
386.5, 0, -39185.1, 1719.22, -0.242789
387, 0, -39142.4, 1693.12, -0.206765
387.5, 0, -39100.3, 1667.19, -0.0403298
388, 0, -39058.8, 1641.42, 0.256518
388.5, 0, -39017.9, 1615.82, 0.683778
389, 0, -38977.7, 1590.38, 1.24145
389.5, 0, -38938, 1565.11, 1.92953
390, 0, -38897, 1541.06, 1.31476
390.5, 0, -38852.7, 1519.15, -2.2116
391, 0, -38807.3, 1499.89, -2.28
391.5, 0, -38761.9, 1481.24, -1.5433
392, 0, -38716.8, 1462.53, -0.889965
392.5, 0, -38672, 1443.75, -0.319984
393, 0, -38627.5, 1424.91, 0.166641
393.5, 0, -38583.2, 1406.01, 0.56991
394, 0, -38539.2, 1387.04, 0.889823
394.5, 0, -38495.5, 1368.01, 1.12638
395, 0, -38452.1, 1348.92, 1.27958
395.5, 0, -38409, 1329.76, 1.34943
396, 0, -38366.1, 1310.54, 1.33591
396.5, 0, -38323.5, 1291.26, 1.23905
397, 0, -38281.2, 1271.91, 1.05882
397.5, 0, -38239.2, 1252.5, 0.795245
398, 0, -38197.5, 1233.03, 0.44831
398.5, 0, -38156, 1213.49, 0.0180187
399, 0, -38114.9, 1193.89, -0.495629
399.5, 0, -38074, 1174.22, -1.09263
400, 0, -38033.4, 1154.49, -1.77299
400.5, 0, -37993.1, 1134.7, -2.53671
401, 0, -37953.1, 1114.84, -3.38378
401.5, 0, -37913.3, 1094.92, -4.31421
402, 0, -37873.8, 1074.94, -5.32799
402.5, 0, -37834.6, 1054.89, -6.42513
403, 0, -37795.7, 1034.78, -7.60562
403.5, 0, -37757.1, 1014.61, -8.86948
404, 0, -37718.8, 994.369, -10.2167
404.5, 0, -37680.7, 974.068, -11.6472
405, 0, -37642.9, 953.703, -13.1612
405.5, 0, -37605.4, 933.274, -14.7584
406, 0, -37568.2, 912.782, -16.4391
406.5, 0, -37531.3, 892.227, -18.2031
407, 0, -37495.6, 872.465, -20.2799
407.5, 0, -37461.9, 853.974, -22.6915
408, 0, -37428.7, 836.021, -21.335
408.5, 0, -37395.7, 818.209, -19.9899
409, 0, -37362.9, 800.541, -18.656
409.5, 0, -37330.4, 783.014, -17.3335
410, 0, -37298.1, 765.63, -16.0223
410.5, 0, -37266.1, 748.388, -14.7223
411, 0, -37234.4, 731.289, -13.4337
411.5, 0, -37202.9, 714.332, -12.1564
412, 0, -37171.6, 697.518, -10.8905
412.5, 0, -37140.7, 680.845, -9.6358
413, 0, -37109.9, 664.316, -8.39244
413.5, 0, -37079.4, 647.928, -7.16039
414, 0, -37049.2, 631.683, -5.93966
414.5, 0, -37019.2, 615.581, -4.73023
415, 0, -36989.5, 599.621, -3.53212
415.5, 0, -36960, 583.803, -2.34532
416, 0, -36930.8, 568.128, -1.16983
416.5, 0, -36901.8, 552.595, -0.00564574
417, 0, -36873.1, 537.204, 1.14722
417.5, 0, -36844.6, 521.956, 2.28878
418, 0, -36816.4, 506.85, 3.41903
418.5, 0, -36788.4, 491.887, 4.53797
419, 0, -36760.7, 477.066, 5.64559
419.5, 0, -36733.2, 462.387, 6.74191
420, 0, -36706, 447.851, 7.82691
420.5, 0, -36679.1, 433.458, 8.9006
421, 0, -36652.4, 419.206, 9.96298
421.5, 0, -36625.9, 405.097, 11.0141
422, 0, -36599.7, 391.131, 12.0538
422.5, 0, -36573.8, 377.306, 13.0823
423, 0, -36548.1, 363.625, 14.0994
423.5, 0, -36522.6, 350.085, 15.1052
424, 0, -36497.4, 336.688, 16.0997
424.5, 0, -36472.3, 322.611, 16.1315
425, 0, -36446.4, 307.262, 14.3188
425.5, 0, -36417, 291.232, 10.2952
426, 0, -36387.8, 275.356, 6.47339
426.5, 0, -36358.9, 259.633, 2.85347
427, 0, -36330.2, 244.066, -0.564593
427.5, 0, -36301.8, 228.652, -3.78079
428, 0, -36273.7, 213.392, -6.79513
428.5, 0, -36245.8, 198.286, -9.60761
429, 0, -36218.1, 183.334, -12.2182
429.5, 0, -36190.7, 168.537, -14.627
430, 0, -36163.6, 153.893, -16.8339
430.5, 0, -36136.7, 139.404, -18.8389
431, 0, -36110.1, 125.069, -20.6421
431.5, 0, -36083.8, 110.887, -22.2434
432, 0, -36057.7, 96.8604, -23.6428
432.5, 0, -36031.8, 82.9873, -24.8404
433, 0, -36006.2, 69.2683, -25.8361
433.5, 0, -35980.9, 55.7035, -26.63
434, 0, -35955.8, 42.2927, -27.222
434.5, 0, -35931, 29.036, -27.6121
435, 0, -35906.5, 15.9333, -27.8004
435.5, 0, -35882.2, 2.98479, -27.7868
436, 0, -35858.1, -9.80967, -27.5714
436.5, 0, -35834.3, -22.45, -27.1541
437, 0, -35810.8, -34.9363, -26.5349
437.5, 0, -35787.5, -47.2685, -25.7139
438, 0, -35764.5, -59.4466, -24.691
438.5, 0, -35741.7, -71.4707, -23.4662
439, 0, -35719.2, -83.3406, -22.0396
439.5, 0, -35697, -95.0565, -20.4111
440, 0, -35675, -106.618, -18.5808
440.5, 0, -35653.2, -118.026, -16.5486
441, 0, -35631.7, -129.28, -14.3145
441.5, 0, -35610.5, -140.379, -11.8786
442, 0, -35589.5, -151.325, -9.24078
442.5, 0, -35566.9, -162.006, -9.19469
443, 0, -35544.8, -171.855, -9.32742
443.5, 0, -35525, -181.537, -7.08472
444, 0, -35505.4, -191.189, -4.92746
444.5, 0, -35486.3, -200.809, -2.85564
445, 0, -35467.5, -210.399, -0.869257
445.5, 0, -35449, -219.959, 1.03168
446, 0, -35430.9, -229.487, 2.84718
446.5, 0, -35413.1, -238.985, 4.57724
447, 0, -35395.7, -248.453, 6.22187
447.5, 0, -35378.6, -257.89, 7.78105
448, 0, -35361.9, -267.296, 9.25479
448.5, 0, -35345.5, -276.672, 10.6431
449, 0, -35329.5, -286.017, 11.946
449.5, 0, -35313.8, -295.332, 13.1634
450, 0, -35298.5, -304.615, 14.2954
450.5, 0, -35283.5, -313.869, 15.3419
451, 0, -35268.9, -323.091, 16.303
451.5, 0, -35254.6, -332.283, 17.1787
452, 0, -35240.6, -341.445, 17.9689
452.5, 0, -35227.1, -350.576, 18.6737
453, 0, -35213.8, -359.676, 19.293
453.5, 0, -35200.9, -368.746, 19.8269
454, 0, -35188.4, -377.785, 20.2754
454.5, 0, -35176.2, -386.793, 20.6384
455, 0, -35164.4, -395.771, 20.916
455.5, 0, -35152.9, -404.718, 21.1081
456, 0, -35141.7, -413.634, 21.2148
456.5, 0, -35130.9, -422.52, 21.2361
457, 0, -35120.5, -431.376, 21.1719
457.5, 0, -35110.4, -440.2, 21.0223
458, 0, -35100.7, -448.994, 20.7872
458.5, 0, -35091.3, -457.758, 20.4668
459, 0, -35082.2, -466.491, 20.0608
459.5, 0, -35073.5, -475.193, 19.5694
460, 0, -35065.1, -483.865, 18.9926
460.5, 0, -35057.1, -492.506, 18.3304
461, 0, -35049.5, -501.116, 17.5827
461.5, 0, -35034.2, -507.907, 15.9444
462, 0, -35012.7, -512.657, 16.0469
462.5, 0, -34991.8, -517.428, 16.1442
463, 0, -34971.6, -522.219, 16.2364
463.5, 0, -34951.9, -527.032, 16.3235
464, 0, -34932.9, -531.866, 16.4054
464.5, 0, -34914.6, -536.72, 16.4821
465, 0, -34896.8, -541.596, 16.5537
465.5, 0, -34879.8, -546.493, 16.6201
466, 0, -34863.3, -551.411, 16.6814
466.5, 0, -34847.5, -556.349, 16.7376
467, 0, -34832.3, -561.309, 16.7886
467.5, 0, -34817.7, -566.29, 16.8344
468, 0, -34803.8, -571.291, 16.8751
468.5, 0, -34790.5, -576.314, 16.9107
469, 0, -34777.9, -581.358, 16.941
469.5, 0, -34765.9, -586.423, 16.9663
470, 0, -34754.5, -591.508, 16.9864
470.5, 0, -34743.7, -596.615, 17.0013
471, 0, -34733.6, -601.743, 17.0111
471.5, 0, -34724.2, -606.891, 17.0157
472, 0, -34715.3, -612.061, 17.0152
472.5, 0, -34707.1, -617.252, 17.0096
473, 0, -34699.5, -622.463, 16.9988
473.5, 0, -34692.6, -627.696, 16.9828
474, 0, -34686.3, -632.95, 16.9617
474.5, 0, -34680.6, -638.224, 16.9354
475, 0, -34675.6, -643.52, 16.904
475.5, 0, -34671.2, -648.837, 16.8674
476, 0, -34667.4, -654.174, 16.8257
476.5, 0, -34664.3, -659.533, 16.7789
477, 0, -34661.8, -664.913, 16.7268
477.5, 0, -34659.9, -670.313, 16.6697
478, 0, -34658.7, -675.735, 16.6074
478.5, 0, -34658.1, -681.178, 16.5399
479, 0, -34658.2, -686.641, 16.4673
479.5, 0, -34658.8, -692.126, 16.3895
480, 0, -34660.2, -697.632, 16.3066
480.5, 0, -34656.8, -701.449, 16.2472
481, 0, -34645.3, -702.612, 16.2608
481.5, 0, -34634.2, -703.846, 16.316
482, 0, -34623.3, -705.151, 16.4129
482.5, 0, -34612.6, -706.526, 16.5515
483, 0, -34602.3, -707.972, 16.7318
483.5, 0, -34592.2, -709.489, 16.9538
484, 0, -34582.5, -711.076, 17.2174
484.5, 0, -34573, -712.734, 17.5228
485, 0, -34563.7, -714.462, 17.8699
485.5, 0, -34554.8, -716.261, 18.2587
486, 0, -34546.1, -718.131, 18.6892
486.5, 0, -34537.7, -720.072, 19.1614
487, 0, -34529.6, -722.082, 19.6753
487.5, 0, -34521.8, -724.164, 20.2309
488, 0, -34514.2, -726.316, 20.8281
488.5, 0, -34506.9, -728.539, 21.4671
489, 0, -34499.9, -730.832, 22.1478
489.5, 0, -34493.2, -733.196, 22.8702
490, 0, -34486.8, -735.631, 23.6342
490.5, 0, -34480.6, -738.136, 24.44
491, 0, -34474.7, -740.712, 25.2875
491.5, 0, -34469.1, -743.359, 26.1766
492, 0, -34463.7, -746.076, 27.1075
492.5, 0, -34458.7, -748.864, 28.08
493, 0, -34453.9, -751.722, 29.0943
493.5, 0, -34449.4, -754.651, 30.1503
494, 0, -34445.2, -757.651, 31.2479
494.5, 0, -34441.2, -760.721, 32.3873
495, 0, -34437.6, -763.862, 33.5683
495.5, 0, -34434.2, -767.074, 34.7911
496, 0, -34431.1, -770.356, 36.0555
496.5, 0, -34428.2, -773.708, 37.3617
497, 0, -34425.7, -777.132, 38.7095
497.5, 0, -34423.4, -780.626, 40.0991
498, 0, -34421.4, -784.19, 41.5303
498.5, 0, -34419.7, -787.826, 43.0032
499, 0, -34418.2, -791.532, 44.5179
499.5, 0, -34417, -795.308, 46.0742
