x,y,sigxx,sigyy,sigxy
61.5, 0, -557320, 102975, -192.527
62, 0, -552315, 103086, -261.99
62.5, 0, -547311, 103197, -331.452
63, 0, -542306, 103308, -400.914
63.5, 0, -537302, 103419, -470.376
64, 0, -532297, 103530, -539.838
64.5, 0, -527517, 103506, -359.37
65, 0, -522806, 103470, -212.802
65.5, 0, -518159, 103426, -103.984
66, 0, -513578, 103373, -32.9169
66.5, 0, -509062, 103311, 0.399265
67, 0, -504611, 103240, -4.03539
67.5, 0, -500199, 103144, -62.7301
68, 0, -495631, 102958, -210.917
68.5, 0, -491008, 102768, -325.886
69, 0, -486331, 102576, -407.637
69.5, 0, -481598, 102381, -456.17
70, 0, -476959, 102204, -405.363
70.5, 0, -472760, 102049, -194.859
71, 0, -468703, 101854, -8.51316
71.5, 0, -464789, 101620, 153.674
72, 0, -461018, 101345, 291.702
72.5, 0, -457390, 101030, 405.572
73, 0, -453904, 100676, 495.283
73.5, 0, -450561, 100281, 560.836
74, 0, -447360, 99846.6, 602.231
74.5, 0, -444303, 99372, 619.467
75, 0, -440284, 98927.1, 412.464
75.5, 0, -436296, 98491, 180.619
76, 0, -432340, 98063.5, -75.9653
76.5, 0, -428414, 97644.8, -357.29
77, 0, -424746, 97264.8, -645.137
77.5, 0, -421237, 96858.2, -909.401
78, 0, -417692, 96468.1, -1039.75
78.5, 0, -413467, 96268.5, -688.432
79, 0, -409367, 96033.1, -400.945
79.5, 0, -405390, 95761.9, -177.291
80, 0, -401538, 95454.8, -17.4708
80.5, 0, -397811, 95112, 78.5166
81, 0, -394208, 94733.3, 110.671
81.5, 0, -390729, 94318.7, 78.9917
82, 0, -387374, 93868.4, -16.5204
82.5, 0, -384144, 93382.2, -175.866
83, 0, -381038, 92860.2, -399.044
83.5, 0, -377988, 92366.5, -635.548
84, 0, -374973, 91932.5, -813.734
84.5, 0, -372095, 91468.9, -984.392
85, 0, -369355, 90975.7, -1147.52
85.5, 0, -366529, 90517, -1120.9
86, 0, -363609, 90086.8, -997.098
86.5, 0, -360690, 89656.6, -873.018
87, 0, -357770, 89226.4, -748.661
87.5, 0, -354850, 88796.2, -624.025
88, 0, -351931, 88365.9, -499.111
88.5, 0, -349011, 87935.7, -373.92
89, 0, -346092, 87505.4, -248.45
89.5, 0, -343173, 87075.2, -122.703
90, 0, -340254, 86644.9, 3.32289
90.5, 0, -337335, 86214.6, 129.626
91, 0, -334683, 85747.3, 105.711
91.5, 0, -332289, 85242.6, -35.6035
92, 0, -329961, 84727, -178.091
92.5, 0, -327699, 84200.4, -321.751
93, 0, -325183, 83733.3, -403.621
93.5, 0, -322577, 83290.2, -443.536
94, 0, -320024, 82839.4, -467.491
94.5, 0, -317525, 82380.9, -475.486
95, 0, -315080, 81914.6, -467.52
95.5, 0, -312688, 81440.7, -443.595
96, 0, -310350, 80959, -403.709
96.5, 0, -308066, 80469.6, -347.862
97, 0, -305835, 79972.5, -276.056
97.5, 0, -303657, 79467.7, -188.289
98, 0, -301533, 78955.1, -84.562
98.5, 0, -299463, 78453.7, -32.7909
99, 0, -297414, 78004.5, -179.052
99.5, 0, -295364, 77555.3, -334.425
100, 0, -293314, 77106, -498.909
100.5, 0, -291156, 76687.6, -633.642
101, 0, -288712, 76350.4, -647.512
101.5, 0, -286317, 75998.6, -643.977
102, 0, -283971, 75632.3, -623.04
102.5, 0, -281674, 75251.5, -584.699
103, 0, -279425, 74856.2, -528.954
103.5, 0, -277225, 74446.3, -455.806
104, 0, -275073, 74021.9, -365.255
104.5, 0, -272970, 73582.9, -257.3
105, 0, -270916, 73129.5, -131.942
105.5, 0, -268911, 72661.5, 10.8196
106, 0, -266954, 72179, 170.985
106.5, 0, -265115, 71712.2, 226.403
107, 0, -263364, 71275.7, 149.766
107.5, 0, -261614, 70839.3, 72.6598
108, 0, -259864, 70403.1, -4.91656
108.5, 0, -258112, 69983.3, -53.5496
109, 0, -256358, 69594.3, -46.603
109.5, 0, -254604, 69205.3, -39.6566
110, 0, -252850, 68816.3, -32.7104
110.5, 0, -251097, 68427.3, -25.7644
111, 0, -249343, 68038.4, -18.8187
111.5, 0, -247589, 67649.4, -11.8733
112, 0, -245835, 67260.4, -4.928
112.5, 0, -244081, 66871.4, 2.01701
113, 0, -242327, 66482.4, 8.9618
113.5, 0, -240573, 66093.4, 15.9064
114, 0, -238819, 65704.5, 22.8507
114.5, 0, -237094, 65319.3, 9.34231
115, 0, -235480, 64954.8, -102.056
115.5, 0, -233864, 64599, -241.564
116, 0, -232235, 64249.2, -272.971
116.5, 0, -230635, 63893.6, -234.678
117, 0, -229079, 63531.1, -196.276
117.5, 0, -227566, 63161.6, -157.765
118, 0, -226096, 62785.1, -119.146
118.5, 0, -224669, 62401.6, -80.4175
119, 0, -223285, 62011.2, -41.5804
119.5, 0, -221945, 61613.8, -2.6345
120, 0, -220647, 61209.4, 36.4202
120.5, 0, -219393, 60798, 75.5837
121, 0, -218181, 60379.6, 114.856
121.5, 0, -217013, 59954.3, 154.237
122, 0, -215888, 59521.9, 193.727
122.5, 0, -214726, 59101.2, 172.288
123, 0, -213370, 58716.1, -15.8178
123.5, 0, -212016, 58316.5, -206.151
124, 0, -210381, 58065.1, -173.053
124.5, 0, -208785, 57804.9, -143.278
125, 0, -207228, 57536, -116.826
125.5, 0, -205709, 57258.4, -93.6967
126, 0, -204230, 56972, -73.8904
126.5, 0, -202790, 56676.9, -57.4068
127, 0, -201389, 56373.1, -44.2462
127.5, 0, -200026, 56060.5, -34.4083
128, 0, -198703, 55739.2, -27.8934
128.5, 0, -197419, 55409.2, -24.7013
129, 0, -196173, 55070.5, -24.8321
129.5, 0, -194967, 54723, -28.2857
130, 0, -193799, 54366.8, -35.0622
130.5, 0, -192671, 54001.9, -45.1615
131, 0, -191541, 53674.7, -124.88
131.5, 0, -190392, 53375.7, -236.688
132, 0, -189242, 53078.4, -337.199
132.5, 0, -188148, 52787, -328.751
133, 0, -187074, 52497.1, -285.852
133.5, 0, -186000, 52207.3, -242.885
134, 0, -184926, 51917.4, -199.85
134.5, 0, -183852, 51627.6, -156.745
135, 0, -182779, 51337.8, -113.573
135.5, 0, -181705, 51048, -70.3311
136, 0, -180631, 50758.2, -27.0211
136.5, 0, -179557, 50468.4, 16.3576
137, 0, -178483, 50178.6, 59.8049
137.5, 0, -177409, 49888.9, 103.321
138, 0, -176335, 49599.1, 146.905
138.5, 0, -175262, 49309.3, 190.558
139, 0, -174188, 49019.6, 234.28
139.5, 0, -173114, 48729.8, 278.071
140, 0, -171989, 48485.8, 203.072
140.5, 0, -170884, 48240.9, 122.101
141, 0, -169803, 47990.1, 47.6586
141.5, 0, -168885, 47739.8, 20.5307
142, 0, -167974, 47488.3, -2.36055
142.5, 0, -167065, 47235.4, -23.3328
143, 0, -166156, 46981.1, -42.3859
143.5, 0, -165247, 46725.4, -59.5201
144, 0, -164339, 46468.3, -74.7352
144.5, 0, -163432, 46209.7, -88.0312
145, 0, -162525, 45949.7, -99.4083
145.5, 0, -161619, 45688.3, -108.866
146, 0, -160714, 45425.5, -116.405
146.5, 0, -159809, 45161.3, -122.025
147, 0, -158905, 44895.6, -125.726
147.5, 0, -158001, 44628.5, -127.508
148, 0, -157098, 44360, -127.371
148.5, 0, -156196, 44090.1, -125.314
149, 0, -155300, 43847.3, -169.503
149.5, 0, -154436, 43617.2, -242.757
150, 0, -153604, 43380.1, -313.394
150.5, 0, -152853, 43167.1, -332.636
151, 0, -152132, 42972.1, -306.619
151.5, 0, -151396, 42770.8, -272.553
152, 0, -150644, 42563, -230.436
152.5, 0, -149875, 42348.9, -180.271
153, 0, -149098, 42081.5, -123.942
153.5, 0, -148318, 41783.6, -71.6852
154, 0, -147532, 41490.1, -24.9768
154.5, 0, -146740, 41201.1, 16.1832
155, 0, -145941, 40916.5, 51.7946
155.5, 0, -145137, 40636.4, 81.8576
156, 0, -144327, 40360.7, 106.372
156.5, 0, -143528, 40094.4, 116.5
157, 0, -142838, 39864.9, 66.7463
157.5, 0, -142146, 39637.3, 21.2964
158, 0, -141451, 39411.5, -19.8495
158.5, 0, -140753, 39187.5, -56.6912
159, 0, -140052, 38965.4, -89.2289
159.5, 0, -139348, 38745.1, -117.462
160, 0, -138642, 38526.6, -141.392
160.5, 0, -137932, 38310, -161.017
161, 0, -137220, 38095.2, -176.338
161.5, 0, -136505, 37882.2, -187.355
162, 0, -135787, 37671, -194.068
162.5, 0, -135066, 37461.7, -196.477
163, 0, -134343, 37254.2, -194.582
163.5, 0, -133617, 37048.6, -188.382
164, 0, -132901, 36860.5, -186.721
164.5, 0, -132197, 36672.6, -182.939
165, 0, -131502, 36483.2, -176.324
165.5, 0, -130818, 36292.4, -166.878
166, 0, -130143, 36100.2, -154.599
166.5, 0, -129479, 35906.7, -139.489
167, 0, -128824, 35711.7, -121.547
167.5, 0, -128180, 35515.3, -100.773
168, 0, -127545, 35317.5, -77.1675
168.5, 0, -126935, 35128.7, -60.3155
169, 0, -126363, 34962.7, -65.9187
169.5, 0, -125793, 34793.7, -71.7767
170, 0, -125225, 34621.7, -77.8895
170.5, 0, -124660, 34446.8, -84.2571
171, 0, -124097, 34268.8, -90.8795
171.5, 0, -123536, 34087.9, -97.7566
172, 0, -122977, 33904, -104.888
172.5, 0, -122421, 33717.2, -112.275
173, 0, -121866, 33527.3, -119.917
173.5, 0, -121314, 33334.5, -127.813
174, 0, -120764, 33138.7, -135.964
174.5, 0, -120217, 32939.9, -144.37
175, 0, -119671, 32738.2, -153.03
175.5, 0, -119128, 32533.5, -161.946
176, 0, -118587, 32325.8, -171.116
176.5, 0, -118042, 32121.8, -174.541
177, 0, -117466, 31950.8, -147.591
177.5, 0, -116898, 31778.7, -122.142
178, 0, -116337, 31605.5, -98.195
178.5, 0, -115784, 31431.1, -75.7493
179, 0, -115238, 31255.7, -54.805
179.5, 0, -114700, 31079, -35.3623
180, 0, -114271, 30912.7, -5.55934
180.5, 0, -113844, 30746.8, 24.6456
181, 0, -113418, 30581, 54.9306
181.5, 0, -112963, 30420.8, 73.5815
182, 0, -112461, 30270.1, 71.0303
182.5, 0, -111959, 30118.9, 68.1449
183, 0, -111459, 29967.1, 64.925
183.5, 0, -110961, 29814.7, 61.3709
184, 0, -110464, 29661.7, 57.4824
184.5, 0, -109968, 29508.1, 53.2596
185, 0, -109474, 29353.9, 48.7024
185.5, 0, -108981, 29199.2, 43.8109
186, 0, -108490, 29043.9, 38.585
186.5, 0, -108000, 28888, 33.0249
187, 0, -107511, 28731.5, 27.1304
187.5, 0, -107024, 28574.4, 20.9015
188, 0, -106539, 28416.7, 14.3383
188.5, 0, -106055, 28258.5, 7.44079
189, 0, -105572, 28099.6, 0.208928
189.5, 0, -105090, 27940.2, -7.35727
190, 0, -104610, 27780.2, -15.2578
190.5, 0, -104132, 27619.6, -23.4927
191, 0, -103655, 27458.4, -32.0619
191.5, 0, -103179, 27296.7, -40.9654
192, 0, -102705, 27134.3, -50.2033
192.5, 0, -102294, 26985.6, -42.8084
193, 0, -101916, 26846.2, -27.8833
193.5, 0, -101535, 26708.4, -15.3982
194, 0, -101151, 26572.3, -5.35314
194.5, 0, -100764, 26437.8, 2.25194
195, 0, -100374, 26305, 7.417
195.5, 0, -99981.5, 26173.9, 10.1421
196, 0, -99585.7, 26044.4, 10.4271
196.5, 0, -99187, 25916.7, 8.27213
197, 0, -98785.2, 25790.5, 3.67715
197.5, 0, -98380.5, 25666.1, -3.35785
198, 0, -97972.9, 25543.3, -12.8329
198.5, 0, -97562.3, 25422.1, -24.7479
199, 0, -97145.7, 25299.8, -41.9127
199.5, 0, -96725.1, 25170.2, -67.542
200, 0, -96313.4, 25040.9, -92.5638
200.5, 0, -95910.6, 24911.8, -116.978
201, 0, -95541.5, 24784.4, -112.299
201.5, 0, -95181.8, 24657.4, -97.9226
202, 0, -94822.2, 24530.4, -83.5128
202.5, 0, -94462.6, 24403.4, -69.0696
203, 0, -94102.9, 24276.5, -54.5932
203.5, 0, -93743.3, 24149.5, -40.0835
204, 0, -93383.6, 24022.5, -25.5405
204.5, 0, -93024, 23895.6, -10.9643
205, 0, -92664.3, 23768.6, 3.64525
205.5, 0, -92304.7, 23641.7, 18.2881
206, 0, -91945, 23514.8, 32.9642
206.5, 0, -91585.3, 23387.8, 47.6735
207, 0, -91225.7, 23260.9, 62.4162
207.5, 0, -90866, 23134, 77.1921
208, 0, -90506.4, 23007, 92.0013
208.5, 0, -90146.7, 22880.1, 106.844
209, 0, -89787, 22753.2, 121.72
209.5, 0, -89427.4, 22626.3, 136.629
210, 0, -89072.1, 22501.9, 142.367
210.5, 0, -88731.6, 22384.3, 121.886
211, 0, -88394.4, 22266.3, 101.496
211.5, 0, -88060.5, 22147.9, 81.1969
212, 0, -87732.6, 22028, 57.9894
212.5, 0, -87409.4, 21907.4, 34.8671
213, 0, -87089.1, 21787.2, 14.1383
213.5, 0, -86771.6, 21667.3, -4.19679
214, 0, -86457, 21547.7, -20.1383
214.5, 0, -86145.2, 21428.4, -33.6862
215, 0, -85836.3, 21309.5, -44.8404
215.5, 0, -85530.2, 21190.8, -53.6011
216, 0, -85226.9, 21072.4, -59.9681
216.5, 0, -84926.6, 20954.4, -63.9415
217, 0, -84629, 20836.7, -65.5213
217.5, 0, -84334.3, 20719.2, -64.7074
218, 0, -84042.5, 20602.1, -61.5
218.5, 0, -83753.5, 20485.3, -55.8989
219, 0, -83467.4, 20368.8, -47.9042
219.5, 0, -83184.1, 20252.6, -37.5159
220, 0, -82903.6, 20136.7, -24.734
220.5, 0, -82626.1, 20021.1, -9.55847
221, 0, -82351.3, 19905.9, 8.01069
221.5, 0, -82064.7, 19795.4, 9.24033
222, 0, -81770.2, 19687.6, 0.201786
222.5, 0, -81475.7, 19579.8, -8.92372
223, 0, -81181.2, 19472, -18.1362
223.5, 0, -80865.8, 19386.1, -9.53532
224, 0, -80553.9, 19299.7, 0.0306061
224.5, 0, -80247.8, 19210.4, 8.78996
225, 0, -79947.4, 19118.3, 16.7427
225.5, 0, -79652.9, 19023.3, 23.8889
226, 0, -79364.2, 18925.4, 30.2286
226.5, 0, -79081.3, 18824.7, 35.7616
227, 0, -78804.2, 18721.2, 40.4881
227.5, 0, -78532.8, 18614.8, 44.408
228, 0, -78267.3, 18505.5, 47.5213
228.5, 0, -78007.5, 18393.4, 49.8281
229, 0, -77753.6, 18278.4, 51.3283
229.5, 0, -77505.5, 18160.6, 52.0219
230, 0, -77263.1, 18039.9, 51.9089
230.5, 0, -77026.6, 17916.3, 50.9894
231, 0, -76771, 17820.2, 37.7528
231.5, 0, -76514.9, 17724.7, 24.7058
232, 0, -76258.8, 17629.4, 12.0523
232.5, 0, -76002.6, 17534.2, -0.207854
233, 0, -75746.3, 17439.1, -12.0745
233.5, 0, -75490, 17344.2, -23.5477
234, 0, -75233.6, 17249.5, -34.6275
234.5, 0, -74977.1, 17154.8, -45.3137
235, 0, -74721.4, 17063.9, -48.8809
235.5, 0, -74468.9, 16979, -40.6487
236, 0, -74218.8, 16893.3, -32.8379
236.5, 0, -73971.1, 16806.8, -25.4482
237, 0, -73725.7, 16719.7, -18.4798
237.5, 0, -73482.7, 16631.9, -11.9327
238, 0, -73242.1, 16543.3, -5.80682
238.5, 0, -73003.9, 16454, -0.10218
239, 0, -72768.1, 16364.1, 5.18121
239.5, 0, -72534.7, 16273.4, 10.0434
240, 0, -72303.6, 16182, 14.4842
240.5, 0, -72074.9, 16089.8, 18.5039
241, 0, -71848.6, 15997, 22.1023
241.5, 0, -71624.7, 15903.4, 25.2794
242, 0, -71403.2, 15809.2, 28.0353
242.5, 0, -71183.8, 15715, 29.8339
243, 0, -70962.2, 15631.5, 23.9634
243.5, 0, -70740.6, 15548.1, 17.6855
244, 0, -70518.9, 15464.8, 11.0003
244.5, 0, -70297.1, 15381.7, 3.90757
245, 0, -70075.3, 15298.7, -3.59252
245.5, 0, -69853.4, 15215.9, -11.5
246, 0, -69631.5, 15133.3, -19.8149
246.5, 0, -69409.5, 15050.7, -28.5372
247, 0, -69189.8, 14969.6, -33.7092
247.5, 0, -68981.8, 14893.5, -21.518
248, 0, -68775.1, 14816.7, -10.3023
248.5, 0, -68569.9, 14739.1, -0.0620646
249, 0, -68366.1, 14660.8, 9.20261
249.5, 0, -68163.6, 14581.7, 17.4918
250, 0, -67962.6, 14501.8, 24.8054
250.5, 0, -67762.9, 14421.2, 31.1435
251, 0, -67564.7, 14339.8, 36.5061
251.5, 0, -67367.8, 14257.6, 40.8932
252, 0, -67172.3, 14174.7, 44.3048
252.5, 0, -66978.3, 14091, 46.7408
253, 0, -66785.6, 14006.6, 48.2013
253.5, 0, -66594.3, 13921.4, 48.6864
254, 0, -66404.4, 13835.4, 48.1959
254.5, 0, -66215.9, 13748.7, 46.7298
255, 0, -66026.4, 13666.8, 41.8008
255.5, 0, -65833.9, 13592.1, 33.3079
256, 0, -65641.4, 13517.4, 24.815
256.5, 0, -65449, 13442.7, 16.3221
257, 0, -65256.5, 13368, 7.82919
257.5, 0, -65064.1, 13293.3, -0.663712
258, 0, -64871.6, 13218.6, -9.15661
258.5, 0, -64679.2, 13143.9, -17.6495
259, 0, -64486.7, 13069.2, -26.1424
259.5, 0, -64293.5, 12995.3, -29.8689
260, 0, -64099.5, 12924, -19.6092
260.5, 0, -63907.8, 12852.6, -10.0749
261, 0, -63718.6, 12781, -1.26596
261.5, 0, -63531.7, 12709.2, 6.8176
262, 0, -63347.2, 12637.2, 14.1758
262.5, 0, -63165.1, 12565.1, 20.8086
263, 0, -62985.4, 12492.9, 26.716
263.5, 0, -62808.1, 12420.4, 31.8981
264, 0, -62633.2, 12347.8, 36.3548
264.5, 0, -62460.7, 12275.1, 40.0861
265, 0, -62290.5, 12202.1, 43.092
265.5, 0, -62122.7, 12129, 45.3726
266, 0, -61957.4, 12055.8, 46.9278
266.5, 0, -61794.4, 11982.4, 47.7576
267, 0, -61633.8, 11908.8, 47.862
267.5, 0, -61475.6, 11835, 47.241
268, 0, -61311.4, 11767.3, 38.8046
268.5, 0, -61144.9, 11701.5, 29.0189
269, 0, -60978.3, 11635.8, 20.1946
269.5, 0, -60811.6, 11570.1, 12.3317
270, 0, -60644.9, 11504.6, 5.43014
270.5, 0, -60478.1, 11439.1, -0.510002
271, 0, -60311.2, 11373.7, -5.48875
271.5, 0, -60144.3, 11308.4, -9.50611
272, 0, -59977.3, 11243.2, -12.5621
272.5, 0, -59810.2, 11178.1, -14.6566
273, 0, -59643, 11113, -15.7898
273.5, 0, -59475.8, 11048.1, -15.9616
274, 0, -59310.9, 10984.3, -13.9912
274.5, 0, -59151.9, 10922.3, -9.66608
275, 0, -58995.5, 10860.4, -5.432
275.5, 0, -58841.5, 10798.3, -1.28901
276, 0, -58690, 10736.2, 2.7629
276.5, 0, -58541, 10674, 6.72372
277, 0, -58394.5, 10611.8, 10.5935
277.5, 0, -58250.5, 10549.5, 14.3721
278, 0, -58109, 10487.1, 18.0597
278.5, 0, -57970, 10424.7, 21.6562
279, 0, -57833.5, 10362.1, 25.1616
279.5, 0, -57699.5, 10299.6, 28.5759
280, 0, -57568, 10236.9, 31.8991
280.5, 0, -57439, 10174.2, 35.1313
281, 0, -57296.7, 10114.2, 32.7648
281.5, 0, -57151.3, 10054.5, 29.3458
282, 0, -57006.1, 9994.71, 26.0531
282.5, 0, -56860.8, 9934.74, 22.8865
283, 0, -56715.7, 9874.6, 19.8461
283.5, 0, -56570.6, 9814.29, 16.9319
284, 0, -56425.6, 9753.82, 14.1439
284.5, 0, -56280.7, 9693.18, 11.482
285, 0, -56135.8, 9632.38, 8.9464
285.5, 0, -55991, 9571.42, 6.53695
286, 0, -55846.2, 9510.28, 4.25368
286.5, 0, -55701.6, 9448.99, 2.09661
287, 0, -55558.5, 9388.02, -0.0330974
287.5, 0, -55433.5, 9332.76, -3.25191
288, 0, -55308.4, 9277.5, -6.47103
288.5, 0, -55183.4, 9222.23, -9.69046
289, 0, -55058.3, 9166.97, -12.9102
289.5, 0, -54933.3, 9111.71, -16.1302
290, 0, -54808.3, 9056.45, -19.3506
290.5, 0, -54683.2, 9001.18, -22.5712
291, 0, -54558.2, 8945.92, -25.7922
291.5, 0, -54433.1, 8890.65, -29.0134
292, 0, -54308.1, 8835.39, -32.235
292.5, 0, -54183.1, 8780.13, -35.4569
293, 0, -54058, 8724.86, -38.6791
293.5, 0, -53933, 8669.6, -41.9016
294, 0, -53806.7, 8614.33, -44.1778
294.5, 0, -53669.9, 8559.09, -37.7819
295, 0, -53534.6, 8503.93, -31.8234
295.5, 0, -53400.9, 8448.86, -26.3024
296, 0, -53268.7, 8393.87, -21.2188
296.5, 0, -53138, 8338.97, -16.5727
297, 0, -53008.9, 8284.15, -12.364
297.5, 0, -52881.4, 8229.42, -8.59274
298, 0, -52755.4, 8174.77, -5.25894
298.5, 0, -52630.9, 8120.2, -2.36258
299, 0, -52508.1, 8065.72, 0.0963309
299.5, 0, -52386.7, 8011.33, 2.1178
300, 0, -52266.9, 7957.02, 3.70182
300.5, 0, -52157.1, 7905.19, -0.245492
301, 0, -52050.6, 7854.44, -5.68597
301.5, 0, -51944.4, 7803.94, -10.6477
302, 0, -51838.3, 7753.68, -15.1306
302.5, 0, -51732.4, 7703.65, -19.1347
303, 0, -51626.7, 7653.87, -22.66
303.5, 0, -51521.1, 7604.33, -25.7065
304, 0, -51415.7, 7555.03, -28.2743
304.5, 0, -51310.5, 7505.97, -30.3632
305, 0, -51205.5, 7457.15, -31.9734
305.5, 0, -51100.7, 7408.57, -33.1048
306, 0, -50996, 7360.23, -33.7573
306.5, 0, -50891.5, 7312.13, -33.9311
307, 0, -50787.2, 7264.27, -33.6262
307.5, 0, -50683.1, 7216.65, -32.8424
308, 0, -50579.2, 7169.27, -31.5798
308.5, 0, -50475.4, 7122.13, -29.8384
309, 0, -50367.7, 7075.52, -26.8048
309.5, 0, -50256.9, 7029.31, -22.9731
310, 0, -50146.7, 6983.24, -19.1375
310.5, 0, -50037.1, 6937.32, -15.2981
311, 0, -49928, 6891.54, -11.4547
311.5, 0, -49819.5, 6845.9, -7.60743
312, 0, -49711.6, 6800.41, -3.75628
312.5, 0, -49608.1, 6754.87, 0.37
