x,y,sigxx,sigyy,sigxy
110, 0, -505723, 137639, -65.4236
110.5, 0, -502215, 136861, -51.5311
111, 0, -498707, 136083, -37.6391
111.5, 0, -495199, 135305, -23.7475
112, 0, -491691, 134527, -9.85644
112.5, 0, -488183, 133749, 4.0342
113, 0, -484676, 132971, 17.9244
113.5, 0, -481168, 132193, 31.8141
114, 0, -477660, 131415, 45.7033
114.5, 0, -474209, 130644, 18.6854
115, 0, -470981, 129915, -204.122
115.5, 0, -467748, 129204, -483.149
116, 0, -464489, 128504, -545.966
116.5, 0, -461291, 127793, -469.376
117, 0, -458178, 127068, -392.569
117.5, 0, -455151, 126329, -315.544
118, 0, -452211, 125576, -238.302
118.5, 0, -449357, 124809, -160.842
119, 0, -446590, 124028, -83.1644
119.5, 0, -443908, 123233, -5.26924
120, 0, -441313, 122424, 72.8436
120.5, 0, -438804, 121601, 151.174
121, 0, -436382, 120765, 229.722
121.5, 0, -434045, 119914, 308.488
122, 0, -431795, 119049, 387.471
122.5, 0, -429470, 118208, 344.591
123, 0, -426758, 117437, -31.6369
123.5, 0, -424051, 116638, -412.32
124, 0, -420780, 116135, -346.121
124.5, 0, -417588, 115615, -286.569
125, 0, -414473, 115077, -233.662
125.5, 0, -411437, 114522, -187.402
126, 0, -408478, 113949, -147.787
126.5, 0, -405597, 113359, -114.819
127, 0, -402795, 112751, -88.4962
127.5, 0, -400070, 112126, -68.8197
128, 0, -397423, 111483, -55.7892
128.5, 0, -394854, 110823, -49.4047
129, 0, -392364, 110146, -49.6663
129.5, 0, -389951, 109451, -56.5738
130, 0, -387616, 108738, -70.1274
130.5, 0, -385359, 108008, -90.3269
131, 0, -383099, 107354, -249.771
131.5, 0, -380801, 106756, -473.397
132, 0, -378500, 106161, -674.428
132.5, 0, -376312, 105579, -657.53
133, 0, -374165, 104999, -571.729
133.5, 0, -372017, 104419, -485.792
134, 0, -369869, 103839, -399.717
134.5, 0, -367721, 103260, -313.505
135, 0, -365573, 102680, -227.155
135.5, 0, -363425, 102100, -140.668
136, 0, -361277, 101521, -54.0445
136.5, 0, -359130, 100941, 32.7167
137, 0, -356982, 100362, 119.615
137.5, 0, -354834, 99782.1, 206.651
138, 0, -352686, 99202.5, 293.823
138.5, 0, -350538, 98623, 381.134
139, 0, -348391, 98043.4, 468.581
139.5, 0, -346243, 97463.9, 556.165
140, 0, -343994, 96975.9, 406.161
140.5, 0, -341782, 96486, 244.214
141, 0, -339622, 95984.4, 95.3213
141.5, 0, -337784, 95483.8, 41.0632
142, 0, -335963, 94980.8, -4.72131
142.5, 0, -334144, 94475, -46.6676
143, 0, -332326, 93966.4, -84.7756
143.5, 0, -330509, 93454.9, -119.045
144, 0, -328693, 92940.6, -149.477
144.5, 0, -326878, 92423.4, -176.07
145, 0, -325065, 91903.4, -198.825
145.5, 0, -323253, 91380.6, -217.742
146, 0, -321442, 90854.9, -232.821
146.5, 0, -319632, 90326.4, -244.061
147, 0, -317824, 89795.1, -251.463
147.5, 0, -316016, 89260.9, -255.027
148, 0, -314210, 88723.9, -254.752
148.5, 0, -312405, 88184.1, -250.64
149, 0, -310614, 87698.4, -339.021
149.5, 0, -308885, 87238.2, -485.536
150, 0, -307222, 86763.9, -626.815
150.5, 0, -305719, 86338, -665.301
151, 0, -304277, 85948, -613.265
151.5, 0, -302805, 85545.3, -545.129
152, 0, -301300, 85129.8, -460.893
152.5, 0, -299764, 84701.6, -360.557
153, 0, -298210, 84166.7, -247.895
153.5, 0, -296649, 83570.8, -143.377
154, 0, -295077, 82983.9, -49.9557
154.5, 0, -293492, 82405.8, 32.3678
155, 0, -291896, 81836.6, 103.594
155.5, 0, -290287, 81276.3, 163.722
156, 0, -288667, 80724.9, 212.753
156.5, 0, -287068, 80192.3, 233.011
157, 0, -285689, 79733.3, 133.498
157.5, 0, -284304, 79278.1, 42.5946
158, 0, -282914, 78826.4, -39.7007
158.5, 0, -281518, 78378.5, -113.387
159, 0, -280116, 77934.2, -178.466
159.5, 0, -278708, 77493.5, -234.935
160, 0, -277295, 77056.6, -282.796
160.5, 0, -275876, 76623.3, -322.048
161, 0, -274452, 76193.6, -352.692
161.5, 0, -273022, 75767.7, -374.727
162, 0, -271586, 75345.4, -388.153
162.5, 0, -270145, 74926.7, -392.971
163, 0, -268698, 74511.7, -389.18
163.5, 0, -267245, 74100.4, -376.781
164, 0, -265814, 73724.3, -373.459
164.5, 0, -264405, 73348.3, -365.893
165, 0, -263016, 72969.6, -352.664
165.5, 0, -261647, 72588, -333.77
166, 0, -260298, 72203.6, -309.212
166.5, 0, -258969, 71816.5, -278.991
167, 0, -257660, 71426.5, -243.105
167.5, 0, -256371, 71033.7, -201.555
168, 0, -255102, 70638.1, -154.342
168.5, 0, -253881, 70260.5, -120.636
169, 0, -252737, 69928.4, -131.843
169.5, 0, -251597, 69590.4, -143.56
170, 0, -250462, 69246.4, -155.786
170.5, 0, -249331, 68896.5, -168.522
171, 0, -248204, 68540.6, -181.767
171.5, 0, -247082, 68178.8, -195.522
172, 0, -245965, 67811, -209.786
172.5, 0, -244852, 67437.3, -224.56
173, 0, -243743, 67057.6, -239.844
173.5, 0, -242639, 66671.9, -255.637
174, 0, -241539, 66280.3, -271.94
174.5, 0, -240444, 65882.8, -288.752
175, 0, -239353, 65479.3, -306.074
175.5, 0, -238267, 65069.8, -323.905
176, 0, -237185, 64654.4, -342.246
176.5, 0, -236094, 64246.4, -349.098
177, 0, -234943, 63904.4, -295.195
177.5, 0, -233806, 63560.2, -244.295
178, 0, -232685, 63213.7, -196.399
178.5, 0, -231578, 62865, -151.505
179, 0, -230487, 62514, -109.615
179.5, 0, -229410, 62160.8, -70.7277
180, 0, -228551, 61828.2, -11.1192
180.5, 0, -227698, 61496.3, 49.2934
181, 0, -226845, 61164.6, 109.866
181.5, 0, -225937, 60844.2, 147.169
182, 0, -224931, 60542.9, 142.067
182.5, 0, -223928, 60240.4, 136.296
183, 0, -222929, 59936.7, 129.856
183.5, 0, -221931, 59631.9, 122.747
184, 0, -220937, 59325.9, 114.97
184.5, 0, -219946, 59018.8, 106.524
185, 0, -218958, 58710.5, 97.409
185.5, 0, -217972, 58401, 87.6256
186, 0, -216989, 58090.3, 77.1735
186.5, 0, -216009, 57778.5, 66.0526
187, 0, -215032, 57465.5, 54.2631
187.5, 0, -214058, 57151.3, 41.8048
188, 0, -213087, 56835.9, 28.6779
188.5, 0, -212118, 56519.4, 14.8822
189, 0, -211153, 56201.7, 0.417875
189.5, 0, -210190, 55882.9, -14.7152
190, 0, -209230, 55562.9, -30.5169
190.5, 0, -208273, 55241.7, -46.9874
191, 0, -207319, 54919.3, -64.1266
191.5, 0, -206368, 54595.8, -81.9344
192, 0, -205419, 54271.1, -100.411
192.5, 0, -204597, 53973.6, -85.6206
193, 0, -203841, 53694.7, -55.7691
193.5, 0, -203079, 53419.1, -30.7978
194, 0, -202311, 53146.8, -10.7067
194.5, 0, -201537, 52877.9, 4.50408
195, 0, -200757, 52612.3, 14.8347
195.5, 0, -199972, 52350.1, 20.285
196, 0, -199180, 52091.2, 20.8551
196.5, 0, -198383, 51835.6, 16.545
197, 0, -197579, 51583.3, 7.35461
197.5, 0, -196770, 51334.4, -6.71599
198, 0, -195954, 51088.8, -25.6668
198.5, 0, -195133, 50846.5, -49.4979
199, 0, -194300, 50601.9, -83.8291
199.5, 0, -193459, 50342.7, -135.09
200, 0, -192635, 50084, -185.136
200.5, 0, -191830, 49825.9, -233.967
201, 0, -191091, 49570.9, -224.608
201.5, 0, -190372, 49316.9, -195.854
202, 0, -189653, 49063, -167.033
202.5, 0, -188933, 48809, -138.145
203, 0, -188214, 48555.1, -109.191
203.5, 0, -187495, 48301.1, -80.1705
204, 0, -186775, 48047.2, -51.0833
204.5, 0, -186056, 47793.3, -21.9295
205, 0, -185337, 47539.4, 7.29083
205.5, 0, -184617, 47285.5, 36.5777
206, 0, -183898, 47031.6, 65.9312
206.5, 0, -183179, 46777.7, 95.3512
207, 0, -182459, 46523.8, 124.838
207.5, 0, -181740, 46269.9, 154.391
208, 0, -181021, 46016.1, 184.011
208.5, 0, -180301, 45762.3, 213.697
209, 0, -179582, 45508.4, 243.45
209.5, 0, -178863, 45254.6, 273.269
210, 0, -178152, 45005.7, 284.747
210.5, 0, -177471, 44770.5, 243.784
211, 0, -176797, 44534.5, 203.002
211.5, 0, -176129, 44297.7, 162.401
212, 0, -175473, 44057.9, 115.984
212.5, 0, -174826, 43816.8, 69.7372
213, 0, -174186, 43576.4, 28.2779
213.5, 0, -173551, 43336.5, -8.39394
214, 0, -172922, 43097.3, -40.2783
214.5, 0, -172298, 42858.8, -67.3753
215, 0, -171680, 42620.8, -89.6847
215.5, 0, -171068, 42383.4, -107.207
216, 0, -170461, 42146.7, -119.941
216.5, 0, -169861, 41910.6, -127.889
217, 0, -169265, 41675.1, -131.048
217.5, 0, -168676, 41440.2, -129.421
218, 0, -168092, 41206, -123.005
218.5, 0, -167514, 40972.4, -111.803
219, 0, -166942, 40739.3, -95.8126
219.5, 0, -166375, 40506.9, -75.0351
220, 0, -165815, 40275.2, -49.4702
220.5, 0, -165259, 40044, -19.1178
221, 0, -164710, 39813.5, 16.0221
221.5, 0, -164137, 39592.5, 18.4815
222, 0, -163548, 39376.9, 0.40359
222.5, 0, -162959, 39161.2, -17.8482
223, 0, -162370, 38945.6, -36.2739
223.5, 0, -161739, 38773.9, -19.0715
224, 0, -161115, 38601.1, 0.0612149
224.5, 0, -160503, 38422.5, 17.5807
225, 0, -159902, 38238.2, 33.4869
225.5, 0, -159313, 38048.2, 47.78
226, 0, -158735, 37852.5, 60.4598
226.5, 0, -158169, 37651.1, 71.5264
227, 0, -157615, 37444, 80.9797
227.5, 0, -157072, 37231.2, 88.8199
228, 0, -156541, 37012.6, 95.0468
228.5, 0, -156022, 36788.3, 99.6605
229, 0, -155514, 36558.4, 102.661
229.5, 0, -155018, 36322.7, 104.048
230, 0, -154533, 36081.3, 103.822
230.5, 0, -154060, 35834.2, 101.983
231, 0, -153549, 35641.9, 75.509
231.5, 0, -153036, 35451, 49.4138
232, 0, -152524, 35260.3, 24.1056
232.5, 0, -152012, 35069.9, -0.415726
233, 0, -151499, 34879.8, -24.1501
233.5, 0, -150987, 34690, -47.0975
234, 0, -150474, 34500.4, -69.2579
234.5, 0, -149961, 34311.2, -90.6314
235, 0, -149449, 34129.4, -97.766
235.5, 0, -148944, 33959.4, -81.301
236, 0, -148444, 33788, -65.6786
236.5, 0, -147949, 33615.1, -50.8987
237, 0, -147458, 33440.9, -36.9613
237.5, 0, -146972, 33265.2, -23.8665
238, 0, -146491, 33088.1, -11.6141
238.5, 0, -146014, 32909.5, -0.204369
239, 0, -145543, 32729.5, 10.3629
239.5, 0, -145076, 32548.1, 20.0876
240, 0, -144614, 32365.3, 28.9698
240.5, 0, -144156, 32181.1, 37.0094
241, 0, -143704, 31995.4, 44.2065
241.5, 0, -143256, 31808.3, 50.5611
242, 0, -142813, 31619.7, 56.0731
242.5, 0, -142374, 31431.4, 59.6704
243, 0, -141931, 31264.3, 47.9289
243.5, 0, -141487, 31097.5, 35.3726
244, 0, -141044, 30931, 22.0015
244.5, 0, -140600, 30764.7, 7.81549
245, 0, -140157, 30598.8, -7.18535
245.5, 0, -139713, 30433.2, -23.001
246, 0, -139269, 30267.8, -39.6316
246.5, 0, -138825, 30102.8, -57.077
247, 0, -138386, 29940.5, -67.4213
247.5, 0, -137970, 29788.3, -43.0378
248, 0, -137556, 29634.7, -20.6054
248.5, 0, -137146, 29479.5, -0.124135
249, 0, -136738, 29322.8, 18.406
249.5, 0, -136333, 29164.6, 34.985
250, 0, -135931, 29004.9, 49.6129
250.5, 0, -135532, 28843.6, 62.2897
251, 0, -135135, 28680.8, 73.0154
251.5, 0, -134741, 28516.5, 81.79
252, 0, -134351, 28350.7, 88.6134
252.5, 0, -133962, 28183.3, 93.4857
253, 0, -133577, 28014.4, 96.4069
253.5, 0, -133194, 27844, 97.377
254, 0, -132815, 27672.1, 96.3959
254.5, 0, -132438, 27498.6, 93.4638
255, 0, -132058, 27334.8, 83.6052
255.5, 0, -131674, 27185.4, 66.6187
256, 0, -131289, 27036, 49.6322
256.5, 0, -130904, 26886.6, 32.6456
257, 0, -130519, 26737.1, 15.6591
257.5, 0, -130134, 26587.7, -1.32748
258, 0, -129749, 26438.3, -18.314
258.5, 0, -129364, 26288.9, -35.3006
259, 0, -128979, 26139.4, -52.2871
259.5, 0, -128593, 25991.8, -59.7404
260, 0, -128205, 25849.2, -39.2202
260.5, 0, -127821, 25706.3, -20.1507
261, 0, -127443, 25563, -2.53204
261.5, 0, -127069, 25419.5, 13.6358
262, 0, -126700, 25275.6, 28.3528
262.5, 0, -126336, 25131.4, 41.619
263, 0, -125976, 24986.8, 53.4344
263.5, 0, -125622, 24841.9, 63.799
264, 0, -125272, 24696.7, 72.7127
264.5, 0, -124927, 24551.2, 80.1757
265, 0, -124586, 24405.3, 86.1878
265.5, 0, -124251, 24259.1, 90.7491
266, 0, -123920, 24112.6, 93.8596
266.5, 0, -123594, 23965.8, 95.5193
267, 0, -123273, 23818.6, 95.7281
267.5, 0, -122957, 23671.1, 94.4862
268, 0, -122628, 23535.7, 77.6126
268.5, 0, -122295, 23404, 58.0403
269, 0, -121962, 23272.6, 40.3909
269.5, 0, -121629, 23141.3, 24.6644
270, 0, -121295, 23010.2, 10.8607
270.5, 0, -120961, 22879.2, -1.02005
271, 0, -120628, 22748.4, -10.978
271.5, 0, -120294, 22617.8, -19.013
272, 0, -119960, 22487.4, -25.1252
272.5, 0, -119626, 22357.1, -29.3146
273, 0, -119291, 22227, -31.581
273.5, 0, -118957, 22097.1, -31.9246
274, 0, -118627, 21969.5, -27.9837
274.5, 0, -118309, 21845.6, -19.333
275, 0, -117996, 21721.7, -10.8645
275.5, 0, -117688, 21597.6, -2.57813
276, 0, -117385, 21473.4, 5.52604
276.5, 0, -117087, 21349, 13.448
277, 0, -116794, 21224.5, 21.1878
277.5, 0, -116506, 21099.9, 28.7455
278, 0, -116223, 20975.1, 36.1209
278.5, 0, -115945, 20850.2, 43.3142
279, 0, -115672, 20725.2, 50.3253
279.5, 0, -115404, 20600, 57.1543
280, 0, -115141, 20474.8, 63.801
280.5, 0, -114883, 20349.3, 70.2656
281, 0, -114598, 20229.2, 65.5325
281.5, 0, -114308, 20109.9, 58.6942
282, 0, -114017, 19990.3, 52.1084
282.5, 0, -113727, 19870.3, 45.775
283, 0, -113436, 19750.1, 39.6939
283.5, 0, -113146, 19629.4, 33.8653
284, 0, -112856, 19508.5, 28.289
284.5, 0, -112566, 19387.2, 22.9651
285, 0, -112276, 19265.6, 17.8936
285.5, 0, -111987, 19143.7, 13.0745
286, 0, -111697, 19021.4, 8.50774
286.5, 0, -111408, 18898.8, 4.1934
287, 0, -111122, 18776.9, -0.0661976
287.5, 0, -110872, 18666.3, -6.50411
288, 0, -110622, 18555.8, -12.9426
288.5, 0, -110372, 18445.3, -19.3818
289, 0, -110121, 18334.7, -25.8215
289.5, 0, -109871, 18224.2, -32.2619
290, 0, -109621, 18113.7, -38.7028
290.5, 0, -109371, 18003.2, -45.1444
291, 0, -109121, 17892.6, -51.5866
291.5, 0, -108871, 17782.1, -58.0294
292, 0, -108621, 17671.6, -64.4728
292.5, 0, -108371, 17561, -70.9169
293, 0, -108121, 17450.5, -77.3615
293.5, 0, -107871, 17339.9, -83.8068
294, 0, -107618, 17229.4, -88.3595
294.5, 0, -107344, 17118.9, -75.5671
295, 0, -107074, 17008.6, -63.6497
295.5, 0, -106806, 16898.5, -52.6071
296, 0, -106542, 16788.5, -42.4395
296.5, 0, -106281, 16678.7, -33.1468
297, 0, -106022, 16569, -24.7291
297.5, 0, -105767, 16459.6, -17.1862
298, 0, -105515, 16350.3, -10.5183
298.5, 0, -105266, 16241.1, -4.72537
299, 0, -105021, 16132.2, 0.19267
299.5, 0, -104778, 16023.4, 4.23578
300, 0, -104538, 15914.7, 7.40396
300.5, 0, -104319, 15811.1, -0.491005
301, 0, -104106, 15709.6, -11.3724
301.5, 0, -103893, 15608.6, -21.2962
302, 0, -103681, 15508, -30.2624
302.5, 0, -103469, 15408, -38.271
303, 0, -103258, 15308.4, -45.322
303.5, 0, -103047, 15209.3, -51.4153
304, 0, -102836, 15110.7, -56.551
304.5, 0, -102626, 15012.6, -60.7291
305, 0, -102416, 14914.9, -63.9496
305.5, 0, -102206, 14817.8, -66.2124
306, 0, -101996, 14721.1, -67.5176
306.5, 0, -101788, 14624.9, -67.8653
307, 0, -101579, 14529.2, -67.2552
307.5, 0, -101371, 14433.9, -65.6876
308, 0, -101163, 14339.2, -63.1624
308.5, 0, -100955, 14244.9, -59.6795
309, 0, -100740, 14151.7, -53.612
309.5, 0, -100518, 14059.2, -45.9482
310, 0, -100298, 13967.1, -38.2767
310.5, 0, -100079, 13875.2, -30.5974
311, 0, -99860.4, 13783.7, -22.9104
311.5, 0, -99643.4, 13692.4, -15.2155
312, 0, -99427.5, 13601.4, -7.51289
312.5, 0, -99220.5, 13510.3, 0.740032
313, 0, -99027.3, 13418.8, 10.9476
313.5, 0, -98834, 13327.4, 22.6516
314, 0, -98640.6, 13236.1, 35.8523
314.5, 0, -98447.2, 13145, 50.5495
315, 0, -98253.7, 13054, 66.7433
315.5, 0, -98051.5, 12960, 59.5114
316, 0, -97850, 12866.3, 51.9365
316.5, 0, -97649.4, 12773, 44.8491
317, 0, -97449.8, 12680.1, 38.2491
317.5, 0, -97251, 12587.6, 32.1365
