x,y,sigxx,sigyy,sigxy,ux,vy
-1, -1, -1.22765e+07, -2.8398e+06, 111.336
-1, -0.98, -1.22765e+07, -2.8398e+06, 111.336
-1, -0.96, -1.22765e+07, -2.8398e+06, 111.336
-1, -0.94, -1.22728e+07, -2.8408e+06, 335.807
-1, -0.92, -1.22728e+07, -2.8408e+06, 335.807
-1, -0.9, -1.22728e+07, -2.8408e+06, 335.807
-1, -0.88, -1.22656e+07, -2.8429e+06, 683.966
-1, -0.86, -1.22656e+07, -2.8429e+06, 683.966
-1, -0.84, -1.2254e+07, -2.84653e+06, 1178.92
-1, -0.82, -1.2254e+07, -2.84653e+06, 1178.92
-1, -0.8, -1.22385e+07, -2.8516e+06, 1438.28
-1, -0.78, -1.22385e+07, -2.8516e+06, 1438.28
-1, -0.76, -1.22385e+07, -2.8516e+06, 1438.28
-1, -0.74, -1.22184e+07, -2.85866e+06, 2041.23
-1, -0.72, -1.22184e+07, -2.85866e+06, 2041.23
-1, -0.7, -1.21928e+07, -2.86835e+06, 2514.01
-1, -0.68, -1.21928e+07, -2.86835e+06, 2514.01
-1, -0.66, -1.21928e+07, -2.86835e+06, 2514.01
-1, -0.64, -1.21626e+07, -2.88055e+06, 3327.16
-1, -0.62, -1.21626e+07, -2.88055e+06, 3327.16
-1, -0.6, -1.21626e+07, -2.88055e+06, 3327.16
-1, -0.58, -1.21263e+07, -2.89619e+06, 3929.21
-1, -0.56, -1.21263e+07, -2.89619e+06, 3929.21
-1, -0.54, -1.20847e+07, -2.9152e+06, 5018.2
-1, -0.52, -1.20847e+07, -2.9152e+06, 5018.2
-1, -0.5, -1.20847e+07, -2.9152e+06, 5018.2
-1, -0.48, -1.20387e+07, -2.93737e+06, 5475.44
-1, -0.46, -1.20387e+07, -2.93737e+06, 5475.44
-1, -0.44, -1.19872e+07, -2.96336e+06, 8044.1
-1, -0.42, -1.19872e+07, -2.96336e+06, 8044.1
-1, -0.4, -1.1934e+07, -2.99141e+06, 8895.84
-1, -0.38, -1.1934e+07, -2.99141e+06, 8895.84
-1, -0.36, -1.1934e+07, -2.99141e+06, 8895.84
-1, -0.34, -1.18793e+07, -3.02132e+06, 9489.2
-1, -0.32, -1.18793e+07, -3.02132e+06, 9489.2
-1, -0.3, -1.1825e+07, -3.05198e+06, 9713.21
-1, -0.28, -1.1825e+07, -3.05198e+06, 9713.21
-1, -0.26, -1.1825e+07, -3.05198e+06, 9713.21
-1, -0.24, -1.17734e+07, -3.082e+06, 9471.41
-1, -0.22, -1.17734e+07, -3.082e+06, 9471.41
-1, -0.2, -1.1727e+07, -3.10975e+06, 8506.28
-1, -0.18, -1.1727e+07, -3.10975e+06, 8506.28
-1, -0.16, -1.1727e+07, -3.10975e+06, 8506.28
-1, -0.14, -1.1688e+07, -3.13377e+06, 7189.51
-1, -0.12, -1.1688e+07, -3.13377e+06, 7189.51
-1, -0.1, -1.16589e+07, -3.15241e+06, 5292.24
-1, -0.08, -1.16589e+07, -3.15241e+06, 5292.24
-1, -0.06, -1.16589e+07, -3.15241e+06, 5292.24
-1, -0.04, -1.16411e+07, -3.1647e+06, 3045.32
-1, -0.02, -1.16411e+07, -3.1647e+06, 3045.32
-1, 0, -1.16368e+07, -3.1702e+06, -320.694
-1, 0.02, -1.16368e+07, -3.1702e+06, -320.694
-1, 0.04, -1.16368e+07, -3.1702e+06, -320.694
-1, 0.06, -1.16481e+07, -3.16625e+06, -2542.53
-1, 0.08, -1.16481e+07, -3.16625e+06, -2542.53
-1, 0.1, -1.16709e+07, -3.15597e+06, -4416.27
-1, 0.12, -1.16709e+07, -3.15597e+06, -4416.27
-1, 0.14, -1.16709e+07, -3.15597e+06, -4416.27
-1, 0.16, -1.17036e+07, -3.14054e+06, -5719.79
-1, 0.18, -1.17036e+07, -3.14054e+06, -5719.79
-1, 0.2, -1.17443e+07, -3.12145e+06, -6640.83
-1, 0.22, -1.17443e+07, -3.12145e+06, -6640.83
-1, 0.24, -1.17443e+07, -3.12145e+06, -6640.83
-1, 0.26, -1.17905e+07, -3.10036e+06, -6869.26
-1, 0.28, -1.17905e+07, -3.10036e+06, -6869.26
-1, 0.3, -1.18398e+07, -3.07885e+06, -6628.48
-1, 0.32, -1.18398e+07, -3.07885e+06, -6628.48
-1, 0.34, -1.18398e+07, -3.07885e+06, -6628.48
-1, 0.36, -1.18903e+07, -3.05832e+06, -6017.75
-1, 0.38, -1.18903e+07, -3.05832e+06, -6017.75
-1, 0.4, -1.19401e+07, -3.03988e+06, -5130.65
-1, 0.42, -1.19401e+07, -3.03988e+06, -5130.65
-1, 0.44, -1.19401e+07, -3.03988e+06, -5130.65
-1, 0.46, -1.199e+07, -3.02376e+06, -3076.75
-1, 0.48, -1.199e+07, -3.02376e+06, -3076.75
-1, 0.5, -1.20175e+07, -3.0158e+06, -5392.59
-1, 0.52, -1.2036e+07, -3.01133e+06, -2401.27
-1, 0.54, -1.2036e+07, -3.01133e+06, -2401.27
-1, 0.56, -1.20771e+07, -3.0027e+06, -1640.01
-1, 0.58, -1.20771e+07, -3.0027e+06, -1640.01
-1, 0.6, -1.20771e+07, -3.0027e+06, -1640.01
-1, 0.62, -1.21167e+07, -2.99688e+06, -1051.45
-1, 0.64, -1.21167e+07, -2.99688e+06, -1051.45
-1, 0.66, -1.21501e+07, -2.9939e+06, -776.849
-1, 0.68, -1.21501e+07, -2.9939e+06, -776.849
-1, 0.7, -1.21501e+07, -2.9939e+06, -776.849
-1, 0.72, -1.21877e+07, -2.99321e+06, 89.9494
-1, 0.74, -1.21877e+07, -2.99321e+06, 89.9494
-1, 0.76, -1.22203e+07, -2.99406e+06, 332.378
-1, 0.78, -1.22203e+07, -2.99406e+06, 332.378
-1, 0.8, -1.22203e+07, -2.99406e+06, 332.378
-1, 0.82, -1.22524e+07, -2.9957e+06, 417.618
-1, 0.84, -1.22524e+07, -2.9957e+06, 417.618
-1, 0.86, -1.22847e+07, -2.99748e+06, 716.662
-1, 0.88, -1.22847e+07, -2.99748e+06, 716.662
-1, 0.9, -1.23016e+07, -2.99829e+06, 1033.77
-1, 0.92, -1.23178e+07, -2.99901e+06, 306.904
-1, 0.94, -1.23178e+07, -2.99901e+06, 306.904
-1, 0.96, -1.23597e+07, -2.99992e+06, 80.9175
-1, 0.98, -1.23597e+07, -2.99992e+06, 80.9175
-0.98, -1, -1.22765e+07, -2.8398e+06, 111.336
-0.98, -0.98, -1.22765e+07, -2.8398e+06, 111.336
-0.98, -0.96, -1.22764e+07, -2.84036e+06, 399.982
-0.98, -0.94, -1.22728e+07, -2.8408e+06, 335.807
-0.98, -0.92, -1.22728e+07, -2.8408e+06, 335.807
-0.98, -0.9, -1.22703e+07, -2.84166e+06, 962.449
-0.98, -0.88, -1.22656e+07, -2.8429e+06, 683.966
-0.98, -0.86, -1.22613e+07, -2.84441e+06, 1790.76
-0.98, -0.84, -1.2254e+07, -2.84653e+06, 1178.92
-0.98, -0.82, -1.2254e+07, -2.84653e+06, 1178.92
-0.98, -0.8, -1.22479e+07, -2.8486e+06, 2574.28
-0.98, -0.78, -1.22385e+07, -2.8516e+06, 1438.28
-0.98, -0.76, -1.22308e+07, -2.85436e+06, 3371.54
-0.98, -0.74, -1.22184e+07, -2.85866e+06, 2041.23
-0.98, -0.72, -1.22083e+07, -2.86245e+06, 4477.25
-0.98, -0.7, -1.22083e+07, -2.86245e+06, 4477.25
-0.98, -0.68, -1.21928e+07, -2.86835e+06, 2514.01
-0.98, -0.66, -1.21807e+07, -2.87316e+06, 5727.52
-0.98, -0.64, -1.21626e+07, -2.88055e+06, 3327.16
-0.98, -0.62, -1.21626e+07, -2.88055e+06, 3327.16
-0.98, -0.6, -1.21478e+07, -2.88678e+06, 7163.32
-0.98, -0.58, -1.21263e+07, -2.89619e+06, 3929.21
-0.98, -0.56, -1.21089e+07, -2.904e+06, 8841.66
-0.98, -0.54, -1.20847e+07, -2.9152e+06, 5018.2
-0.98, -0.52, -1.20847e+07, -2.9152e+06, 5018.2
-0.98, -0.5, -1.20653e+07, -2.92436e+06, 10444.6
-0.98, -0.48, -1.20387e+07, -2.93737e+06, 5475.44
-0.98, -0.46, -1.20165e+07, -2.94843e+06, 13420.9
-0.98, -0.44, -1.19872e+07, -2.96336e+06, 8044.1
-0.98, -0.42, -1.19872e+07, -2.96336e+06, 8044.1
-0.98, -0.4, -1.19639e+07, -2.97536e+06, 16955.4
-0.98, -0.38, -1.1934e+07, -2.99141e+06, 8895.84
-0.98, -0.36, -1.19103e+07, -3.00405e+06, 18411.8
-0.98, -0.34, -1.18793e+07, -3.02132e+06, 9489.2
-0.98, -0.32, -1.18793e+07, -3.02132e+06, 9489.2
-0.98, -0.3, -1.18561e+07, -3.03409e+06, 19285.8
-0.98, -0.28, -1.1825e+07, -3.05198e+06, 9713.21
-0.98, -0.26, -1.18031e+07, -3.06433e+06, 19348.8
-0.98, -0.24, -1.17734e+07, -3.082e+06, 9471.41
-0.98, -0.22, -1.17734e+07, -3.082e+06, 9471.41
-0.98, -0.2, -1.17538e+07, -3.0933e+06, 18234
-0.98, -0.18, -1.1727e+07, -3.10975e+06, 8506.28
-0.98, -0.16, -1.17104e+07, -3.11955e+06, 16073.3
-0.98, -0.14, -1.1688e+07, -3.13377e+06, 7189.51
-0.98, -0.12, -1.1688e+07, -3.13377e+06, 7189.51
-0.98, -0.1, -1.16752e+07, -3.14147e+06, 12964.8
-0.98, -0.08, -1.16589e+07, -3.15241e+06, 5292.24
-0.98, -0.06, -1.16503e+07, -3.1578e+06, 8935.92
-0.98, -0.04, -1.16411e+07, -3.1647e+06, 3045.32
-0.98, -0.02, -1.16411e+07, -3.1647e+06, 3045.32
-0.98, 0, -1.16368e+07, -3.1677e+06, 4412.89
-0.98, 0.02, -1.16368e+07, -3.1702e+06, -320.694
-0.98, 0.04, -1.16368e+07, -3.1702e+06, -320.694
-0.98, 0.06, -1.16418e+07, -3.16866e+06, -3463.98
-0.98, 0.08, -1.16481e+07, -3.16625e+06, -2542.53
-0.98, 0.1, -1.16604e+07, -3.16052e+06, -7441.23
-0.98, 0.12, -1.16709e+07, -3.15597e+06, -4416.27
-0.98, 0.14, -1.16709e+07, -3.15597e+06, -4416.27
-0.98, 0.16, -1.16895e+07, -3.14692e+06, -10514.8
-0.98, 0.18, -1.17036e+07, -3.14054e+06, -5719.79
-0.98, 0.2, -1.1727e+07, -3.12917e+06, -12614.5
-0.98, 0.22, -1.17443e+07, -3.12145e+06, -6640.83
-0.98, 0.24, -1.17443e+07, -3.12145e+06, -6640.83
-0.98, 0.26, -1.17709e+07, -3.10882e+06, -13672.5
-0.98, 0.28, -1.17905e+07, -3.10036e+06, -6869.26
-0.98, 0.3, -1.18188e+07, -3.08749e+06, -13579
-0.98, 0.32, -1.18398e+07, -3.07885e+06, -6628.48
-0.98, 0.34, -1.18398e+07, -3.07885e+06, -6628.48
-0.98, 0.36, -1.18685e+07, -3.06659e+06, -12668.3
-0.98, 0.38, -1.18903e+07, -3.05832e+06, -6017.75
-0.98, 0.4, -1.19183e+07, -3.04735e+06, -11165.3
-0.98, 0.42, -1.19401e+07, -3.03988e+06, -5130.65
-0.98, 0.44, -1.19401e+07, -3.03988e+06, -5130.65
-0.98, 0.46, -1.19686e+07, -3.03008e+06, -8096.78
-0.98, 0.48, -1.199e+07, -3.02376e+06, -3076.75
-0.98, 0.5, -1.20175e+07, -3.0158e+06, -5392.59
-0.98, 0.52, -1.20175e+07, -3.0158e+06, -5392.59
-0.98, 0.54, -1.2036e+07, -3.01133e+06, -2401.27
-0.98, 0.56, -1.20605e+07, -3.00563e+06, -3925.52
-0.98, 0.58, -1.20771e+07, -3.0027e+06, -1640.01
-0.98, 0.6, -1.21003e+07, -2.99879e+06, -2586.61
-0.98, 0.62, -1.21003e+07, -2.99879e+06, -2586.61
-0.98, 0.64, -1.21167e+07, -2.99688e+06, -1051.45
-0.98, 0.66, -1.21501e+07, -2.9939e+06, -776.849
