x,y,u1,u2,sxx,syy,sxy
0,-11.8,8.12569e-08,0.00126992,4.60277e+06,4.90676e+06,-281048
0,-11.7,9.62726e-08,0.00128515,4.81887e+06,5.33388e+06,-3.77717e+06
0,-11.6,1.08991e-07,0.00130387,5.35297e+06,6.03934e+06,-6.45243e+06
0,-11.5,1.19411e-07,0.00132607,6.20507e+06,7.02313e+06,-8.30681e+06
0,-11.4,1.27534e-07,0.00135176,7.37519e+06,8.28525e+06,-9.34032e+06
0,-11.3,1.33359e-07,0.00138094,8.8633e+06,9.82571e+06,-9.55296e+06
0,-11.2,1.36886e-07,0.0014136,1.06694e+07,1.16445e+07,-8.94472e+06
0,-11.1,1.38116e-07,0.00144976,1.27936e+07,1.37416e+07,-7.51562e+06
0,-11,1.37048e-07,0.0014894,1.52357e+07,1.61171e+07,-5.26564e+06
0,-10.9,1.33683e-07,0.00153252,1.79958e+07,1.87709e+07,-2.19479e+06
0,-10.8,1.2802e-07,0.00157914,2.1074e+07,2.1703e+07,1.69693e+06
0,-10.7,1.20059e-07,0.00162924,2.44701e+07,2.49135e+07,6.40953e+06
0,-10.6,1.09801e-07,0.00168283,2.81843e+07,2.84023e+07,1.1943e+07
0,-10.5,9.72446e-08,0.00173991,3.22165e+07,3.21694e+07,1.82973e+07
0,-10.4,8.2391e-08,0.00180047,3.65666e+07,3.62149e+07,2.54725e+07
0,-10.3,6.52397e-08,0.00186453,4.12348e+07,4.05387e+07,3.34686e+07
0,-10.2,4.57908e-08,0.00193207,4.6221e+07,4.51408e+07,4.22856e+07
0,-10.1,2.40442e-08,0.00200309,5.15252e+07,5.00213e+07,5.19234e+07
0,-10,2.36331e-23,0.00207761,5.71474e+07,5.51801e+07,6.23821e+07
0,-9.9,0.000624304,0.00216287,2.5496e+07,3.3523e+07,3.54752e+07
0,-9.8,0.0010601,0.00221184,-1.81346e+06,9.5521e+06,9.72567e+06
0,-9.7,0.00137823,0.00223192,-8.52322e+06,3.58798e+06,3.96774e+06
0,-9.6,0.00163214,0.00222146,-1.02099e+07,-5.54911e+06,-854734
0,-9.5,0.00185067,0.00220332,-1.09655e+07,-7.11371e+06,-1.35854e+06
0,-9.4,0.00204696,0.00218146,-1.10328e+07,-7.90549e+06,-1.36418e+06
0,-9.3,0.00222146,0.00215598,-1.04384e+07,-7.94897e+06,-891566
0,-9.2,0.00237987,0.00213462,-1.05497e+07,-8.46909e+06,-953387
0,-9.1,0.00252876,0.0021122,-1.05457e+07,-8.78428e+06,-917355
0,-9,0.00266812,0.00208871,-1.04263e+07,-8.89456e+06,-783470
0,-8.9,0.00279797,0.00206416,-1.01916e+07,-8.79991e+06,-551732
0,-8.8,0.0029201,0.00204125,-1.01699e+07,-8.92261e+06,-508963
0,-8.7,0.00303672,0.00201864,-1.01951e+07,-9.08359e+06,-507206
0,-8.6,0.00314816,0.00199562,-1.0191e+07,-9.18922e+06,-479448
0,-8.5,0.0032544,0.00197219,-1.01575e+07,-9.2395e+06,-425689
0,-8.4,0.00335546,0.00194836,-1.00948e+07,-9.23443e+06,-345929
0,-8.3,0.00345217,0.00192513,-1.00692e+07,-9.24862e+06,-309601
0,-8.2,0.00354556,0.00190243,-1.00784e+07,-9.29916e+06,-310278
0,-8.1,0.00363577,0.00187951,-1.00804e+07,-9.34439e+06,-303225
0,-8,0.0037228,0.00185638,-1.00753e+07,-9.3843e+06,-288440
0,-7.9,0.00380665,0.00183304,-1.00632e+07,-9.4189e+06,-265926
0,-7.8,0.00388733,0.00180949,-1.00439e+07,-9.44819e+06,-235680
0,-7.7,0.00396522,0.00178617,-1.00337e+07,-9.46527e+06,-217391
0,-7.6,0.00404087,0.0017633,-1.00383e+07,-9.47475e+06,-217338
0,-7.5,0.00411436,0.00174031,-1.00404e+07,-9.48669e+06,-214092
0,-7.4,0.00418571,0.00171721,-1.00399e+07,-9.50108e+06,-207652
0,-7.3,0.00425491,0.00169399,-1.00368e+07,-9.51793e+06,-198018
0,-7.2,0.00432195,0.00167065,-1.00312e+07,-9.53723e+06,-185191
0,-7.1,0.00438685,0.00164719,-1.0023e+07,-9.55898e+06,-169170
0,-7,0.00444986,0.00162392,-1.00193e+07,-9.57074e+06,-159903
0,-6.9,0.00451125,0.00160093,-1.00216e+07,-9.57217e+06,-159004
0,-6.8,0.00457108,0.00157788,-1.00226e+07,-9.57626e+06,-156537
0,-6.7,0.00462935,0.00155476,-1.00226e+07,-9.58301e+06,-152503
0,-6.6,0.00468605,0.00153157,-1.00215e+07,-9.59242e+06,-146902
0,-6.5,0.00474118,0.00150832,-1.00193e+07,-9.6045e+06,-139734
0,-6.4,0.00479475,0.001485,-1.00159e+07,-9.61924e+06,-130998
0,-6.3,0.00484676,0.00146161,-1.00115e+07,-9.63663e+06,-120695
0,-6.2,0.00489748,0.00143845,-1.00111e+07,-9.63865e+06,-117683
0,-6.1,0.00494695,0.00141538,-1.0012e+07,-9.63674e+06,-116812
0,-6,0.00499522,0.00139228,-1.00123e+07,-9.63717e+06,-115071
0,-5.9,0.00504227,0.00136913,-1.00122e+07,-9.63993e+06,-112460
0,-5.8,0.00508811,0.00134595,-1.00117e+07,-9.64503e+06,-108980
0,-5.7,0.00513275,0.00132272,-1.00106e+07,-9.65247e+06,-104630
0,-5.6,0.00517618,0.00129946,-1.0009e+07,-9.66225e+06,-99410.5
0,-5.5,0.00521839,0.00127616,-1.0007e+07,-9.67437e+06,-93321.2
0,-5.4,0.0052595,0.00125287,-1.00051e+07,-9.6825e+06,-88284.8
0,-5.3,0.0052996,0.00122978,-1.00049e+07,-9.67842e+06,-87336.6
0,-5.2,0.00533871,0.00120666,-1.0005e+07,-9.6768e+06,-86295.9
0,-5.1,0.00537684,0.00118351,-1.00056e+07,-9.67762e+06,-85162.8
0,-5,0.00541399,0.00116034,-1.00064e+07,-9.68089e+06,-83937.3
0,-4.9,0.00545015,0.00113714,-1.00077e+07,-9.68661e+06,-82619.3
0,-4.8,0.00548532,0.00111392,-1.00094e+07,-9.69477e+06,-81208.8
0,-4.7,0.00551952,0.00109067,-1.00114e+07,-9.70539e+06,-79706
0,-4.6,0.00555273,0.00106739,-1.00138e+07,-9.71845e+06,-78110.6
0,-4.5,0.00558502,0.00104412,-1.00147e+07,-9.72701e+06,-75854.5
0,-4.4,0.00561646,0.00102099,-1.00111e+07,-9.7189e+06,-72241
0,-4.3,0.00564707,0.000997854,-1.00083e+07,-9.71315e+06,-68983.6
0,-4.2,0.00567684,0.000974697,-1.00063e+07,-9.70978e+06,-66082.2
0,-4.1,0.00570577,0.000951522,-1.0005e+07,-9.70878e+06,-63536.8
0,-4,0.00573387,0.00092833,-1.00046e+07,-9.71015e+06,-61347.4
0,-3.9,0.00576112,0.00090512,-1.00049e+07,-9.71389e+06,-59514
0,-3.8,0.00578755,0.000881892,-1.00059e+07,-9.72e+06,-58036.7
0,-3.7,0.00581313,0.000858647,-1.00078e+07,-9.72848e+06,-56915.4
0,-3.6,0.00583788,0.000835384,-1.00104e+07,-9.73933e+06,-56150.1
0,-3.5,0.00586189,0.00081218,-1.00096e+07,-9.73866e+06,-54230.5
0,-3.4,0.00588515,0.000789027,-1.00076e+07,-9.73424e+06,-51853.9
0,-3.3,0.00590768,0.000765864,-1.0006e+07,-9.73097e+06,-49524.1
0,-3.2,0.00592946,0.000742689,-1.00045e+07,-9.72883e+06,-47241.2
0,-3.1,0.0059505,0.000719503,-1.00034e+07,-9.72783e+06,-45005.3
0,-3,0.0059708,0.000696306,-1.00025e+07,-9.72797e+06,-42816.2
0,-2.9,0.00599036,0.000673098,-1.00018e+07,-9.72925e+06,-40674.1
0,-2.8,0.00600917,0.000649879,-1.00015e+07,-9.73166e+06,-38578.8
0,-2.7,0.00602725,0.000626649,-1.00014e+07,-9.73521e+06,-36530.5
0,-2.6,0.00604459,0.000603408,-1.00015e+07,-9.7399e+06,-34529.1
0,-2.5,0.00606127,0.000580204,-1.00016e+07,-9.73972e+06,-33377.5
0,-2.4,0.00607726,0.000557036,-1.00017e+07,-9.73874e+06,-32405.9
0,-2.3,0.00609257,0.000533861,-1.00019e+07,-9.73833e+06,-31415.8
0,-2.2,0.0061072,0.000510679,-1.00022e+07,-9.73851e+06,-30407.4
0,-2.1,0.00612115,0.000487491,-1.00026e+07,-9.73926e+06,-29380.6
0,-2,0.00613443,0.000464296,-1.00031e+07,-9.74059e+06,-28335.4
0,-1.9,0.00614703,0.000441095,-1.00036e+07,-9.7425e+06,-27271.7
0,-1.8,0.00615895,0.000417887,-1.00042e+07,-9.74499e+06,-26189.7
0,-1.7,0.00617019,0.000394672,-1.0005e+07,-9.74805e+06,-25089.2
0,-1.6,0.00618075,0.000371451,-1.00058e+07,-9.75169e+06,-23970.3
0,-1.5,0.00619067,0.000348226,-1.00053e+07,-9.75246e+06,-22426.7
0,-1.4,0.00619995,0.000325039,-1.00042e+07,-9.75116e+06,-20685
0,-1.3,0.00620858,0.00030185,-1.00032e+07,-9.75003e+06,-19036.6
0,-1.2,0.00621657,0.000278658,-1.00025e+07,-9.74906e+06,-17481.5
0,-1.1,0.0062239,0.000255462,-1.00019e+07,-9.74825e+06,-16019.6
0,-1,0.00623059,0.000232264,-1.00015e+07,-9.74761e+06,-14651
0,-0.9,0.00623664,0.000209062,-1.00013e+07,-9.74714e+06,-13375.6
0,-0.8,0.00624203,0.000185857,-1.00013e+07,-9.74683e+06,-12193.5
0,-0.7,0.00624678,0.000162649,-1.00015e+07,-9.74668e+06,-11104.7
0,-0.6,0.00625088,0.000139438,-1.00019e+07,-9.7467e+06,-10109.1
0,-0.5,0.00625435,0.000116206,-1.00022e+07,-9.74716e+06,-9164.76
0,-0.4,0.00625721,9.30215e-05,-1.00018e+07,-9.74827e+06,-8075.85
0,-0.3,0.00625943,6.9836e-05,-1.00016e+07,-9.74878e+06,-6928.12
0,-0.2,0.00626102,4.66498e-05,-1.00014e+07,-9.74868e+06,-5721.55
0,-0.1,0.00626198,2.34628e-05,-1.00014e+07,-9.74797e+06,-4456.15
0,0,0.00626231,2.75029e-07,-1.00015e+07,-9.74666e+06,-3131.91
0,0.1,0.00626201,-2.29135e-05,-1.00017e+07,-9.74474e+06,-1748.84
0,0.2,0.00626107,-4.61027e-05,-1.0002e+07,-9.74221e+06,-306.939
0,0.3,0.0062595,-6.92927e-05,-1.00025e+07,-9.73907e+06,1193.8
0,0.4,0.0062573,-9.24834e-05,-1.0003e+07,-9.73533e+06,2753.37
0,0.5,0.00625447,-0.000115675,-1.00037e+07,-9.73098e+06,4371.78
0,0.6,0.00625101,-0.00013891,-1.00034e+07,-9.73399e+06,6669.13
0,0.7,0.00624692,-0.000162122,-1.00029e+07,-9.73848e+06,8942.15
0,0.8,0.00624218,-0.000185332,-1.00025e+07,-9.74221e+06,10988.6
0,0.9,0.00623679,-0.000208538,-1.00021e+07,-9.74518e+06,12808.6
0,1,0.00623076,-0.00023174,-1.00018e+07,-9.74738e+06,14402.1
0,1.1,0.00622408,-0.00025494,-1.00015e+07,-9.74882e+06,15769
0,1.2,0.00621675,-0.000278135,-1.00013e+07,-9.7495e+06,16909.4
0,1.3,0.00620878,-0.000301328,-1.00011e+07,-9.74941e+06,17823.2
0,1.4,0.00620016,-0.000324517,-1.0001e+07,-9.74856e+06,18510.6
0,1.5,0.00619089,-0.000347703,-1.00009e+07,-9.74695e+06,18971.4
0,1.6,0.00618099,-0.000370927,-1.00012e+07,-9.7454e+06,20022.4
0,1.7,0.00617044,-0.000394147,-1.00019e+07,-9.74468e+06,22121.7
0,1.8,0.00615922,-0.000417361,-1.00024e+07,-9.74368e+06,24074.4
0,1.9,0.00614731,-0.000440569,-1.00027e+07,-9.7424e+06,25880.5
0,2,0.00613473,-0.00046377,-1.00028e+07,-9.74084e+06,27540
0,2.1,0.00612147,-0.000486964,-1.00027e+07,-9.73899e+06,29052.9
0,2.2,0.00610753,-0.000510152,-1.00024e+07,-9.73687e+06,30419.2
0,2.3,0.00609292,-0.000533334,-1.00019e+07,-9.73446e+06,31639
0,2.4,0.00607762,-0.00055651,-1.00012e+07,-9.73177e+06,32712.1
0,2.5,0.00606165,-0.000579679,-1.00002e+07,-9.7288e+06,33638.7
0,2.6,0.00604498,-0.000602883,-9.99967e+06,-9.72671e+06,34746.8
0,2.7,0.00602766,-0.000626125,-1.00011e+07,-9.72881e+06,37073.5
0,2.8,0.0060096,-0.000649355,-1.00021e+07,-9.72995e+06,39234.5
0,2.9,0.0059908,-0.000672575,-1.00029e+07,-9.73012e+06,41229.9
0,3,0.00597125,-0.000695784,-1.00033e+07,-9.72932e+06,43059.5
0,3.1,0.00595097,-0.000718981,-1.00033e+07,-9.72756e+06,44723.5
0,3.2,0.00592995,-0.000742168,-1.0003e+07,-9.72484e+06,46221.8
0,3.3,0.00590818,-0.000765343,-1.00024e+07,-9.72115e+06,47554.4
0,3.4,0.00588568,-0.000788508,-1.00014e+07,-9.71649e+06,48721.4
0,3.5,0.00586244,-0.000811662,-1.00001e+07,-9.71087e+06,49722.7
0,3.6,0.00583844,-0.000834867,-9.99937e+06,-9.70633e+06,51189.7
0,3.7,0.00581371,-0.00085813,-1.00011e+07,-9.70705e+06,54153.8
0,3.8,0.00578814,-0.000881376,-1.00025e+07,-9.70776e+06,56840.2
0,3.9,0.00576174,-0.000904605,-1.00036e+07,-9.70845e+06,59249
0,4,0.0057345,-0.000927816,-1.00044e+07,-9.70911e+06,61380.1
0,4.1,0.00570642,-0.000951009,-1.00049e+07,-9.70976e+06,63233.5
0,4.2,0.00567751,-0.000974185,-1.00051e+07,-9.71038e+06,64809.3
0,4.3,0.00564776,-0.000997343,-1.0005e+07,-9.71098e+06,66107.3
0,4.4,0.00561717,-0.00102048,-1.00047e+07,-9.71156e+06,67127.7
0,4.5,0.00558575,-0.00104361,-1.0004e+07,-9.71213e+06,67870.4
0,4.6,0.00555347,-0.00106688,-1.0005e+07,-9.70861e+06,71186.4
0,4.7,0.00552029,-0.00109016,-1.00062e+07,-9.70288e+06,75126.7
0,4.8,0.00548611,-0.00111341,-1.00069e+07,-9.6963e+06,78637.2
0,4.9,0.00545096,-0.00113664,-1.00069e+07,-9.68886e+06,81718
0,5,0.00541482,-0.00115984,-1.00064e+07,-9.68057e+06,84369
0,5.1,0.0053777,-0.00118301,-1.00052e+07,-9.67143e+06,86590.3
0,5.2,0.00533959,-0.00120616,-1.00035e+07,-9.66143e+06,88381.7
0,5.3,0.0053005,-0.00122928,-1.00012e+07,-9.65057e+06,89743.4
0,5.4,0.00526043,-0.00125237,-9.9983e+06,-9.63887e+06,90675.3
0,5.5,0.00521935,-0.00127567,-1.00014e+07,-9.64166e+06,94895.9
0,5.6,0.00517715,-0.00129897,-1.00061e+07,-9.64737e+06,100133
0,5.7,0.00513375,-0.00132224,-1.00094e+07,-9.6488e+06,104753
0,5.8,0.00508913,-0.00134547,-1.00111e+07,-9.64596e+06,108755
0,5.9,0.00504331,-0.00136866,-1.00114e+07,-9.63885e+06,112139
0,6,0.00499628,-0.0013918,-1.00102e+07,-9.62748e+06,114906
0,6.1,0.00494804,-0.00141491,-1.00076e+07,-9.61183e+06,117054
0,6.2,0.00489859,-0.00143797,-1.00034e+07,-9.59191e+06,118586
0,6.3,0.00484789,-0.00146114,-1.00003e+07,-9.57324e+06,120802
0,6.4,0.00479592,-0.00148453,-1.00045e+07,-9.57149e+06,127316
0,6.5,0.00474238,-0.00150785,-1.00102e+07,-9.57384e+06,135119
0,6.6,0.00468727,-0.0015311,-1.00173e+07,-9.58028e+06,144211
0,6.7,0.0046306,-0.00155429,-1.00257e+07,-9.59082e+06,154591
0,6.8,0.00457237,-0.00157741,-1.00356e+07,-9.60547e+06,166260
0,6.9,0.00451258,-0.00160046,-1.00469e+07,-9.62421e+06,179217
0,7,0.00445122,-0.00162344,-1.00596e+07,-9.64706e+06,193463
0,7.1,0.00438824,-0.00164672,-1.00625e+07,-9.63618e+06,
