x,y,u1,u2
0.0968583,-2.4869,0.00606512,0.000576608
0.0967797,-2.51732,0.00606016,0.000583657
0.0967001,-2.54771,0.00605514,0.000590699
0.0966196,-2.57807,0.00605006,0.000597735
0.0965382,-2.60842,0.00604493,0.000604784
0.0964557,-2.63873,0.00603973,0.000611828
0.0963724,-2.66902,0.00603447,0.000618865
0.096288,-2.69928,0.00602915,0.000625895
0.0962028,-2.72952,0.00602377,0.000632917
0.0961165,-2.75973,0.00601832,0.000639933
0.0960294,-2.78991,0.00601282,0.000646942
0.0959412,-2.82007,0.00600725,0.000653943
0.0958522,-2.85019,0.00600161,0.000660937
0.0957622,-2.88029,0.00599592,0.000667923
0.0956712,-2.91036,0.00599017,0.000674902
0.0955793,-2.9404,0.00598435,0.000681874
0.0954865,-2.97042,0.00597847,0.000688838
0.0953927,-3.0004,0.00597254,0.000695795
0.0952979,-3.03035,0.00596654,0.000702743
0.0952023,-3.06028,0.00596048,0.000709684
0.0951057,-3.09017,0.00595436,0.000716618
0.0950081,-3.12003,0.00594819,0.000723543
0.0949096,-3.14987,0.00594195,0.000730461
0.0948102,-3.17967,0.00593565,0.00073737
0.0947098,-3.20944,0.0059293,0.000744272
0.0946085,-3.23917,0.00592289,0.000751165
0.0945063,-3.26888,0.00591642,0.000758051
0.0944031,-3.29855,0.00590989,0.000764928
0.0942991,-3.3282,0.0059033,0.000771797
0.094194,-3.3578,0.00589666,0.000778658
0.0940881,-3.38738,0.00588996,0.00078551
0.0939812,-3.41692,0.0058832,0.000792354
0.0938734,-3.44643,0.00587639,0.000799189
0.0937646,-3.4759,0.00586952,0.000806016
0.093655,-3.50534,0.00586259,0.000812834
0.0935444,-3.53475,0.00585561,0.000819644
0.0934329,-3.56412,0.00584857,0.000826445
0.0933205,-3.59345,0.00584148,0.000833258
0.0932071,-3.62275,0.00583434,0.000840072
0.0930928,-3.65202,0.00582713,0.000846876
0.0929776,-3.68125,0.00581986,0.000853671
0.0928615,-3.71044,0.00581253,0.000860456
0.0927445,-3.73959,0.00580514,0.000867231
0.0926266,-3.76871,0.00579768,0.000873996
0.0925077,-3.79779,0.00579017,0.000880752
0.092388,-3.82683,0.00578259,0.000887497
0.0922673,-3.85584,0.00577495,0.000894232
0.0921457,-3.88481,0.00576725,0.000900958
0.0920232,-3.91374,0.0057595,0.000907673
0.0918998,-3.94263,0.00575168,0.000914378
0.0917755,-3.97148,0.00574381,0.000921073
0.0916502,-4.00029,0.00573587,0.000927757
0.0915241,-4.02906,0.00572788,0.000934432
0.0913971,-4.0578,0.00571983,0.000941095
0.0912692,-4.08649,0.00571173,0.000947749
0.0911403,-4.11514,0.00570356,0.000954392
0.0910106,-4.14376,0.00569534,0.000961024
0.09088,-4.17233,0.00568707,0.000967646
0.0907484,-4.20086,0.00567873,0.000974257
0.090616,-4.22935,0.00567035,0.000980857
0.0904827,-4.25779,0.0056619,0.000987447
0.0903485,-4.2862,0.00565341,0.000994026
0.0902134,-4.31456,0.00564485,0.00100059
0.0900774,-4.34288,0.00563625,0.00100715
0.0899405,-4.37116,0.00562759,0.0010137
0.0898028,-4.39939,0.00561887,0.00102023
0.0896641,-4.42758,0.00561011,0.00102676
0.0895246,-4.45573,0.00560129,0.00103327
0.0893841,-4.48383,0.00559242,0.00103977
0.0892428,-4.51189,0.00558349,0.00104626
0.0891007,-4.5399,0.00557453,0.00105276
0.0889576,-4.56787,0.00556551,0.00105927
0.0888136,-4.5958,0.00555643,0.00106577
0.0886688,-4.62368,0.00554728,0.00107226
0.0885231,-4.65151,0.00553808,0.00107873
0.0883766,-4.6793,0.00552882,0.0010852
0.0882291,-4.70704,0.00551949,0.00109165
0.0880808,-4.73473,0.00551011,0.00109808
0.0879316,-4.76238,0.00550067,0.00110451
0.0877816,-4.78998,0.00549116,0.00111092
0.0876307,-4.81754,0.0054816,0.00111732
0.0874789,-4.84504,0.00547199,0.00112371
0.0873262,-4.8725,0.00546231,0.00113008
0.0871727,-4.89991,0.00545258,0.00113644
0.0870184,-4.92727,0.00544279,0.00114279
0.0868632,-4.95459,0.00543295,0.00114913
0.0867071,-4.98185,0.00542305,0.00115545
0.0865501,-5.00907,0.0054131,0.00116176
0.0863923,-5.03623,0.00540309,0.00116806
0.0862337,-5.06335,0.00539303,0.00117434
0.0860742,-5.09041,0.00538292,0.00118061
0.0859139,-5.11743,0.00537275,0.00118687
0.0857527,-5.1444,0.00536253,0.00119311
0.0855906,-5.17131,0.00535226,0.00119935
0.0854277,-5.19817,0.00534194,0.00120556
0.085264,-5.22499,0.00533156,0.00121177
0.0850994,-5.25175,0.00532114,0.00121796
0.084934,-5.27846,0.00531067,0.00122414
0.0847678,-5.30511,0.00530014,0.00123031
0.0846007,-5.33172,0.00528957,0.00123646
0.0844328,-5.35827,0.00527895,0.0012426
0.084264,-5.38477,0.00526829,0.00124872
0.0840945,-5.41121,0.00525757,0.00125483
0.083924,-5.4376,0.00524682,0.00126094
0.0837528,-5.46394,0.00523602,0.00126709
0.0835807,-5.49023,0.00522516,0.00127321
0.0834078,-5.51646,0.00521424,0.00127932
0.0832341,-5.54263,0.00520326,0.00128542
0.0830596,-5.56876,0.00519222,0.0012915
0.0828842,-5.59482,0.00518112,0.00129757
0.0827081,-5.62083,0.00516997,0.00130362
0.0825311,-5.64679,0.00515876,0.00130965
0.0823533,-5.67269,0.00514749,0.00131568
0.0821746,-5.69853,0.00513616,0.00132168
0.0819952,-5.72432,0.00512478,0.00132767
0.081815,-5.75005,0.00511334,0.00133365
0.0816339,-5.77573,0.00510185,0.00133961
0.0814521,-5.80134,0.00509031,0.00134555
0.0812694,-5.8269,0.00507871,0.00135148
0.081086,-5.85241,0.00506706,0.00135739
0.0809017,-5.87785,0.00505536,0.00136329
0.0807166,-5.90324,0.00504361,0.00136917
0.0805308,-5.92857,0.00503181,0.00137504
0.0803441,-5.95384,0.00501996,0.00138089
0.0801567,-5.97905,0.00500806,0.00138673
0.0799685,-6.0042,0.00499611,0.00139255
0.0797794,-6.0293,0.00498411,0.00139835
0.0795896,-6.05433,0.00497206,0.00140414
0.079399,-6.0793,0.00495997,0.00140991
0.0792077,-6.10422,0.00494784,0.00141567
0.0790155,-6.12907,0.00493566,0.00142141
0.0788226,-6.15386,0.00492343,0.00142714
0.0786288,-6.1786,0.00491116,0.00143285
0.0784343,-6.20327,0.00489885,0.00143854
0.0782391,-6.22788,0.00488649,0.00144422
0.078043,-6.25243,0.0048741,0.00144988
0.0778462,-6.27691,0.00486166,0.00145554
0.0776487,-6.30134,0.0048492,0.00146125
0.0774503,-6.3257,0.00483668,0.00146695
0.0772512,-6.35,0.00482409,0.00147262
0.0770513,-6.37424,0.00481145,0.00147828
0.0768507,-6.39841,0.00479875,0.00148392
0.0766493,-6.42253,0.00478599,0.00148954
0.0764472,-6.44657,0.00477318,0.00149514
0.0762443,-6.47056,0.0047603,0.00150073
0.0760406,-6.49448,0.00474738,0.0015063
0.0758362,-6.51834,0.0047344,0.00151185
0.075631,-6.54213,0.00472136,0.00151738
0.0754251,-6.56586,0.00470828,0.00152289
0.0752185,-6.58952,0.00469514,0.00152838
0.0750111,-6.61312,0.00468195,0.00153386
0.074803,-6.63665,0.00466872,0.00153932
0.0745941,-6.66012,0.00465543,0.00154476
0.0743845,-6.68352,0.00464209,0.00155018
0.0741742,-6.70686,0.00462871,0.00155558
0.0739631,-6.73013,0.00461528,0.00156097
0.0737513,-6.75333,0.00460181,0.00156634
0.0735388,-6.77646,0.00458829,0.00157168
0.0733255,-6.79953,0.00457472,0.00157701
0.0731116,-6.82254,0.00456112,0.00158233
0.0728969,-6.84547,0.00454747,0.00158762
0.0726814,-6.86834,0.00453378,0.0015929
0.0724653,-6.89114,0.00452005,0.00159815
0.0722485,-6.91387,0.00450628,0.00160339
0.0720309,-6.93653,0.00449247,0.00160861
0.0718126,-6.95913,0.00447862,0.00161381
0.0715936,-6.98165,0.00446474,0.001619
0.071374,-7.00411,0.00445082,0.00162416
0.0711536,-7.0265,0.00443687,0.00162931
0.0709325,-7.04882,0.00442288,0.00163444
0.0707107,-7.07107,0.00440888,0.00163966
0.0704882,-7.09325,0.00439482,0.00164486
0.070265,-7.11536,0.0043807,0.00165004
0.0700411,-7.1374,0.00436652,0.0016552
0.0698165,-7.15936,0.00435229,0.00166034
0.0695913,-7.18126,0.00433799,0.00166546
0.0693653,-7.20309,0.00432365,0.00167055
0.0691387,-7.22485,0.00430924,0.00167562
0.0689114,-7.24653,0.00429479,0.00168068
0.0686834,-7.26814,0.00428028,0.00168571
0.0684547,-7.28969,0.00426572,0.00169072
0.0682254,-7.31116,0.00425111,0.00169571
0.0679953,-7.33255,0.00423646,0.00170068
0.0677646,-7.35388,0.00422175,0.00170562
0.0675333,-7.37513,0.004207,0.00171055
0.0673013,-7.39631,0.0041922,0.00171545
0.0670686,-7.41742,0.00417736,0.00172034
0.0668352,-7.43845,0.00416248,0.0017252
0.0666012,-7.45941,0.00414755,0.00173004
0.0663665,-7.4803,0.00413259,0.00173486
0.0661312,-7.50111,0.00411758,0.00173966
0.0658952,-7.52185,0.00410254,0.00174444
0.0656586,-7.54251,0.00408745,0.0017492
0.0654213,-7.5631,0.00407234,0.00175394
0.0651834,-7.58362,0.00405718,0.00175865
0.0649448,-7.60406,0.004042,0.00176335
0.0647056,-7.62443,0.00402678,0.00176802
0.0644657,-7.64472,0.00401152,0.00177268
0.0642253,-7.66493,0.00399624,0.00177731
0.0639841,-7.68507,0.00398093,0.00178192
0.0637424,-7.70513,0.00396559,0.00178651
0.0635,-7.72512,0.00395022,0.00179108
0.063257,-7.74503,0.00393483,0.00179564
0.0630134,-7.76487,0.00391944,0.00180031
0.0627691,-7.78462,0.00390398,0.00180497
0.0625243,-7.8043,0.00388847,0.00180961
0.0622788,-7.82391,0.00387289,0.00181423
0.0620327,-7.84343,0.00385726,0.00181882
0.061786,-7.86288,0.00384156,0.00182339
0.0615386,-7.88226,0.00382582,0.00182793
0.0612907,-7.90155,0.00381001,0.00183244
0.0610422,-7.92077,0.00379416,0.00183693
0.060793,-7.9399,0.00377825,0.0018414
0.0605433,-7.95896,0.0037623,0.00184584
0.060293,-7.97794,0.0037463,0.00185025
0.060042,-7.99685,0.00373025,0.00185465
0.0597905,-8.01567,0.00371415,0.00185901
0.0595384,-8.03441,0.00369801,0.00186336
0.0592857,-8.05308,0.00368184,0.00186767
0.0590324,-8.07166,0.00366562,0.00187197
0.0587785,-8.09017,0.00364936,0.00187624
0.0585241,-8.1086,0.00363307,0.00188048
0.058269,-8.12694,0.00361674,0.00188471
0.0580134,-8.14521,0.00360037,0.0018889
0.0577573,-8.16339,0.00358398,0.00189308
0.0575005,-8.1815,0.00356755,0.00189723
0.0572432,-8.19952,0.0035511,0.00190136
0.0569853,-8.21746,0.00353461,0.00190546
0.0567269,-8.23533,0.0035181,0.00190954
0.0564679,-8.25311,0.00350157,0.0019136
0.0562083,-8.27081,0.00348501,0.00191763
0.0559482,-8.28842,0.00346843,0.00192164
0.0556876,-8.30596,0.00345184,0.00192563
0.0554263,-8.32341,0.00343522,0.00192959
0.0551646,-8.34078,0.00341859,0.00193353
0.0549023,-8.35807,0.00340194,0.00193745
0.0546394,-8.37528,0.0033853,0.00194155
0.054376,-8.3924,0.0033686,0.00194564
0.0541121,-8.40945,0.00335183,0.00194969
0.0538477,-8.4264,0.003335,0.00195372
0.0535827,-8.44328,0.0033181,0.00195772
0.0533172,-8.46007,0.00330114,0.00196169
0.0530511,-8.47678,0.00328412,0.00196563
0.0527846,-8.4934,0.00326705,0.00196954
0.0525175,-8.50994,0.00324992,0.00197342
0.0522499,-8.5264,0.00323274,0.00197728
0.0519817,-8.54277,0.00321551,0.0019811
0.0517131,-8.55906,0.00319824,0.0019849
0.051444,-8.57527,0.00318092,0.00198866
0.0511743,-8.59139,0.00316355,0.0019924
0.0509041,-8.60742,0.00314615,0.00199611
0.0506335,-8.62337,0.00312871,0.0019998
0.0503623,-8.63923,0.00311123,0.00200345
0.0500907,-8.65501,0.00309372,0.00200708
0.0498185,-8.67071,0.00307617,0.00201068
0.0495459,-8.68632,0.0030586,0.00201425
0.0492727,-8.70184,0.003041,0.0020178
0.0489991,-8.71727,0.00302338,0.00202132
0.048725,-8.73262,0.00300573,0.00202481
0.0484504,-8.74789,0.00298807,0.00202828
0.0481754,-8.76307,0.00297038,0.00203172
0.0478998,-8.77816,0.00295268,0.00203513
0.0476238,-8.79316,0.00293497,0.00203852
0.0473473,-8.80808,0.00291725,0.00204188
0.0470704,-8.82291,0.00289951,0.00204522
0.046793,-8.83766,0.00288177,0.00204853
0.0465151,-8.85231,0.00286402,0.00205182
0.0462368,-8.86688,0.00284627,0.00205508
0.045958,-8.88136,0.00282853,0.00205833
0.0456787,-8.89576,0.00281075,0.00206191
0.045399,-8.91007,0.00279289,0.00206544
0.0451189,-8.92428,0.00277495,0.00206893
0.0448383,-8.93841,0.00275693,0.00207238
0.0445573,-8.95246,0.00273884,0.0020758
0.0442758,-8.96641,0.00272068,0.00207917
0.0439939,-8.98028,0.00270245,0.00208251
0.0437116,-8.99405,0.00268416,0.00208581
0.0434288,-9.00774,0.00266581,0.00208907
0.0431456,-9.02134,0.0026474,0.0020923
0.042862,-9.03485,0.00262895,0.00209549
0.0425779,-9.04827,0.00261044,0.00209864
0.0422935,-9.0616,0.00259189,0.00210176
0.0420086,-9.07484,0.0025733,0.00210484
0.0417233,-9.088,0.00255468,0.00210789
0.0414376,-9.10106,0.00253602,0.00211091
0.0411514,-9.11403,0.00251733,0.00211389
0.0408649,-9.12692,0.00249861,0.00211684
0.040578,-9.13971,0.00247987,0.00211975
0.0402906,-9.15241,0.00246111,0.00212263
0.0400029,-9.16502,0.00244233,0.00212548
0.0397148,-9.17755,0.00242354,0.0021283
0.0394263,-9.18998,0.00240474,0.00213109
0.0391374,-9.20232,0.00238593,0.00213384
0.0388481,-9.21457,0.00236712,0.00213657
0.0385584,-9.22673,0.00234831,0.00213926
0.0382683,-9.2388,0.00232951,0.00214193
0.0379779,-9.25077,0.00231071,0.00214456
0.0376871,-9.26266,0.00229192,0.00214717
0.0373959,-9.27445,0.00227315,0.00214974
0.0371044,-9.28615,0.00225439,0.00215229
0.0368125,-9.29776,0.00223565,0.00215481
0.0365202,-9.30928,0.00221692,0.00215762
0.0362275,-9.32071,0.00219807,0.00216066
0.0359345,-9.33205,0.00217909,0.00216364
0.0356412,-9.34329,0.00215998,0.00216656
0.0353475,-9.35444,0.00214074,0.00216942
0.0350534,-9.3655,0.00212139,0.00217222
0.034759,-9.37646,0.00210192,0.00217496
0.0344643,-9.38734,0.00208236,0.00217765
0.0341692,-9.39812,0.0020627,0.00218028
0.0338738,-9.40881,0.00204295,0.00218285
0.033578,-9.4194,0.00202313,0.00218538
0.033282,-9.42991,0.00200323,0.00218785
0.0329855,-9.44031,0.00198326,0.00219027
0.0326888,-9.45063,0.00196323,0.00219264
0.0323917,-9.46085,0.00194314,0.00219496
0.0320944,-9.47098,0.00192301,0.00219723
0.0317967,-9.48102,0.00190284,0.00219946
0.0314987,-9.49096,0.00188263,0.00220164
0.0312003,-9.50081,0.0018624,0.00220378
0.0309017,-9.51057,0.00184214,0.00220587
0.0306028,-9.52023,0.00182187,0.00220792
0.0303035,-9.52979,0.00180159,0.00220993
0.030004,-9.53927,0.00178131,0.0022119
0.0297042,-9.54865,0.00176103,0.00221383
0.029404,-9.55793,0.00174076,0.00221572
0.0291036,-9.56712,0.0017205,0.00221757
0.0288029,-9.57622,0.00170027,0.00221939
0.0285019,-9.58522,0.00168007,0.00222117
0.0282007,-9.59412,0.0016599,0.00222292
0.0278991,-9.60294,0.00163977,0.00222463
0.0275973,-9.61165,0.00161969,0.00222631
0.0272952,-9.62028,0.00159965,0.00222796
0.0269928,-9.6288,0.00157964,0.00222971
0.0266902,-9.63724,0.00155942,0.00223137
0.0263873,-9.64557,0.00153895,0.00223281
0.0260842,-9.65382,0.00151825,0.00223402
0.0257807,-9.66196,0.00149735,0.00223501
0.0254771,-9.67001,0.00147625,0.0022358
0.0251732,-9.67797,0.00145497,0.00223638
0.024869,-9.68583,0.00143353,0.00223677
0.0245646,-9.6936,0.00141195,0.00223698
0.0242599,-9.70127,0.00139023,0.002237
0.023955,-9.70884,0.00136839,0.00223685
0.0236499,-9.71632,0.00134645,0.00223654
0.0233445,-9.7237,0.00132442,0.00223607
0.0230389,-9.73099,0.00130232,0.00223545
0.0227331,-9.73817,0.00128016,0.00223468
0.0224271,-9.74527,0.00125796,0.00223377
0.0221208,-9.75227,0.00123572,0.00223274
0.0218143,-9.75917,0.00121347,0.00223158
0.0215076,-9.76597,0.00119122,0.0022303
0.0212007,-9.77268,0.00116897,0.00222891
0.0208936,-9.77929,0.00114675,0.00222741
0.0205863,-9.78581,0.00112457,0.00222582
0.0202787,-9.79223,0.00110244,0.00222413
0.019971,-9.79855,0.00108037,0.00222235
0.0196631,-9.80478,0.00105837,0.0022205
0.0193549,-9.81091,0.00103646,0.00221857
0.0190466,-9.81694,0.00101466,0.00221656
0.0187381,-9.82287,0.000992962,0.0022145
0.0184294,-9.82871,0.00097139,0.00221238
0.0181206,-9.83445,0.000949937,0.00221009
0.0178115,-9.8401,0.000928257,0.00220775
0.0175023,-9.84564,0.000904542,0.00220511
0.0171929,-9.85109,0.00088066,0.0022023
0.0168833,-9.85645,0.00085666,0.00219943
0.0165736,-9.8617,0.000832572,0.00219653
0.0162637,-9.86686,0.000808423,0.00219359
0.0159537,-9.87192,0.000784241,0.00219063
0.0156434,-9.87688,0.000760054,0.00218764
0.0153331,-9.88175,0.000735889,0.00218463
0.0150226,-9.88652,0.000711771,0.00218161
0.0147119,-9.89119,0.000687727,0.00217858
0.0144011,-9.89576,0.000663781,0.00217554
0.0140901,-9.90024,0.00063996,0.00217252
0.013779,-9.90461,0.000616286,0.00216949
0.0134678,-9.90889,0.000592784,0.00216648
0.0131564,-9.91308,0.000569478,0.00216349
0.0128449,-9.91716,0.00054639,0.00216052
0.0125333,-9.92115,0.000523541,0.00215758
0.0122216,-9.92504,0.000500956,0.00215466
0.0119097,-9.92883,0.000478653,0.00215178
0.0115977,-9.93252,0.000456655,0.00214894
0.0112856,-9.93611,0.000434981,0.00214615
0.0109734,-9.93961,0.000413652,0.0021434
0.0106611,-9.94301,0.000392687,0.0021407
0.0103487,-9.94631,0.000372104,0.00213806
0.0100362,-9.94951,0.000351922,0.00213547
0.00972355,-9.95261,0.000332158,0.00213295
0.00941083,-9.95562,0.00031283,0.00213049
0.00909802,-9.95853,0.000293955,0.00212811
0.00878512,-9.96134,0.000275548,0.00212579
0.00847213,-9.96405,0.000257626,0.00212355
0.00815906,-9.96666,0.000240203,0.00212139
0.00784591,-9.96917,0.000223295,0.00211932
0.00753268,-9.97159,0.000206915,0.00211732
0.00721938,-9.97391,0.000191077,0.00211542
0.006906,-9.97613,0.000175794,0.0021136
0.00659256,-9.97825,0.000161079,0.00211188
0.00627905,-9.98027,0.000146944,0.00211025
0.00596548,-9.98219,0.0001334,0.00210872
0.00565185,-9.98402,0.000120459,0.0021073
0.00533817,-9.98574,0.000108131,0.00210597
0.00502443,-9.98737,9.64259e-05,0.00210475
0.00471065,-9.9889,8.53532e-05,0.00210363
0.00439681,-9.99033,7.49219e-05,0.00210262
0.00408294,-9.99166,6.51404e-05,0.00210172
0.00376902,-9.99289,5.60168e-05,0.00210094
0.00345506,-9.99403,4.75582e-05,0.00210026
0.00314108,-9.99507,3.97717e-05,0.00209971
0.00282706,-9.996,3.26635e-05,0.00209926
0.00251301,-9.99684,2.62394e-05,0.00209894
0.00219894,-9.99758,2.05048e-05,0.00209873
0.00188484,-9.99822,1.54644e-05,0.00209864
0.00157073,-9.99877,1.11224e-05,0.00209867
0.0012566,-9.99921,7.4825e-06,0.00209882
0.000942464,-9.99956,4.54793e-06,0.0020991
0.000628314,-9.9998,2.32132e-06,0.00209949
0.000314159,-9.99995,8.87447e-07,0.00210004
