x,y,sigxx,sigyy,sigxy,ux,vy
-0.62, 0.64, -1.22036e+07, -2.92943e+06, 10759.2, -0.000376142, 0.000318803
-0.62, 0.66, -1.22106e+07, -2.93471e+06, 17885.8, -0.000376546, 0.000322987
-0.62, 0.68, -1.22154e+07, -2.94041e+06, 24994.7, -0.000376926, 0.000327167
-0.62, 0.7, -1.22207e+07, -2.94514e+06, 30475.7, -0.000377289, 0.000331341
-0.62, 0.72, -1.22249e+07, -2.95045e+06, 34723.4, -0.000377636, 0.00033551
-0.62, 0.74, -1.22297e+07, -2.9556e+06, 38283.9, -0.000377971, 0.000339673
-0.62, 0.76, -1.22332e+07, -2.96071e+06, 40036, -0.000378299, 0.000343829
-0.62, 0.78, -1.22376e+07, -2.96546e+06, 41598.9, -0.000378623, 0.00034798
-0.62, 0.8, -1.22424e+07, -2.97062e+06, 41470.3, -0.000378946, 0.000352125
-0.62, 0.82, -1.22471e+07, -2.97586e+06, 41133.7, -0.000379273, 0.000356265
-0.62, 0.84, -1.22521e+07, -2.98028e+06, 39770.1, -0.000379606, 0.0003604
-0.62, 0.86, -1.2258e+07, -2.98392e+06, 37761.8, -0.00037995, 0.000364532
-0.62, 0.88, -1.22644e+07, -2.98751e+06, 35018.4, -0.000380305, 0.000368661
-0.62, 0.9, -1.2272e+07, -2.991e+06, 30804.9, -0.000380678, 0.000372789
-0.62, 0.92, -1.22795e+07, -2.99448e+06, 26591.4, -0.000381073, 0.000376916
-0.62, 0.94, -1.22887e+07, -2.99656e+06, 20830.6, -0.00038149, 0.000381046
-0.62, 0.96, -1.22979e+07, -2.9984e+06, 14696, -0.000381933, 0.000385179
-0.62, 0.98, -1.23091e+07, -2.99941e+06, 6985.54, -0.000382404, 0.000389317
-0.6, -1, -1.22937e+07, -2.90713e+06, -99.028, -0.000402537, 1.20856e-22
-0.6, -0.98, -1.22935e+07, -2.90682e+06, 100.484, -0.000402529, 4.29809e-06
-0.6, -0.96, -1.22934e+07, -2.90632e+06, 410.216, -0.000402506, 8.59632e-06
-0.6, -0.94, -1.22932e+07, -2.90571e+06, 691.536, -0.000402468, 1.28957e-05
-0.6, -0.92, -1.2293e+07, -2.90497e+06, 1115.51, -0.000402413, 1.7196e-05
-0.6, -0.9, -1.22928e+07, -2.9039e+06, 1863.99, -0.000402342, 2.14981e-05
-0.6, -0.88, -1.22926e+07, -2.90238e+06, 2666.19, -0.000402253, 2.58027e-05
-0.6, -0.86, -1.22918e+07, -2.9011e+06, 3897.72, -0.000402146, 3.01095e-05
-0.6, -0.84, -1.22908e+07, -2.89855e+06, 5674.59, -0.00040202, 3.44192e-05
-0.6, -0.82, -1.22897e+07, -2.89595e+06, 7497.43, -0.000401873, 3.87318e-05
-0.6, -0.8, -1.22882e+07, -2.89347e+06, 10269.8, -0.000401704, 4.30477e-05
-0.6, -0.78, -1.2287e+07, -2.89102e+06, 13091.3, -0.000401512, 4.73674e-05
-0.6, -0.76, -1.22851e+07, -2.88847e+06, 16866.6, -0.000401294, 5.16905e-05
-0.6, -0.74, -1.22829e+07, -2.88623e+06, 20659.3, -0.000401049, 5.60172e-05
-0.6, -0.72, -1.22812e+07, -2.88334e+06, 25700.7, -0.000400776, 6.03472e-05
-0.6, -0.7, -1.22795e+07, -2.88046e+06, 30742.1, -0.000400471, 6.46806e-05
-0.6, -0.68, -1.22742e+07, -2.87789e+06, 37557.9, -0.000400132, 6.90174e-05
-0.6, -0.66, -1.22693e+07, -2.87451e+06, 44604.6, -0.000399757, 7.3356e-05
-0.6, -0.64, -1.2264e+07, -2.87056e+06, 53282.2, -0.000399344, 7.76967e-05
-0.6, -0.62, -1.22575e+07, -2.86795e+06, 62323.2, -0.000398889, 8.20381e-05
-0.6, -0.6, -1.22504e+07, -2.86694e+06, 71766.5, -0.000398391, 8.63785e-05
-0.6, -0.58, -1.22421e+07, -2.86297e+06, 83617.1, -0.000397846, 9.07179e-05
-0.6, -0.56, -1.2232e+07, -2.86178e+06, 95360.5, -0.000397253, 9.50531e-05
-0.6, -0.54, -1.22212e+07, -2.86157e+06, 108134, -0.000396609, 9.93817e-05
-0.6, -0.52, -1.22078e+07, -2.86003e+06, 123039, -0.000395911, 0.000103703
-0.6, -0.5, -1.21915e+07, -2.85919e+06, 137976, -0.000395157, 0.000108013
-0.6, -0.48, -1.21739e+07, -2.8624e+06, 152775, -0.000394346, 0.000112308
-0.6, -0.46, -1.21556e+07, -2.86522e+06, 168890, -0.000393479, 0.000116585
-0.6, -0.44, -1.21338e+07, -2.86916e+06, 186356, -0.00039255, 0.00012084
-0.6, -0.42, -1.21079e+07, -2.87532e+06, 202621, -0.000391566, 0.000125067
-0.6, -0.4, -1.20794e+07, -2.88185e+06, 221273, -0.000390523, 0.000129262
-0.6, -0.38, -1.20488e+07, -2.89143e+06, 237303, -0.000389424, 0.000133419
-0.6, -0.36, -1.20152e+07, -2.90311e+06, 253960, -0.000388275, 0.000137531
-0.6, -0.34, -1.1979e+07, -2.91666e+06, 269536, -0.000387076, 0.000141595
-0.6, -0.32, -1.19395e+07, -2.9326e+06, 283573, -0.000385837, 0.000145601
-0.6, -0.3, -1.18958e+07, -2.95155e+06, 294963, -0.000384564, 0.000149545
-0.6, -0.28, -1.18512e+07, -2.97073e+06, 304994, -0.000383265, 0.00015342
-0.6, -0.26, -1.18028e+07, -2.99132e+06, 312385, -0.000381953, 0.000157221
-0.6, -0.24, -1.17543e+07, -3.0141e+06, 315280, -0.000380638, 0.000160943
-0.6, -0.22, -1.17005e+07, -3.03826e+06, 316825, -0.000379335, 0.000164581
-0.6, -0.2, -1.16517e+07, -3.06429e+06, 311100, -0.00037806, 0.000168134
-0.6, -0.18, -1.16025e+07, -3.09127e+06, 301427, -0.000376827, 0.000171599
-0.6, -0.16, -1.15518e+07, -3.11953e+06, 287871, -0.000375655, 0.000174977
-0.6, -0.14, -1.15073e+07, -3.14412e+06, 268948, -0.00037456, 0.00017827
-0.6, -0.12, -1.14601e+07, -3.16791e+06, 244499, -0.000373561, 0.000181481
-0.6, -0.1, -1.14165e+07, -3.18755e+06, 217210, -0.000372673, 0.000184619
-0.6, -0.08, -1.13823e+07, -3.2066e+06, 183797, -0.000371911, 0.00018769
-0.6, -0.06, -1.13543e+07, -3.2236e+06, 147887, -0.00037129, 0.000190705
-0.6, -0.04, -1.13396e+07, -3.23528e+06, 109903, -0.000370818, 0.000193676
-0.6, -0.02, -1.13236e+07, -3.24327e+06, 68880.5, -0.000370507, 0.000196616
-0.6, 0, -1.13172e+07, -3.24809e+06, 26969.6, -0.000370359, 0.00019954
-0.6, 0.02, -1.13215e+07, -3.24518e+06, -13771.6, -0.000370378, 0.000202462
-0.6, 0.04, -1.13315e+07, -3.23916e+06, -56323.3, -0.000370559, 0.000205396
-0.6, 0.06, -1.13536e+07, -3.23016e+06, -94870.2, -0.000370902, 0.000208358
-0.6, 0.08, -1.13807e+07, -3.21429e+06, -129400, -0.000371396, 0.000211361
-0.6, 0.1, -1.14124e+07, -3.19733e+06, -162263, -0.000372028, 0.000214414
-0.6, 0.12, -1.145e+07, -3.17594e+06, -190550, -0.000372788, 0.000217531
-0.6, 0.14, -1.14911e+07, -3.1508e+06, -215236, -0.00037366, 0.000220718
-0.6, 0.16, -1.15308e+07, -3.12631e+06, -234101, -0.000374628, 0.000223982
-0.6, 0.18, -1.15832e+07, -3.10305e+06, -245986, -0.000375672, 0.000227328
-0.6, 0.2, -1.16337e+07, -3.07814e+06, -254563, -0.00037678, 0.000230757
-0.6, 0.22, -1.16819e+07, -3.05389e+06, -259546, -0.00037793, 0.000234269
-0.6, 0.24, -1.17294e+07, -3.02943e+06, -258355, -0.00037911, 0.000237864
-0.6, 0.26, -1.17753e+07, -3.00731e+06, -255058, -0.000380302, 0.000241537
-0.6, 0.28, -1.18238e+07, -2.98898e+06, -246365, -0.000381493, 0.000245286
-0.6, 0.3, -1.18665e+07, -2.97069e+06, -235806, -0.000382672, 0.000249105
-0.6, 0.32, -1.19079e+07, -2.95246e+06, -223941, -0.000383829, 0.000252988
-0.6, 0.34, -1.19455e+07, -2.93979e+06, -208294, -0.000384951, 0.000256929
-0.6, 0.36, -1.19813e+07, -2.92747e+06, -192209, -0.000386038, 0.000260923
-0.6, 0.38, -1.20136e+07, -2.91732e+06, -174481, -0.000387077, 0.000264962
-0.6, 0.4, -1.20424e+07, -2.91111e+06, -156816, -0.00038807, 0.000269041
-0.6, 0.42, -1.20704e+07, -2.90574e+06, -138512, -0.000389009, 0.000273152
-0.6, 0.44, -1.20931e+07, -2.90156e+06, -121062, -0.000389896, 0.000277292
-0.6, 0.46, -1.21121e+07, -2.89919e+06, -102981, -0.000390729, 0.000281453
-0.6, 0.48, -1.21308e+07, -2.8971e+06, -85653.3, -0.000391509, 0.000285633
-0.6, 0.5, -1.21452e+07, -2.89811e+06, -69969.1, -0.000392236, 0.000289827
-0.6, 0.52, -1.216e+07, -2.89976e+06, -53706.9, -0.000392914, 0.00029403
-0.6, 0.54, -1.21711e+07, -2.90314e+06, -39708, -0.000393543, 0.000298239
-0.6, 0.56, -1.21824e+07, -2.90613e+06, -26503.9, -0.000394127, 0.000302452
-0.6, 0.58, -1.21911e+07, -2.90992e+06, -14174.9, -0.000394669, 0.000306666
-0.6, 0.6, -1.21992e+07, -2.91396e+06, -3153.05, -0.000395172, 0.000310878
-0.6, 0.62, -1.22056e+07, -2.91882e+06, 6605.31, -0.00039564, 0.000315087
-0.6, 0.64, -1.2211e+07, -2.92431e+06, 15588.9, -0.000396077, 0.000319292
-0.6, 0.66, -1.22168e+07, -2.92987e+06, 23443.6, -0.000396486, 0.000323491
-0.6, 0.68, -1.22207e+07, -2.93594e+06, 30233.7, -0.000396872, 0.000327683
-0.6, 0.7, -1.22249e+07, -2.94142e+06, 35928.8, -0.000397238, 0.000331869
-0.6, 0.72, -1.2228e+07, -2.94717e+06, 39798.9, -0.000397588, 0.000336046
-0.6, 0.74, -1.22317e+07, -2.95255e+06, 43021.1, -0.000397926, 0.000340216
-0.6, 0.76, -1.22351e+07, -2.95785e+06, 44863.5, -0.000398257, 0.000344379
-0.6, 0.78, -1.22381e+07, -2.96358e+06, 46694.3, -0.000398584, 0.000348534
-0.6, 0.8, -1.2242e+07, -2.96927e+06, 46594.9, -0.000398911, 0.000352682
-0.6, 0.82, -1.22465e+07, -2.97487e+06, 46545.1, -0.000399241, 0.000356824
-0.6, 0.84, -1.22499e+07, -2.97916e+06, 44147.4, -0.000399579, 0.00036096
-0.6, 0.86, -1.22545e+07, -2.98304e+06, 41779, -0.000399929, 0.000365091
-0.6, 0.88, -1.22615e+07, -2.98658e+06, 38300.5, -0.000400292, 0.000369219
-0.6, 0.9, -1.2268e+07, -2.9903e+06, 33657.7, -0.000400676, 0.000373345
-0.6, 0.92, -1.2274e+07, -2.99413e+06, 28814.5, -0.000401081, 0.00037747
-0.6, 0.94, -1.22815e+07, -2.99636e+06, 22369.5, -0.000401511, 0.000381594
-0.6, 0.96, -1.22903e+07, -2.99814e+06, 15943.4, -0.00040197, 0.000385722
-0.6, 0.98, -1.23014e+07, -2.99919e+06, 8300.24, -0.000402461, 0.000389855
-0.58, -1, -1.22934e+07, -2.91591e+06, -94.2146, -0.000422641, -3.96273e-22
-0.58, -0.98, -1.22935e+07, -2.91517e+06, -79.4307, -0.000422633, 4.28258e-06
-0.58, -0.96, -1.22936e+07, -2.91462e+06, -296.782, -0.00042261, 8.56604e-06
-0.58, -0.94, -1.22936e+07, -2.91389e+06, -301.188, -0.000422572, 1.28506e-05
-0.58, -0.92, -1.22934e+07, -2.91317e+06, 93.2869, -0.000422518, 1.71366e-05
-0.58, -0.9, -1.22934e+07, -2.91229e+06, 353.867, -0.000422447, 2.14246e-05
-0.58, -0.88, -1.22933e+07, -2.91063e+06, 1203.99, -0.000422359, 2.57149e-05
-0.58, -0.86, -1.22933e+07, -2.90872e+06, 1930.63, -0.000422253, 3.0009e-05
-0.58, -0.84, -1.22927e+07, -2.90552e+06, 3543.19, -0.000422127, 3.4306e-05
-0.58, -0.82, -1.22918e+07, -2.90282e+06, 5207.27, -0.000421981, 3.86072e-05
-0.58, -0.8, -1.22911e+07, -2.90045e+06, 7426.78, -0.000421812, 4.29126e-05
-0.58, -0.78, -1.22903e+07, -2.89806e+06, 9919.97, -0.00042162, 4.72225e-05
-0.58, -0.76, -1.22884e+07, -2.89544e+06, 13648.3, -0.000421402, 5.15371e-05
-0.58, -0.74, -1.22876e+07, -2.8917e+06, 16927.9, -0.000421157, 5.58567e-05
-0.58, -0.72, -1.22867e+07, -2.88767e+06, 22046.3, -0.000420881, 6.0182e-05
-0.58, -0.7, -1.2285e+07, -2.88467e+06, 27401.6, -0.000420574, 6.45113e-05
-0.58, -0.68, -1.22814e+07, -2.88077e+06, 34398.3, -0.000420232, 6.88454e-05
-0.58, -0.66, -1.22774e+07, -2.87681e+06, 41600.1, -0.000419852, 7.31846e-05
-0.58, -0.64, -1.22729e+07, -2.87294e+06, 49885, -0.000419433, 7.75272e-05
-0.58, -0.62, -1.22684e+07, -2.86953e+06, 58578.5, -0.00041897, 8.18731e-05
-0.58, -0.6, -1.22607e+07, -2.86676e+06, 69377.9, -0.000418462, 8.62207e-05
-0.58, -0.58, -1.22531e+07, -2.8622e+06, 81150.5, -0.000417905, 9.05687e-05
-0.58, -0.56, -1.22452e+07, -2.85824e+06, 93875.3, -0.000417296, 9.49169e-05
-0.58, -0.54, -1.22351e+07, -2.85755e+06, 106354, -0.000416632, 9.9262e-05
-0.58, -0.52, -1.22211e+07, -2.85583e+06, 121717, -0.000415913, 0.000103601
-0.58, -0.5, -1.22078e+07, -2.85372e+06, 138327, -0.000415132, 0.000107932
-0.58, -0.48, -1.219e+07, -2.85352e+06, 156089, -0.00041429, 0.000112252
-0.58, -0.46, -1.2171e+07, -2.85648e+06, 172693, -0.000413385, 0.000116556
-0.58, -0.44, -1.21511e+07, -2.85969e+06, 190443, -0.000412415, 0.00012084
-0.58, -0.42, -1.21254e+07, -2.86407e+06, 209905, -0.00041138, 0.0001251
-0.58, -0.4, -1.20973e+07, -2.87042e+06, 228482, -0.000410281, 0.000129329
-0.58, -0.38, -1.20665e+07, -2.878e+06, 248526, -0.00040912, 0.000133522
-0.58, -0.36, -1.20313e+07, -2.88968e+06, 266629, -0.000407898, 0.000137672
-0.58, -0.34, -1.19945e+07, -2.90222e+06, 284412, -0.000406623, 0.000141772
-0.58, -0.32, -1.19524e+07, -2.91796e+06, 299952, -0.000405297, 0.000145815
-0.58, -0.3, -1.19087e+07, -2.93573e+06, 313803, -0.00040393, 0.000149795
-0.58, -0.28, -1.18606e+07, -2.95739e+06, 326617, -0.000402531, 0.000153703
-0.58, -0.26, -1.18106e+07, -2.97949e+06, 334776, -0.000401111, 0.000157534
-0.58, -0.24, -1.17562e+07, -3.00382e+06, 340553, -0.000399683, 0.00016128
-0.58, -0.22, -1.16997e+07, -3.0295e+06, 342042, -0.000398265, 0.000164939
-0.58, -0.2, -1.16449e+07, -3.05749e+06, 337739, -0.00039687, 0.000168504
-0.58, -0.18, -1.15891e+07, -3.08648e+06, 328288, -0.000395519, 0.000171974
-0.58, -0.16, -1.15353e+07, -3.11739e+06, 312967, -0.000394232, 0.000175348
-0.58, -0.14, -1.14839e+07, -3.14534e+06, 292305, -0.000393025, 0.000178629
-0.58, -0.12, -1.14343e+07, -3.17179e+06, 267006, -0.000391921, 0.00018182
-0.58, -0.1, -1.13892e+07, -3.19509e+06, 235613, -0.00039094, 0.000184929
-0.58, -0.08, -1.13518e+07, -3.2158e+06, 201329, -0.000390096, 0.000187963
-0.58, -0.06, -1.13201e+07, -3.23498e+06, 163289, -0.000389408, 0.000190934
-0.58, -0.04, -1.12956e+07, -3.24538e+06, 118938, -0.000388887, 0.000193857
-0.58, -0.02, -1.12789e+07, -3.25373e+06, 74146.1, -0.000388544, 0.000196744
-0.58, 0, -1.12762e+07, -3.25922e+06, 27609.8, -0.000388384, 0.000199613
-0.58, 0.02, -1.12778e+07, -3.25564e+06, -19281.3, -0.00038841, 0.00020248
-0.58, 0.04, -1.12893e+07, -3.24758e+06, -65220.2, -0.000388619, 0.000205362
-0.58, 0.06, -1.1314e+07, -3.2381e+06, -108613, -0.000389007, 0.000208276
-0.58, 0.08, -1.1342e+07, -3.22021e+06, -148211, -0.000389563, 0.000211236
-0.58, 0.1, -1.13807e+07, -3.20028e+06, -183365, -0.000390273, 0.000214255
-0.58, 0.12, -1.14232e+07, -3.17694e+06, -213834, -0.000391122, 0.000217345
-0.58, 0.14, -1.14677e+07, -3.14948e+06, -238675, -0.000392094, 0.000220514
-0.58, 0.16, -1.15155e+07, -3.12231e+06, -258576, -0.000393169, 0.00022377
-0.58, 0.18, -1.1572e+07, -3.0975e+06, -271755, -0.000394325, 0.000227116
-0.58, 0.2, -1.16275e+07, -3.06889e+06, -279912, -0.000395546, 0.000230553
-0.58, 0.22, -1.16807e+07, -3.04078e+06, -284187, -0.000396812, 0.000234082
-0.58, 0.24, -1.17312e+07, -3.01476e+06, -282984, -0.000398102, 0.000237701
-0.58, 0.26, -1.17837e+07, -2.99136e+06, -276209, -0.000399403, 0.000241405
-0.58, 0.28, -1.18341e+07, -2.97132e+06, -266624, -0.000400697, 0.000245189
-0.58, 0.3, -1.18805e+07, -2.95213e+06, -252915, -0.000401972, 0.000249047
-0.58, 0.32, -1.19226e+07, -2.93647e+06, -237984, -0.000403218, 0.000252973
-0.58, 0.34, -1.19634e+07, -2.92334e+06, -220992, -0.000404423, 0.000256957
-0.58, 0.36, -1.19987e+07, -2.91117e+06, -201993, -0.000405582, 0.000260996
-0.58, 0.38, -1.20318e+07, -2.90011e+06, -182551, -0.00040669, 0.00026508
-0.58, 0.4, -1.20608e+07, -2.89427e+06, -162966, -0.000407739, 0.000269202
-0.58, 0.42, -1.20892e+07, -2.88905e+06, -143770, -0.000408732, 0.000273357
-0.58, 0.44, -1.21128e+07, -2.88757e+06, -121843, -0.000409662, 0.000277537
-0.58, 0.46, -1.21314e+07, -2.8853e+06, -103832, -0.000410533, 0.000281739
-0.58, 0.48, -1.21476e+07, -2.88581e+06, -85332.2, -0.000411348, 0.000285956
-0.58, 0.5, -1.21626e+07, -2.88743e+06, -68036.3, -0.000412101, 0.000290183
-0.58, 0.52, -1.21764e+07, -2.89008e+06, -51515.6, -0.000412802, 0.000294418
-0.58, 0.54, -1.2187e+07, -2.89387e+06, -36340.3, -0.000413449, 0.000298656
-0.58, 0.56, -1.21958e+07, -2.89909e+06, -21654.8, -0.000414048, 0.000302895
-0.58, 0.58, -1.22044e+07, -2.90309e+06, -9197.25, -0.000414602, 0.000307132
-0.58, 0.6, -1.22096e+07, -2.90805e+06, 2169.42, -0.000415114, 0.000311366
-0.58, 0.62, -1.22155e+07, -2.91329e+06, 12643.2, -0.000415589, 0.000315593
-0.58, 0.64, -1.22198e+07, -2.91904e+06, 21000.6, -0.00041603, 0.000319814
-0.58, 0.66, -1.22235e+07, -2.92532e+06, 29299.7, -0.000416443, 0.000324027
-0.58, 0.68, -1.22267e+07, -2.93214e+06, 36059, -0.000416831, 0.000328232
-0.58, 0.7, -1.22284e+07, -2.93853e+06, 41753.5, -0.000417199, 0.000332428
-0.58, 0.72, -1.22316e+07, -2.94435e+06, 45751.8, -0.00041755, 0.000336614
-0.58, 0.74, -1.22339e+07, -2.95046e+06, 48679.9, -0.000417888, 0.000340791
-0.58, 0.76, -1.2236e+07, -2.95661e+06, 50685.3, -0.00041822, 0.000344959
-0.58, 0.78, -1.22391e+07, -2.96235e+06, 52268.8, -0.000418547, 0.000349118
-0.58, 0.8, -1.22419e+07, -2.96821e+06, 52074.6, -0.000418875, 0.000353269
-0.58, 0.82, -1.22457e+07, -2.9737e+06, 51613.3, -0.000419208, 0.000357412
-0.58, 0.84, -1.2249e+07, -2.97781e+06, 48884.8, -0.000419549, 0.000361549
-0.58, 0.86, -1.22513e+07, -2.98225e+06, 46110.6, -0.000419903, 0.000365679
-0.58, 0.88, -1.2256e+07, -2.98624e+06, 41036.2, -0.000420272, 0.000369804
-0.58, 0.9, -1.22621e+07, -2.99002e+06, 35737.6, -0.000420664, 0.000373927
-0.58, 0.92, -1.22681e+07, -2.99384e+06, 30894.3, -0.000421079, 0.000378048
-0.58, 0.94, -1.22754e+07, -2.99633e+06, 24699.7, -0.00042152, 0.000382168
-0.58, 0.96, -1.22831e+07, -2.99799e+06, 17570.6, -0.000421995, 0.000386291
-0.58, 0.98, -1.2293e+07, -2.99921e+06, 8867.05, -0.000422504, 0.000390418
-0.56, -1, -1.22932e+07, -2.92469e+06, -89.4012, -0.000442737, -7.98652e-26
-0.56, -0.98, -1.22933e+07, -2.92436e+06, -388.288, -0.00044273, 4.26652e-06
-0.56, -0.96, -1.22934e+07, -2.9241e+06, -814.826, -0.000442708, 8.53309e-06
-0.56, -0.94, -1.22935e+07, -2.92312e+06, -908.235, -0.00044267, 1.28012e-05
-0.56, -0.92, -1.22937e+07, -2.92202e+06, -1282.99, -0.000442617, 1.70712e-05
-0.56, -0.9, -1.2294e+07, -2.92068e+06, -1156.26, -0.000442547, 2.13439e-05
-0.56, -0.88, -1.22941e+07, -2.91897e+06, -582.644, -0.00044246, 2.56196e-05
-0.56, -0.86, -1.22942e+07, -2.91709e+06, -200.391, -0.000442355, 2.98986e-05
-0.56, -0.84, -1.22938e+07, -2.9143e+06, 1034.75, -0.000442231, 3.41819e-05
-0.56, -0.82, -1.22939e+07, -2.91107e+06, 2178.63, -0.000442086, 3.847e-05
-0.56, -0.8, -1.22939e+07, -2.90807e+06, 4222.78, -0.00044192, 4.27631e-05
-0.56, -0.78, -1.22937e+07, -2.90494e+06, 6632.68, -0.000441729, 4.70621e-05
-0.56, -0.76, -1.22929e+07, -2.90135e+06, 9687.73, -0.000441511, 5.13672e-05
-0.56, -0.74, -1.22921e+07, -2.89755e+06, 13056.4, -0.000441267, 5.5678e-05
-0.56, -0.72, -1.2292e+07, -2.89252e+06, 17946.1, -0.000440993, 5.99957e-05
-0.56, -0.7, -1.229e+07, -2.88895e+06, 23668.4, -0.000440684, 6.43207e-05
-0.56, -0.68, -1.22867e+07, -2.88461e+06, 30772.5, -0.000440341, 6.86514e-05
-0.56, -0.66, -1.22844e+07, -2.87963e+06, 37651.3, -0.000439959, 7.29884e-05
-0.56, -0.64, -1.22817e+07, -2.87526e+06, 45765.3, -0.000439537, 7.73324e-05
-0.56, -0.62, -1.22788e+07, -2.8712e+06, 54706.5, -0.000439068, 8.16816e-05
-0.56, -0.6, -1.22726e+07, -2.86596e+06, 66144.4, -0.000438553, 8.60356e-05
-0.56, -0.58, -1.22659e+07, -2.86075e+06, 77790.9, -0.000437986, 9.03928e-05
-0.56, -0.56, -1.22576e+07, -2.85695e+06, 91042.3, -0.000437365, 9.4752e-05
-0.56, -0.54, -1.22489e+07, -2.85354e+06, 104574, -0.000436686, 9.91119e-05
-0.56, -0.52, -1.22371e+07, -2.8518e+06, 120175, -0.000435945, 0.000103469
-0.56, -0.5, -1.22263e+07, -2.84982e+06, 136628, -0.000435142, 0.000107822
-0.56, -0.48, -1.22093e+07, -2.84864e+06, 154771, -0.000434271, 0.000112166
-0.56, -0.46, -1.21909e+07, -2.84738e+06, 174352, -0.000433331, 0.000116499
-0.56, -0.44, -1.21718e+07, -2.84987e+06, 193485, -0.00043232, 0.000120814
-0.56, -0.42, -1.21462e+07, -2.85296e+06, 214351, -0.000431238, 0.000125108
-0.56, -0.4, -1.21186e+07, -2.85719e+06, 234958, -0.000430084, 0.000129375
-0.56, -0.38, -1.20865e+07, -2.86482e+06, 256677, -0.00042886, 0.000133606
-0.56, -0.36, -1.2052e+07, -2.87466e+06, 277384, -0.000427567, 0.000137797
-0.56, -0.34, -1.20132e+07, -2.88722e+06, 298277, -0.000426212, 0.000141939
-0.56, -0.32, -1.19709e+07, -2.90237e+06, 316209, -0.000424797, 0.000146024
-0.56, -0.3, -1.19235e+07, -2.92049e+06, 334272, -0.000423331, 0.000150044
-0.56, -0.28, -1.18731e+07, -2.94216e+06, 347544, -0.000421827, 0.000153991
-0.56, -0.26, -1.18181e+07, -2.96522e+06, 359075, -0.000420292, 0.000157856
-0.56, -0.24, -1.17599e+07, -2.99138e+06, 367712, -0.000418745, 0.000161633
-0.56, -0.22, -1.17007e+07, -3.0203e+06, 368652, -0.0004172, 0.000165315
-0.56, -0.2, -1.16377e+07, -3.0499e+06, 366695, -0.000415676, 0.000168896
-0.56, -0.18, -1.15736e+07, -3.07793e+06, 360386, -0.000414196, 0.000172374
-0.56, -0.16, -1.15165e+07, -3.11084e+06, 344365, -0.00041278, 0.000175748
-0.56, -0.14, -1.14622e+07, -3.14098e+06, 323900, -0.00041145, 0.000179017
-0.56, -0.12, -1.14045e+07, -3.17336e+06, 296976, -0.000410229, 0.000182187
-0.56, -0.1, -1.13544e+07, -3.19829e+06, 261987, -0.000409141, 0.000185265
-0.56, -0.08, -1.13082e+07, -3.22136e+06, 224700, -0.000408207, 0.000188258
-0.56, -0.06, -1.12749e+07, -3.24504e+06, 178015, -0.000407442, 0.000191181
-0.56, -0.04, -1.12478e+07, -3.25585e+06, 130916, -0.000406865, 0.00019405
-0.56, -0.02, -1.12294e+07, -3.26584e+06, 81264.1, -0.000406488, 0.000196877
-0.56, 0, -1.12263e+07, -3.27187e+06, 27793.7, -0.000406314, 0.000199686
-0.56, 0.02, -1.12293e+07, -3.26736e+06, -24521, -0.000406349, 0.000202492
-0.56, 0.04, -1.12425e+07, -3.25796e+06, -77172.2, -0.00040659, 0.000205316
-0.56, 0.06, -1.12699e+07, -3.24698e+06, -124020, -0.00040703, 0.000208177
-0.56, 0.08, -1.13042e+07, -3.22696e+06, -167267, -0.000407656, 0.00021109
-0.56, 0.1, -1.13468e+07, -3.20291e+06, -207544, -0.000408454, 0.00021407
-0.56, 0.12, -1.13932e+07, -3.17787e+06, -241199, -0.000409405, 0.000217132
-0.56, 0.14, -1.1445e+07, -3.1451e+06, -268705, -0.00041049, 0.000220283
-0.56, 0.16, -1.14998e+07, -3.1169e+06, -287302, -0.000411684, 0.00022353
-0.56, 0.18, -1.15618e+07, -3.08943e+06, -300969, -0.000412965, 0.000226879
-0.56, 0.2, -1.16214e+07, -3.05763e+06, -308315, -0.000414311, 0.000230328
-0.56, 0.22, -1.16799e+07, -3.02718e+06, -310541, -0.000415701, 0.000233879
-0.56, 0.24, -1.17351e+07, -2.99888e+06, -309307, -0.000417114, 0.000237526
-0.56, 0.26, -1.17931e+07, -2.97467e+06, -299233, -0.00041853, 0.000241266
-0.56, 0.28, -1.1847e+07, -2.95249e+06, -286259, -0.000419935, 0.00024509
-0.56, 0.3, -1.1896e+07, -2.93245e+06, -271967, -0.000421312, 0.000248993
-0.56, 0.32, -1.19415e+07, -2.91654e+06, -253116, -0.000422651, 0.000252965
-0.56, 0.34, -1.19821e+07, -2.9033e+06, -233964, -0.000423942, 0.000257
-0.56, 0.36, -1.20192e+07, -2.89191e+06, -211877, -0.000425176, 0.000261087
-0.56, 0.38, -1.20512e+07, -2.88342e+06, -190928, -0.00042635, 0.00026522
-0.56, 0.4, -1.20816e+07, -2.87696e+06, -169321, -0.000427459, 0.000269389
-0.56, 0.42, -1.21074e+07, -2.8741e+06, -146515, -0.000428501, 0.00027359
-0.56, 0.44, -1.21312e+07, -2.87284e+06, -124005, -0.000429476, 0.000277814
-0.56, 0.46, -1.21506e+07, -2.87236e+06, -104111, -0.000430384, 0.000282057
-0.56, 0.48, -1.21653e+07, -2.87447e+06, -85327.5, -0.000431227, 0.000286311
-0.56, 0.5, -1.21804e+07, -2.87644e+06, -66126.2, -0.000432006, 0.000290574
