	incl_deg	radius	frac_elem_size	tcid	run_id	tcdir	ANmax_num	ANmax_ana	ANerr
0	0	9.360067994988556	5.390844005396729	0073	R-0073	batch/R-0073	4.11526e-06	4.0669053879834655e-06	0.01188978041127
0	0	9.362472966716295	1.6907556072894483	0011	R-0011	batch/R-0011	4.1151e-06	4.067950336853786e-06	0.0115905208377446
0	0	8.633826012955012	1.573413803882948	0043	R-0043	batch/R-0043	3.7763e-06	3.7513566728145833e-06	0.0066491483910812
0	0	8.579825807151893	6.115698297121388	0129	R-0129	batch/R-0129	3.75204e-06	3.7278938381374737e-06	0.0064771591979106
0	0	7.037961675859481	1.2761509077687878	0010	R-0010	batch/R-0010	3.04974e-06	3.057961146788556e-06	-0.0026884405634746
0	0	5.26124720989651	0.7537693004339264	0153	R-0153	batch/R-0153	2.26077e-06	2.285987092924665e-06	-0.0110311615506116
0	0	9.504993310570306	7.79415326483702	0108	R-0108	batch/R-0108	4.18283e-06	4.129874753922921e-06	0.0128224823347919
0	0	6.453333372235477	3.66308842808165	0169	R-0169	batch/R-0169	2.78713e-06	2.8039429068303527e-06	-0.0059961658953172
0	0	7.242476459405269	2.6338730606120975	0005	R-0005	batch/R-0005	3.14121e-06	3.1468218554468644e-06	-0.0017833406861436
0	0	7.157451911285985	7.54084557850267	0014	R-0014	batch/R-0014	3.10331e-06	3.1098790903897824e-06	-0.0021123298362571
0	0	7.787211187794676	5.282910549318809	0024	R-0024	batch/R-0024	3.38893e-06	3.3835065251623747e-06	0.0016029154361878
0	0	7.348092591711781	1.3842794629390671	0160	R-0160	batch/R-0160	3.18998e-06	3.1927115666931183e-06	-0.000855563252758
0	0	6.189471108027194	6.583317821500336	0127	R-0127	batch/R-0127	2.67039e-06	2.689295997794144e-06	-0.0070300918194395
0	0	9.770385744459542	3.2889870403317145	0097	R-0097	batch/R-0097	4.309340000000001e-06	4.245186514466974e-06	0.0151120534549897
0	0	9.806826194781104	1.0531358874827215	0069	R-0069	batch/R-0069	4.32609e-06	4.261019718224965e-06	0.0152710585911443
0	0	8.392558495308977	1.7954736909457014	0054	R-0054	batch/R-0054	3.66583e-06	3.6465270745696342e-06	0.0052935094229743
0	0	5.715568872134525	0.7206235470797847	0082	R-0082	batch/R-0082	2.46063e-06	2.4833877119183144e-06	-0.0091639786285061
0	0	8.168555185491147	5.92927424529255	0172	R-0172	batch/R-0172	3.56286e-06	3.54919869318266e-06	0.0038491242667199
0	0	9.596202265693757	4.579364852809641	0156	R-0156	batch/R-0156	4.22647e-06	4.16950461464856e-06	0.0136623869299257
0	0	8.297138665353177	4.384879510438176	0029	R-0029	batch/R-0029	3.62049e-06	3.605067608594015e-06	0.0042779756388534
0	0	6.268215495315585	3.022171255623573	0041	R-0041	batch/R-0041	2.70481e-06	2.723510062596673e-06	-0.0068661624766842
0	0	9.296925623708411	0.8198321354161108	0033	R-0033	batch/R-0033	4.08522e-06	4.039470325534479e-06	0.0113256617275603
0	0	6.149033077910137	1.4234775329114715	0079	R-0079	batch/R-0079	2.65231e-06	2.6717258644734728e-06	-0.0072671619239271
0	0	7.605071697099364	4.17636320461854	0016	R-0016	batch/R-0016	3.30626e-06	3.304367775692828e-06	0.0005726433725359
0	0	7.373958794623807	2.489750657582339	0165	R-0165	batch/R-0165	3.20105e-06	3.20395030983536e-06	-0.0009052293434316
0	0	5.838237966038269	1.5396364510161675	0096	R-0096	batch/R-0096	2.5146e-06	2.536686854531733e-06	-0.0087069692864436
0	0	6.744056275987154	8.316164674137523	0003	R-0003	batch/R-0003	2.91722e-06	2.930260637033908e-06	-0.0044503334853885
0	0	9.108366102897094	3.90706168561397	0155	R-0155	batch/R-0155	3.99772e-06	3.957542103265826e-06	0.0101522348179237
0	0	7.420401020323032	9.359080720087643	0046	R-0046	batch/R-0046	3.22296e-06	3.224129237811871e-06	-0.0003626522777556
0	0	8.905298877366079	4.7900897501743325	0125	R-0125	batch/R-0125	3.90161e-06	3.869310351736124e-06	0.0083476499240707
0	0	6.186771621309433	8.13011937288482	0067	R-0067	batch/R-0067	2.66854e-06	2.6881230835500244e-06	-0.0072850397624509
0	0	8.420547942876087	5.738074333207052	0077	R-0077	batch/R-0077	3.67836e-06	3.658688357498167e-06	0.0053766925683948
0	0	7.417934291205195	9.839250153434522	0076	R-0076	batch/R-0076	3.22097e-06	3.223057455646891e-06	-0.0006476631818132
0	0	8.80204227049776	4.9290106372536115	0080	R-0080	batch/R-0080	3.85409e-06	3.824445843161775e-06	0.0077512293424759
0	0	5.6451013210367025	3.190554966627748	0137	R-0137	batch/R-0137	2.42941e-06	2.452769893394862e-06	-0.0095238829609613
0	0	5.510904547547134	5.157066614680476	0051	R-0051	batch/R-0051	2.37086e-06	2.3944620283828847e-06	-0.009856923226644
0	0	8.084210183243108	5.755648638110932	0146	R-0146	batch/R-0146	3.52461e-06	3.5125511876008963e-06	0.0034330638202997
0	0	9.986629549432488	0.9419412371238979	0192	R-0192	batch/R-0192	4.4125000000000005e-06	4.339143427604077e-06	0.0169057726760666
0	0	5.088902072926872	6.655574052234561	0171	R-0171	batch/R-0171	2.1841900000000003e-06	2.2111039439443544e-06	-0.0121721749075001
0	0	7.773166217777799	8.453911960239434	0185	R-0185	batch/R-0185	3.38236e-06	3.3774040519467656e-06	0.0014673838181657
0	0	8.126641347226304	7.895318752077878	0176	R-0176	batch/R-0176	3.54364e-06	3.530987328183856e-06	0.0035833240507979
0	0	5.162308984205616	3.1684828548790827	0037	R-0037	batch/R-0037	2.2165e-06	2.242998900600074e-06	-0.0118140497496386
0	0	7.350798039560754	0.8175211983514934	0008	R-0008	batch/R-0008	3.18992e-06	3.193887071020628e-06	-0.0012420824319754
0	0	6.105478456260471	1.1140442849250463	0191	R-0191	batch/R-0191	2.63273e-06	2.65280158683431e-06	-0.0075661847210602
0	0	6.343135147434017	3.0074887907480177	0119	R-0119	batch/R-0119	2.73894e-06	2.756062298010928e-06	-0.0062125946947153
0	0	5.371872005591459	1.3912153174809474	0018	R-0018	batch/R-0018	2.3091100000000003e-06	2.334053044784976e-06	-0.0106865800846756
0	0	9.418512359948242	0.8661886329394723	0058	R-0058	batch/R-0058	4.14241e-06	4.092299188848916e-06	0.0122451484699924
0	0	8.680483305944556	8.595027476328363	0063	R-0063	batch/R-0063	3.79766e-06	3.771629046514165e-06	0.0069017798847141
0	0	5.471544016477155	1.710745076394484	0095	R-0095	batch/R-0095	2.35313e-06	2.3773600633151e-06	-0.0101920040169735
0	0	6.569600207494789	2.4087245999724196	0186	R-0186	batch/R-0186	2.83945e-06	2.854460298265228e-06	-0.0052585416144516
0	0	6.623317237626358	2.696271290742787	0087	R-0087	batch/R-0087	2.86324e-06	2.877800094448921e-06	-0.0050594530443607
0	0	9.529309593329934	1.2058202756179386	0199	R-0199	batch/R-0199	4.19442e-06	4.140440064070648e-06	0.0130372460641978
0	0	7.307999941264402	1.160761721031106	0175	R-0175	batch/R-0175	3.17048e-06	3.175291499209604e-06	-0.0015152937016339
0	0	6.673055435934987	2.914372212669027	0142	R-0142	batch/R-0142	2.88548e-06	2.899411106975568e-06	-0.004804805686938
0	0	6.330034463454735	2.389165754370465	0085	R-0085	batch/R-0085	2.73192e-06	2.750370112624012e-06	-0.0067082290268235
0	0	7.12248523630789	9.114047624813239	0068	R-0068	batch/R-0068	3.08733e-06	3.0946862350660367e-06	-0.0023770536032644
0	0	7.117686107160844	4.440621743880066	0083	R-0083	batch/R-0083	3.08434e-06	3.0926010360913925e-06	-0.0026712259340872
0	0	9.56899447007728	1.5208363302930197	0061	R-0061	batch/R-0061	4.21386e-06	4.1576829558051575e-06	0.0135116228899574
0	0	9.645616431756594	8.140547647717845	0187	R-0187	batch/R-0187	4.24947e-06	4.190974836693021e-06	0.0139574121979543
0	0	7.6713661313337544	2.620086656126426	0042	R-0042	batch/R-0042	3.33673e-06	3.333172394625672e-06	0.0010673331448635
0	0	9.888314181929973	1.3804585653396793	0154	R-0154	batch/R-0154	4.36348e-06	4.296425864224022e-06	0.015606957479316
0	0	9.976602122749828	1.2000236123118604	0148	R-0148	batch/R-0148	4.4080200000000005e-06	4.334786558014545e-06	0.0168943593889425
0	0	5.481141421637925	3.265186024526196	0180	R-0180	batch/R-0180	2.35719e-06	2.381530090581984e-06	-0.0102203581967069
0	0	5.118964493865285	1.318914239537551	0028	R-0028	batch/R-0028	2.19876e-06	2.2241659240235283e-06	-0.0114226747874855
0	0	6.1958430938574125	0.7199741356708053	0021	R-0021	batch/R-0021	2.67247e-06	2.6920645955777227e-06	-0.0072786498548032
0	0	5.560201194492814	2.2001322714310234	0048	R-0048	batch/R-0048	2.39135e-06	2.4158811889253348e-06	-0.0101541371478814
0	0	5.250339646554043	0.8947888478779458	0174	R-0174	batch/R-0174	2.25502e-06	2.2812478081084648e-06	-0.0114971324093947
0	0	5.877004558260891	2.3519924137190724	0138	R-0138	batch/R-0138	2.53215e-06	2.5535307559722296e-06	-0.0083730168208172
0	0	7.009597974730631	1.1743896661435853	0116	R-0116	batch/R-0116	3.0374e-06	3.045637252452977e-06	-0.0027046072037444
0	0	6.927947115565812	0.9644084127524842	0151	R-0151	batch/R-0151	2.99907e-06	3.0101603393313337e-06	-0.0036843018580854
0	0	7.19193470368169	0.9375526225115012	0104	R-0104	batch/R-0104	3.11871e-06	3.1248617010141804e-06	-0.0019686314476521
0	0	9.679219649193787	0.7934443652374118	0157	R-0157	batch/R-0157	4.26548e-06	4.205575276147314e-06	0.0142441211770591
0	0	6.457259781731947	6.190031206803829	0022	R-0022	batch/R-0022	2.7889e-06	2.8056489132338503e-06	-0.0059697110193823
0	0	5.31321445452977	4.352354012929752	0081	R-0081	batch/R-0081	2.28222e-06	2.308566615563904e-06	-0.0114125429113807
0	0	5.915561887549064	3.705822703659312	0166	R-0166	batch/R-0166	2.5487e-06	2.570283733654901e-06	-0.0083974128506852
0	0	7.472631840905281	5.257347560426247	0159	R-0159	batch/R-0159	3.24681e-06	3.2468232829575343e-06	-4.091062671675881e-06
0	0	9.6868875625407	7.190544545233296	0170	R-0170	batch/R-0170	4.268879999999999e-06	4.208906948323399e-06	0.0142490799661158
0	0	6.575577330479943	6.680256649164088	0098	R-0098	batch/R-0098	2.84263e-06	2.8570573300053792e-06	-0.0050497166626166
0	0	8.540686157424988	0.7752093087395205	0113	R-0113	batch/R-0113	3.73349e-06	3.7108878449712527e-06	0.0060907674855698
0	0	8.20800888305635	9.332650521270505	0128	R-0128	batch/R-0128	3.5806e-06	3.566341138653109e-06	0.0039981765043028
